pid,bc,dir,yds,succ,kne
699694,SD-0800,LE,3,1,0
699697,TA-1050,RE,2,0,0
699699,TG-1950,RG,5,1,0
699700,TG-1950,MD,0,0,0
699703,CH-5000,LG,11,1,0
699706,SD-0800,MD,3,0,0
699709,TG-1950,LE,2,0,0
699713,CH-5000,LE,-1,0,0
699714,CH-5000,LG,4,0,0
699721,BG-0100,NL,-1,0,1
699723,CH-5000,MD,0,0,0
699727,TG-1950,LT,4,1,0
699728,TG-1950,LG,-3,0,0
699732,CH-5000,RG,3,0,0
699739,CH-5000,LG,0,0,0
699740,CH-5000,RG,0,0,0
699743,TG-1950,MD,10,1,0
699745,TG-1950,LT,2,0,0
699749,CH-5000,LG,-2,0,0
699750,CH-5000,LG,4,0,0
699753,TG-1950,LT,5,1,0
699754,BC-3070,RG,1,0,0
699756,TG-1950,LE,1,0,0
699759,CH-5000,MD,2,0,0
699765,BG-0100,LT,1,0,0
699768,CH-5000,MD,-1,0,0
699780,CH-5000,MD,7,1,0
699781,CH-5000,MD,4,1,0
699783,SD-0800,LG,0,0,0
699784,BG-0100,RT,2,0,0
699785,CH-5000,LG,5,1,0
699787,CH-5000,LG,0,0,0
699788,CH-5000,MD,1,1,0
699792,MB-3862,MD,5,1,0
699800,CK-0250,RE,5,0,0
699801,MD-0150,LG,1,0,0
699802,MD-0150,RG,2,0,0
699803,MD-0150,MD,-2,0,0
699805,CK-0250,NL,-1,0,1
699808,MF-1300,RT,0,0,0
699810,MF-1300,LT,3,0,0
699813,MF-1300,RG,1,0,0
699816,MF-1300,MD,3,0,0
699818,RF-0500,MD,10,1,0
699819,MF-1300,MD,4,1,0
699820,RF-0500,MD,4,1,0
699825,LM-1000,LG,0,0,0
699830,MF-1300,RT,0,0,0
699832,MF-1300,RG,7,1,0
699833,MF-1300,RE,-2,0,0
699836,MF-1300,LG,2,0,0
699837,MF-1300,MD,6,1,0
699842,LM-1000,LE,1,0,0
699847,RF-0500,LE,6,1,0
699849,MF-1300,MD,3,1,0
699850,MF-1300,MD,1,1,0
699853,LM-1000,RT,1,0,0
699854,TT-0500,RE,15,1,0
699855,LM-1000,MD,10,1,0
699860,LM-1000,RT,6,0,0
699863,MF-1300,LT,3,0,0
699867,MF-1300,MD,0,0,0
699873,LM-1000,RG,6,1,0
699875,LM-1000,RG,4,1,0
699879,LM-1000,MD,1,0,0
699880,EM-0250,MD,2,1,0
699886,RF-0500,NL,-1,0,1
699893,MF-1300,LG,1,0,0
699894,MF-1300,LT,8,1,0
699895,BP-1200,LE,2,1,0
699896,MF-1300,LG,2,0,0
699906,LM-1000,MD,6,1,0
699910,MF-1300,MD,-2,0,0
699911,MF-1300,LG,10,1,0
699915,MF-1300,MD,11,1,0
699922,MF-1300,MD,3,1,0
699925,LM-1000,LE,-3,0,0
699927,LM-1000,RG,-1,0,0
699930,MF-1300,RG,1,0,0
699934,MF-1300,RG,1,0,0
699936,RF-0500,MD,2,0,0
699939,LM-1000,MD,24,1,0
699940,LM-1000,LE,6,1,0
699941,LM-1000,RG,-2,0,0
699943,EM-0250,MD,0,0,0
699944,LM-1000,LG,0,0,0
699945,MF-1300,RG,4,1,0
699947,MF-1300,LG,7,1,0
699948,MF-1300,MD,6,1,0
699949,MF-1300,LG,12,1,0
699958,TT-0500,MD,10,1,0
699964,MF-1300,LT,2,0,0
699965,MF-1300,RT,3,0,0
699966,MF-1300,LT,0,0,0
699970,IC-0300,RG,-1,0,0
699971,IC-0300,RT,4,0,0
699973,IC-0300,RG,5,1,0
699977,DJ-1850,LG,2,0,0
699978,IC-0300,LT,8,0,0
699982,JF-2800,RG,1,0,0
699986,JF-2800,RT,-1,0,0
699989,IC-0300,LG,85,1,0
699992,TW-1350,RT,4,1,0
699995,IC-0300,LG,2,0,0
700001,TW-1350,RT,5,0,0
700004,JF-2800,RG,2,0,0
700007,JF-2800,LT,11,1,0
700010,TW-1350,LG,0,0,0
700011,JF-2800,LE,1,0,0
700012,JM-2900,MD,0,0,0
700013,DJ-1850,RG,2,0,0
700016,IC-0300,RT,3,0,0
700019,JM-2900,RT,0,0,0
700026,JF-2800,RT,7,1,0
700031,IC-0300,RG,4,1,0
700034,IC-0300,LT,5,1,0
700036,DJ-1850,LG,8,0,0
700038,JF-2800,RG,5,1,0
700042,JF-2800,LT,2,0,0
700056,TW-1350,LT,5,1,0
700060,TW-1350,RT,3,0,0
700065,IC-0300,RE,-1,0,0
700068,IC-0300,LG,1,0,0
700071,JF-2800,LG,1,0,0
700077,IC-0300,LE,15,1,0
700082,TW-1350,LG,4,1,0
700083,TW-1350,RT,3,0,0
700091,IC-0300,RG,3,0,0
700092,IC-0300,RG,2,0,0
700094,IC-0300,RG,-5,0,0
700095,IC-0300,RT,2,0,0
700099,JF-2800,RG,2,0,0
700100,JF-2800,RT,2,0,0
700105,IC-0300,LT,4,1,0
700107,IC-0300,RG,-3,0,0
700112,TW-1350,RT,0,0,0
700114,TW-1350,RT,6,1,0
700115,JF-2800,LT,1,0,0
700117,TW-1350,RT,3,0,0
700118,TW-1350,LT,9,1,0
700119,JF-2800,RT,-1,0,0
700120,JF-2800,LE,4,0,0
700133,JF-1900,RG,1,0,0
700135,DW-3600,MD,8,1,0
700136,DW-3600,MD,1,0,0
700137,DW-3600,MD,0,0,0
700139,JH-4025,RG,0,0,0
700140,JH-4025,RG,5,0,0
700142,JH-4025,LG,2,0,0
700143,JH-4025,MD,2,0,0
700146,DW-3600,MD,1,0,0
700147,DW-3600,LT,3,0,0
700149,DW-3600,RE,11,1,0
700152,DW-3600,MD,0,0,0
700158,JH-4025,MD,3,0,0
700161,DW-3600,MD,1,0,0
700164,DW-3600,RT,1,0,0
700169,AD-0100,RG,5,1,0
700172,GB-0350,RG,4,1,0
700181,DW-3600,LE,7,1,0
700182,SC-0775,LE,6,1,0
700183,DW-3600,RG,1,0,0
700186,GB-0350,RT,0,0,0
700191,DW-3600,RT,3,0,0
700194,JH-4025,RG,1,0,0
700198,DW-3600,LG,0,0,0
700199,DW-3600,LT,0,0,0
700204,GB-0350,LG,1,0,0
700207,DR-1450,RT,6,1,0
700214,GB-0350,RG,2,0,0
700218,DW-3600,LT,8,1,0
700232,JH-4025,RG,3,0,0
700236,DW-3600,MD,8,1,0
700237,DW-3600,MD,0,0,0
700238,DW-3600,MD,6,1,0
700243,JH-4025,RE,1,0,0
700246,DW-3600,RT,8,1,0
700247,DW-3600,LE,6,1,0
700265,JH-4025,MD,-2,0,0
700270,DW-3600,MD,5,1,0
700271,DW-3600,RE,4,1,0
700274,DW-3600,RT,7,1,0
700277,JH-4025,RG,4,1,0
700280,JH-4025,RG,3,0,0
700284,DW-3600,LE,0,0,0
700286,DW-3600,RG,-3,0,0
700289,FT-0300,MD,4,1,0
700290,DW-3600,MD,1,0,0
700291,BR-1100,LG,14,1,0
700292,DW-3600,MD,1,0,0
700303,AD-0100,LE,2,0,0
700307,DW-3600,MD,3,1,0
700308,DW-3600,MD,1,0,0
700313,GB-0350,RT,10,1,0
700316,DW-3600,MD,-1,0,0
700317,DW-3600,MD,6,1,0
700318,DW-3600,RT,-3,0,0
700324,EE-0250,RG,2,0,0
700327,EE-0250,LG,2,0,0
700328,EE-0250,LT,-1,0,0
700337,MJ-2275,LG,6,1,0
700339,MJ-2275,MD,3,0,0
700340,MJ-2275,RT,0,0,0
700344,EE-0250,LG,9,1,0
700345,EE-0250,RE,3,1,0
700347,EE-0250,LE,9,1,0
700348,EE-0250,MD,3,0,0
700350,AM-2850,LE,0,0,0
700354,EE-0250,MD,1,1,0
700362,MJ-2275,RE,7,1,0
700366,MJ-2275,LE,14,1,0
700370,AM-2850,LG,0,0,0
700375,CT-1220,RE,1,0,0
700379,EE-0250,RT,1,0,0
700383,EE-0250,LG,6,1,0
700385,EE-0250,LG,7,1,0
700386,LD-0850,RE,3,0,0
700387,EE-0250,LT,2,0,0
700391,KC-2350,RE,10,1,0
700395,MJ-2275,RT,2,0,0
700405,LD-0850,RE,4,1,0
700407,MJ-2275,LT,4,1,0
700411,MJ-2275,RE,7,1,0
700418,EE-0250,LE,9,1,0
700419,EE-0250,RT,5,1,0
700421,EE-0250,LE,21,1,0
700422,EE-0250,RE,4,1,0
700426,DP-2037,MD,6,1,0
700430,MJ-2275,MD,7,1,0
700431,KC-2350,LE,10,1,0
700432,MJ-2275,RG,5,1,0
700438,EE-0250,RE,0,0,0
700440,MJ-2275,RT,0,0,0
700447,LD-0850,MD,-1,0,0
700451,MJ-2275,RE,3,1,0
700456,EE-0250,LE,-4,0,0
700459,EE-0250,LE,4,1,0
700461,EE-0250,MD,1,0,0
700463,EE-0250,MD,-1,0,0
700467,AM-2850,RG,4,1,0
700470,MJ-2275,LT,3,0,0
700475,CT-1220,LE,0,0,0
700477,AM-2850,RE,5,1,0
700478,AM-2850,RE,-2,0,0
700491,LM-1150,RG,2,0,0
700493,LM-1150,RE,8,1,0
700496,LM-1150,LG,1,0,0
700502,SW-0350,MD,4,0,0
700503,AS-1600,MD,0,0,0
700507,SW-0350,MD,2,0,0
700508,SW-0350,MD,1,0,0
700515,LM-1150,MD,4,0,0
700517,TH-1750,LG,-1,0,0
700521,LM-1150,LG,0,0,0
700531,LM-1150,RG,5,0,0
700535,SW-0350,MD,25,1,0
700537,CW-1450,RG,1,0,0
700542,AB-1975,MD,2,0,0
700544,AB-1975,LT,4,1,0
700547,AB-1975,LG,2,1,0
700548,LM-1150,RE,0,0,0
700552,BM-2350,RE,-2,0,0
700557,SW-0350,RT,2,0,0
700558,SW-0350,MD,5,1,0
700561,SW-0350,MD,9,0,0
700562,LM-1150,MD,2,0,0
700563,LM-1150,MD,6,1,0
700567,CW-1450,MD,4,1,0
700570,CW-1450,MD,28,1,0
700577,SW-0350,RG,7,1,0
700578,SW-0350,RG,1,0,0
700579,SW-0350,LG,1,0,0
700581,LM-1150,LG,1,0,0
700582,LM-1150,RG,4,0,0
700585,LM-1150,RG,3,0,0
700587,JG-3850,LT,8,0,0
700593,LM-1150,RT,2,0,0
700600,CW-1450,MD,8,0,0
700604,CW-1450,LE,21,1,0
700605,CW-1450,RT,-1,0,0
700610,LM-1150,MD,5,1,0
700611,LM-1150,RG,8,1,0
700612,LM-1150,MD,4,1,0
700613,LM-1150,MD,4,1,0
700615,LM-1150,MD,1,0,0
700617,LM-1150,RG,6,1,0
700618,LM-1150,RG,-1,0,0
700627,AS-1600,MD,2,0,0
700631,LM-1150,LG,3,1,0
700633,LM-1150,LE,5,1,0
700634,LM-1150,MD,6,1,0
700635,LM-1150,RG,3,1,0
700636,LM-1150,MD,1,0,0
700638,AB-1975,RG,4,1,0
700639,AB-1975,MD,-1,0,0
700658,BO-0650,NL,-2,0,1
700659,BO-0650,NL,-1,0,1
700662,LB-0500,MD,10,1,0
700663,LB-0500,MD,-1,0,0
700667,LB-0500,LT,2,0,0
700672,AF-0900,RE,3,0,0
700678,LB-0500,RG,2,1,0
700680,LB-0500,LT,1,0,0
700685,AF-0900,LT,5,1,0
700686,RT-0150,LE,4,1,0
700687,RT-0150,MD,0,0,0
700690,LB-0500,RG,3,1,0
700693,LB-0500,MD,3,0,0
700697,DF-1375,LE,7,0,0
700698,JW-2550,MD,16,1,0
700699,LB-0500,LG,-2,0,0
700704,AF-0900,RT,1,0,0
700709,JW-2550,MD,2,0,0
700715,JA-0450,LE,4,0,0
700716,RT-0150,MD,0,0,0
700721,LB-0500,MD,2,0,0
700729,LB-0500,RG,1,0,0
700731,LB-0500,RG,4,1,0
700732,LB-0500,RT,1,0,0
700736,JA-0450,RG,8,1,0
700740,LB-0500,LG,3,0,0
700741,LB-0500,MD,2,0,0
700749,RT-0150,LE,8,1,0
700759,JA-0450,MD,1,0,0
700761,JA-0450,LT,0,0,0
700763,LB-0500,RG,1,0,0
700767,LB-0500,RT,9,1,0
700779,LB-0500,MD,1,0,0
700780,JB-5725,RE,10,1,0
700781,LB-0500,RG,12,1,0
700783,JW-2550,MD,-4,0,0
700786,KD-1462,RE,5,1,0
700794,LB-0500,LE,26,1,0
700795,LB-0500,MD,3,1,0
700797,LB-0500,LT,5,1,0
700800,JW-2550,RG,5,0,0
700803,JA-0450,MD,1,0,0
700809,RT-0150,RE,6,1,0
700810,KD-1462,RE,7,1,0
700813,LB-0500,LE,6,1,0
700814,LB-0500,LE,7,1,0
700816,LB-0500,LE,9,1,0
700817,JB-5725,MD,1,1,0
700818,LB-0500,LT,1,0,0
700820,LB-0500,MD,9,1,0
700821,JB-5725,MD,2,1,0
700822,LB-0500,LT,-3,0,0
700823,LB-0500,MD,0,0,0
700824,LB-0500,LE,6,0,0
700828,RT-0150,RG,17,1,0
700833,JB-5725,NL,-1,0,1
700835,MI-0100,RG,6,1,0
700837,MI-0100,LG,5,1,0
700838,MI-0100,MD,0,0,0
700842,RJ-0800,LT,1,0,0
700845,MI-0100,RG,3,0,0
700846,TH-1600,LE,-2,0,0
700849,RJ-0800,LG,3,0,0
700851,RJ-0800,LG,2,1,0
700853,SV-0200,RE,3,0,0
700855,RJ-0800,MD,2,1,0
700856,RJ-0800,MD,-4,0,0
700861,SV-0200,RG,5,1,0
700864,JK-2200,RG,2,0,0
700871,RJ-0800,LG,5,1,0
700873,SV-0200,RT,0,0,0
700874,MI-0100,RT,9,1,0
700881,RJ-0800,LT,7,1,0
700883,RJ-0800,LT,4,1,0
700884,RJ-0800,RG,4,1,0
700887,TH-1600,LT,5,1,0
700888,TH-1600,RT,6,1,0
700892,RJ-0800,RG,1,0,0
700893,SV-0200,RE,9,1,0
700905,MI-0100,RE,1,0,0
700918,EM-0200,NL,-1,0,1
700920,RJ-0800,RG,-1,0,0
700924,RJ-0800,LG,1,0,0
700930,MI-0100,RG,1,0,0
700937,SV-0200,LG,-2,0,0
700939,SV-0200,RT,5,1,0
700940,SV-0200,LG,3,1,0
700944,SV-0200,MD,3,0,0
700952,MI-0100,LG,3,0,0
700962,OD-0200,RT,-1,0,0
700966,SV-0200,LG,7,1,0
700967,SV-0200,RG,0,0,0
700968,SV-0200,LG,0,0,0
700979,RJ-0800,LG,2,0,0
700988,MI-0100,LG,2,0,0
700993,SV-0200,MD,9,1,0
700995,SV-0200,RT,-2,0,0
700998,SV-0200,MD,2,0,0
701001,EM-0200,NL,-1,0,1
701002,EM-0200,NL,-1,0,1
701003,EM-0200,NL,-1,0,1
701006,JS-6700,MD,1,0,0
701008,CH-5000,LE,3,0,0
701009,CH-5000,LG,6,1,0
701010,CH-5000,MD,2,1,0
701011,CH-5000,RT,5,1,0
701012,SD-0800,LG,-5,0,0
701016,JS-6700,MD,9,1,0
701017,JS-6700,RG,2,1,0
701022,FW-0750,LE,7,1,0
701023,FW-0750,RT,0,0,0
701024,JS-6700,MD,0,0,0
701027,JS-6700,RT,-3,0,0
701028,CN-0500,RE,1,0,0
701031,BG-0100,RE,3,0,0
701032,CH-5000,MD,0,0,0
701037,CH-5000,LT,4,1,0
701040,SD-0800,RE,-3,0,0
701043,MT-1300,MD,4,1,0
701047,FW-0750,MD,4,0,0
701048,CH-5000,RE,-1,0,0
701049,CH-5000,LE,8,1,0
701050,SD-0800,LT,2,0,0
701052,SD-0800,MD,18,1,0
701053,CH-5000,LE,1,0,0
701060,CH-5000,RT,-2,0,0
701064,FW-0750,LE,19,1,0
701066,CN-0500,RE,4,1,0
701067,CN-0500,MD,2,1,0
701068,MT-1300,RG,3,0,0
701073,BG-0100,LE,6,1,0
701074,CH-5000,LG,2,0,0
701077,SD-0800,MD,0,0,0
701081,FW-0750,RT,25,1,0
701085,FW-0750,MD,16,0,0
701087,SD-0800,MD,1,0,0
701088,SD-0800,LT,0,0,0
701089,SD-0800,MD,3,0,0
701092,CN-0500,LG,16,1,0
701099,CH-5000,MD,2,0,0
701103,TG-0900,LE,5,1,0
701111,FW-0750,RT,1,0,0
701115,CH-5000,LG,2,0,0
701121,FW-0750,LE,-1,0,0
701123,MT-1300,RE,0,0,0
701131,SD-0800,MD,5,1,0
701136,MT-1300,LG,3,0,0
701138,CN-0500,LG,14,1,0
701139,FW-0750,MD,3,0,0
701140,FW-0750,MD,5,1,0
701142,CH-5000,RG,2,0,0
701147,BG-0100,MD,1,1,0
701150,FW-0750,LG,8,1,0
701153,MT-1300,LG,2,1,0
701154,MT-1300,RG,2,0,0
701155,MT-1300,MD,5,1,0
701167,FW-0750,RT,1,0,0
701169,MT-1300,MD,0,0,0
701170,FW-0750,LE,3,0,0
701177,MT-1300,LT,6,1,0
701178,CN-0500,RT,0,0,0
701186,FW-0750,LG,1,0,0
701187,FW-0750,LG,2,0,0
701188,FW-0750,LG,6,0,0
701198,DM-4300,MD,-1,0,0
701199,DM-4300,MD,1,0,0
701201,DM-4300,LT,3,0,0
701202,DH-2450,LT,9,1,0
701205,DM-4300,MD,3,1,0
701206,DM-4300,MD,-2,0,0
701209,AA-0025,RE,1,0,0
701213,DM-4300,RE,-5,0,0
701216,AA-0025,MD,5,1,0
701219,AA-0025,RT,3,0,0
701221,AA-0025,RE,4,1,0
701229,DH-2450,LT,5,1,0
701232,MM-0912,MD,5,0,0
701235,DH-2450,RT,4,1,0
701238,DH-2450,LT,3,0,0
701243,TR-0370,LT,7,1,0
701249,MS-4100,MD,7,0,0
701250,TR-0370,LT,-1,0,0
701252,TR-0370,RT,-1,0,0
701254,DM-4300,MD,67,1,0
701255,DH-2450,MD,0,0,0
701259,AA-0025,LT,1,0,0
701263,AA-0025,MD,24,1,0
701265,TR-0370,LT,1,0,0
701267,TR-0370,MD,3,0,0
701274,TR-0370,MD,2,0,0
701283,TR-0370,MD,6,1,0
701291,DM-4300,MD,4,0,0
701292,MM-0912,MD,6,1,0
701295,DM-4300,LT,5,1,0
701298,DW-1550,LT,28,1,0
701300,DW-1550,RT,4,1,0
701303,TR-0370,RE,1,0,0
701306,TR-0370,MD,6,1,0
701308,MS-4100,RT,24,1,0
701309,DW-1550,MD,1,0,0
701317,DH-2450,MD,6,1,0
701320,DH-2450,LT,5,1,0
701326,TR-0370,RT,3,1,0
701327,TR-0370,LT,10,1,0
701333,DM-4300,MD,3,0,0
701340,DW-1550,LE,-2,0,0
701343,DM-4300,RE,10,1,0
701344,DM-4300,RT,1,0,0
701348,DH-2450,LE,2,1,0
701352,DH-2450,LT,6,1,0
701365,MC-0700,NL,-1,0,1
701373,TG-1950,MD,-1,0,0
701378,TR-0112,RT,-2,0,0
701379,TR-0112,LE,-9,0,0
701382,TA-1050,RE,8,1,0
701388,RW-3850,MD,-2,0,0
701394,RW-3850,MD,5,0,0
701396,CM-2280,RT,3,1,0
701397,TR-0112,MD,0,0,0
701401,CM-2280,RT,-1,0,0
701407,TG-1950,MD,4,0,0
701410,CM-2280,RT,3,0,0
701413,RW-3850,MD,1,0,0
701414,CM-2280,MD,12,1,0
701417,TG-1950,MD,3,0,0
701421,TR-0112,MD,4,1,0
701422,TR-0112,MD,1,0,0
701425,TR-0112,LT,0,0,0
701428,TR-0112,MD,-1,0,0
701434,TG-1950,MD,5,1,0
701435,TG-1950,LT,8,1,0
701437,TG-1950,MD,-4,0,0
701450,CM-2280,LG,5,1,0
701451,CM-2280,MD,3,1,0
701452,CM-2280,RG,11,1,0
701455,RW-3850,MD,8,0,0
701457,TG-1950,LT,3,0,0
701459,TG-1950,LT,9,1,0
701461,TG-1950,MD,4,1,0
701462,TG-1950,MD,1,0,0
701463,BC-3070,MD,2,0,0
701466,CM-2280,LT,10,1,0
701467,CM-2280,RE,16,1,0
701468,AC-2150,RT,0,0,0
701469,AC-2150,RT,0,0,0
701473,TG-1950,RT,4,1,0
701475,TG-1950,MD,1,0,0
701477,TA-1050,LE,-2,0,0
701478,CK-0250,MD,7,1,0
701485,RW-3850,LE,2,0,0
701489,TG-1950,LE,11,1,0
701495,CM-2280,LT,-2,0,0
701504,TG-1950,RG,-1,0,0
701506,TG-1950,LT,2,0,0
701507,TG-1950,RT,0,0,0
701510,TG-1950,RT,2,0,0
701513,TG-1950,MD,4,1,0
701514,TG-1950,LT,-4,0,0
701522,CK-0250,NL,-1,0,1
701523,CK-0250,NL,-1,0,1
701527,DJ-1325,LE,0,0,0
701532,DM-0450,MD,3,1,0
701533,DM-0450,MD,12,1,0
701534,DM-0450,MD,4,1,0
701538,DJ-1325,LE,10,1,0
701540,DJ-1325,RT,8,1,0
701543,DM-0450,MD,2,0,0
701545,DM-0450,MD,3,0,0
701548,DM-0450,RE,-2,0,0
701552,DJ-1325,MD,5,1,0
701553,DJ-1325,RT,1,0,0
701555,DJ-1325,MD,0,0,0
701557,DJ-1325,MD,1,0,0
701560,DJ-1325,MD,0,0,0
701566,DM-0450,RT,1,0,0
701568,CJ-1700,LE,9,1,0
701569,CJ-1700,MD,1,1,0
701571,DJ-1325,LE,4,0,0
701578,CS-1950,MD,1,0,0
701580,CS-1950,LT,1,0,0
701584,CJ-1700,LT,3,0,0
701585,CJ-1700,MD,2,0,0
701589,CS-1950,RE,1,0,0
701608,DJ-1325,MD,10,1,0
701614,JW-5650,LE,2,0,0
701616,JW-5650,NL,-1,0,1
701619,CS-1950,RE,4,1,0
701625,JW-5650,MD,8,1,0
701628,CS-1950,LT,-3,0,0
701633,CJ-1700,LE,-1,0,0
701642,CS-1950,MD,7,1,0
701647,CS-1950,RE,9,1,0
701648,JR-2800,MD,5,1,0
701650,JR-2800,RE,24,1,0
701655,DJ-1325,RT,2,0,0
701656,DJ-1325,LT,4,0,0
701659,CJ-1700,MD,8,1,0
701660,CJ-1700,MD,9,1,0
701661,CJ-1700,MD,2,1,0
701662,CJ-1700,MD,3,1,0
701665,CS-1950,MD,-1,0,0
701668,CS-1950,LE,5,0,0
701671,CJ-1700,LT,3,1,0
701681,CJ-1700,RT,5,1,0
701682,CJ-1700,LT,2,0,0
701684,CJ-1700,RT,-1,0,0
701685,CJ-1700,RT,5,0,0
701693,CJ-1700,MD,1,0,0
701694,CJ-1700,MD,3,0,0
701695,AE-0750,MD,2,0,0
701704,DF-1875,LT,8,1,0
701708,DF-1875,LE,7,1,0
701709,DF-1875,RT,3,1,0
701710,TC-2050,MD,6,1,0
701716,LM-1850,MD,9,1,0
701717,JR-2075,MD,4,1,0
701722,TC-2050,MD,0,0,0
701724,TC-2050,MD,6,1,0
701725,TC-2050,LT,0,0,0
701731,DW-1350,RG,2,0,0
701732,JR-2075,LG,3,0,0
701735,DF-1875,MD,11,1,0
701736,DF-1875,RT,6,1,0
701738,TC-2050,MD,6,1,0
701742,DF-1875,MD,3,0,0
701743,DF-1875,MD,3,0,0
701748,DC-0725,RE,5,1,0
701750,JR-2075,MD,1,0,0
701754,LM-1850,LG,1,1,0
701763,DF-1875,MD,9,1,0
701764,DF-1875,MD,2,1,0
701765,DF-1875,MD,1,0,0
701770,DW-1350,MD,26,1,0
701776,TC-2050,RG,3,0,0
701777,TC-2050,LE,3,0,0
701791,LM-1850,MD,2,0,0
701792,LM-1850,MD,5,1,0
701795,JH-5125,LE,14,1,0
701798,LM-1850,LE,7,1,0
701802,DF-1875,MD,2,0,0
701804,DF-1875,MD,18,1,0
701806,DW-1350,LT,6,1,0
701812,JR-2075,RE,0,0,0
701818,TC-2050,MD,4,1,0
701823,LM-1850,LE,15,1,0
701824,DC-0725,RE,5,1,0
701826,DW-1350,MD,8,1,0
701827,DW-1350,RT,1,0,0
701828,JO-0550,LT,11,1,0
701830,LM-1850,RE,18,1,0
701831,LM-1850,MD,0,0,0
701837,DF-1875,RT,12,1,0
701840,DF-1875,MD,2,0,0
701846,DW-1350,MD,3,0,0
701848,JR-2075,LG,1,0,0
701849,JR-2075,MD,7,1,0
701851,JR-2075,MD,1,0,0
701852,DF-1875,MD,6,1,0
701853,DF-1875,MD,1,0,0
701857,TC-2050,MD,13,1,0
701870,DF-1875,MD,-1,0,0
701873,TC-2050,MD,2,0,0
701874,TC-2050,MD,-1,0,0
701875,TC-2050,MD,4,0,0
701882,CA-0750,LG,1,0,0
701883,CA-0750,RT,7,1,0
701889,FG-0200,MD,4,1,0
701890,FG-0200,RG,5,1,0
701891,FG-0200,LT,0,0,0
701895,CA-0750,RG,2,0,0
701897,CA-0750,MD,5,1,0
701903,FG-0200,RG,3,0,0
701907,DB-2950,LT,11,1,0
701908,CA-0750,LT,5,1,0
701909,CA-0750,RT,2,0,0
701914,FG-0200,MD,2,0,0
701919,CA-0750,LG,4,1,0
701921,CA-0750,RT,11,1,0
701923,DB-2950,MD,5,1,0
701924,CA-0750,MD,4,1,0
701928,FG-0200,MD,8,1,0
701931,DB-2950,RT,3,0,0
701933,DB-2950,LG,2,0,0
701940,FG-0200,MD,6,1,0
701944,FG-0200,MD,2,0,0
701950,CA-0750,LT,10,1,0
701952,KB-1050,MD,7,1,0
701962,AL-1100,NL,-1,0,1
701964,FG-0200,MD,3,0,0
701969,AL-1100,LT,21,1,0
701970,FG-0200,MD,3,0,0
701971,RT-1950,MD,3,0,0
701973,FG-0200,MD,4,1,0
701976,RT-1950,MD,2,1,0
701977,FG-0200,LG,1,0,0
701980,RT-1950,LE,5,1,0
701983,CA-0750,MD,-2,0,0
701987,CA-0750,MD,-1,0,0
701989,TS-1450,RE,7,1,0
701990,DB-2950,RG,12,1,0
701991,DB-2950,MD,6,1,0
701992,DB-2950,RG,5,1,0
701993,CA-0750,LT,9,1,0
701994,CA-0750,LT,0,0,0
701995,CA-0750,MD,-1,0,0
701998,JF-1250,MD,6,1,0
701999,JF-1250,RG,1,0,0
702011,CA-0750,MD,5,1,0
702012,DB-2950,RT,2,0,0
702014,DB-2950,RT,0,0,0
702019,FG-0200,MD,3,1,0
702020,AL-1100,RE,2,1,0
702035,CA-0750,LT,-1,0,0
702038,CA-0750,MD,1,0,0
702040,CA-0750,RT,13,1,0
702041,CA-0750,LG,0,0,0
702056,MG-1150,RT,2,0,0
702058,MG-1150,MD,7,1,0
702060,DW-4300,RG,2,0,0
702061,MG-1150,RE,21,1,0
702062,DW-4300,RT,23,1,0
702063,MG-1150,MD,3,1,0
702067,TY-0150,MD,-1,0,0
702072,DW-4300,MD,2,1,0
702073,MG-1150,LT,4,1,0
702074,MG-1150,RG,-2,0,0
702077,TY-0150,RE,4,1,0
702078,TY-0150,LT,2,0,0
702080,MG-1150,RG,2,0,0
702083,MG-1150,RE,4,1,0
702084,MG-1150,MD,-1,0,0
702090,TY-0150,RE,15,1,0
702096,MG-1150,MD,2,0,0
702108,MG-1150,MD,3,0,0
702109,MG-1150,MD,8,1,0
702110,MG-1150,MD,2,1,0
702118,TY-0150,LG,5,1,0
702124,MG-1150,MD,1,0,0
702132,TY-0150,RT,1,0,0
702133,TY-0150,MD,2,0,0
702138,MG-1150,MD,-1,0,0
702139,TB-1060,LE,-1,0,0
702149,MG-1150,LE,19,1,0
702159,MG-1150,MD,8,1,0
702160,MG-1150,MD,3,1,0
702161,MG-1150,MD,5,1,0
702163,PR-0300,MD,10,1,0
702165,MG-1150,RE,2,0,0
702171,BB-2425,RE,3,1,0
702172,BB-2425,LE,24,1,0
702183,MG-1150,LE,-4,0,0
702185,MG-1150,LE,11,1,0
702186,KF-0150,LT,1,0,0
702188,MG-1150,MD,3,1,0
702189,KF-0150,RE,4,1,0
702191,MG-1150,RE,0,0,0
702197,DR-2250,MD,7,1,0
702203,KF-0150,MD,4,1,0
702204,KF-0150,MD,4,1,0
702210,BB-2425,MD,7,1,0
702219,KC-1400,NL,-1,0,1
702220,KC-1400,NL,0,0,1
702223,AP-0700,LG,2,0,0
702225,AP-0700,LT,0,0,0
702230,EL-0010,MD,5,1,0
702239,EL-0010,LE,3,1,0
702241,EL-0010,RG,2,1,0
702243,EL-0010,MD,0,0,0
702247,AP-0700,MD,-1,0,0
702250,AP-0700,LG,0,0,0
702256,JS-6200,RE,2,0,0
702260,AP-0700,LG,-4,0,0
702274,EL-0010,RE,2,0,0
