player,fname,lname,pname,pos1,pos2,height,weight,yob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp
AR-1600,Adrian,Ross,A.Ross,LB,,74,245,1975,0,0,0,0,0,0,0,0,0,Colorado State,Western Athletic,1998,INA,INA,0,0
AR-1700,Allen,Rossum,A.Rossum,DB,WR,68,178,1975,0,0,0,0,0,0,0,0,85,Notre Dame,FBS Independents,1998,INA,INA,0,0
AR-1900,Aaron,Rouse,A.Rouse,DB,,76,223,1984,4.58,16,35,121,4.19,6.81,0,0,89,Virginia Tech,Atlantic Coast (ACC),2007,INA,INA,0,0
AR-2000,Ahtyba,Rubin,A.Rubin,DL,,75,330,1986,5.2,35,28,106,5,8.05,0,0,190,Iowa State,Big 12,2008,SEA,LDT,77,1
AR-2050,Alonzo,Russell,A.Russell,WR,,76,206,1992,4.44,12,30.5,116,4.33,7.17,0,0,0,Toledo,Mid-American (MAC),2016,CIN,PS,17,4
AR-2100,Anderson,Russell,A.Russell,DB,,72,208,1987,4.48,18,37,129,4.16,6.78,0,0,0,Ohio State,Big Ten,2010,INA,INA,0,0
AS-0100,Asante,Samuel,A.Samuel,DB,,71,185,1981,4.49,9,35.5,120,4.14,6.95,0,0,120,Central Florida,Mid-American (MAC),2003,INA,INA,0,0
AS-0150,Ace,Sanders,A.Sanders,WR,,67,173,1991,4.53,7,32,117,4.37,6.81,29.5,8.875,101,South Carolina,Southeastern (SEC),2013,INA,INA,0,0
AS-0175,Anthony,Sarao,A.Sarao,LB,,71,233,1993,4.86,22,35.5,114,4.35,7.25,0,0,0,USC,Pacific 12,2016,INA,INA,0,0
AS-0200,A.J.,Schable,A.Schable,RB,,76,285,1984,4.92,0,0,0,0,0,0,0,0,South Dakota,Great West,2006,INA,INA,0,0
AS-0250,Adam,Schiltz,A.Schiltz,TE,,75,240,1990,4.72,13,28.5,111,4.73,7.58,0,0,0,Emporia State,,2013,INA,INA,0,0
AS-0300,Anthony,Schlegel,A.Schlegel,LB,,73,245,1981,4.88,21,32,111,4.39,7.41,0,0,76,Ohio State,Big Ten,2006,INA,INA,0,0
AS-0400,Aaron,Schobel,A.Schobel,DL,,76,262,1977,4.75,0,38,119,4.03,7.16,0,0,46,Texas Christian,Western Athletic,2001,INA,INA,0,0
AS-0450,Alvin,Scioneaux,A.Scioneaux,LB,,74,232,1991,4.64,32,39.5,121,0,7.29,0,0,0,Wofford,Southern,2014,INA,INA,0,0
AS-0500,Arron,Sears,A.Sears,OL,,75,319,1984,5.16,21,30.5,103,4.5,7.63,0,0,35,Tennessee,Southeastern (SEC),2007,INA,INA,0,0
XX-0000,Sample,Data,E.nd,XX,,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,x,x,0,0
