gid,pid,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,fd,sg,nh,pts,tck,sk,pen,ints,fum,saf,blk,olid
4261,697836,PHI,CLE,RUSH,4,45,1,2,17,7,0,3,3,2,6,74,4,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697837,PHI,CLE,PASS,5,41,1,1,32,7,0,3,3,3,4,76,4,0,1,0,0,0,1,0,0,0,0,0,2042
4261,697838,PHI,CLE,FGXP,6,4,1,0,51,7,0,3,3,4,8,72,4,0,0,0,0,0,0,0,0,0,0,0,0
4261,697839,CLE,PHI,PASS,1,38,1,0,47,0,7,3,3,1,10,36,2,0,0,0,0,1,0,0,0,0,0,0,2043
4261,697840,CLE,PHI,RUSH,2,35,1,0,9,0,7,3,3,2,4,42,3,0,1,0,0,1,0,0,0,0,0,0,2043
4261,697841,CLE,PHI,PASS,3,10,2,15,0,0,7,3,3,3,5,41,3,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697842,CLE,PHI,RUSH,4,6,2,14,50,0,7,3,3,4,5,41,3,0,0,0,0,1,0,0,0,0,0,0,2043
4261,697843,PHI,CLE,PASS,1,41,2,14,44,7,0,3,3,1,10,65,4,1,0,0,0,1,0,0,0,0,0,0,2042
4261,697844,PHI,CLE,RUSH,2,42,2,14,3,7,0,3,3,1,7,93,5,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697845,PHI,CLE,RUSH,3,45,2,13,21,7,0,3,3,2,6,94,5,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697846,PHI,CLE,PASS,4,3,2,12,36,7,0,3,3,3,4,96,5,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697847,PHI,CLE,FGXP,5,3,2,12,33,7,0,3,3,4,4,96,5,0,0,0,3,0,0,0,0,0,0,0,0
4261,697848,CLE,PHI,KOFF,0,29,2,12,30,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697849,CLE,PHI,PASS,1,30,2,12,1,0,10,3,3,1,10,25,2,1,0,0,0,1,0,0,0,0,0,0,2043
4261,697850,CLE,PHI,PASS,2,10,2,12,1,0,10,3,3,1,10,36,2,0,0,0,0,0,0,0,0,0,0,0,2043
4261,697851,CLE,PHI,PASS,3,39,2,11,48,0,10,3,3,2,10,36,2,1,1,0,0,1,0,0,0,0,0,0,2043
4261,697852,CLE,PHI,NOPL,3,17,2,11,9,0,10,3,3,1,10,52,3,0,0,0,0,0,0,1,0,0,0,0,2043
4261,697853,CLE,PHI,PASS,4,45,2,10,52,0,10,3,3,1,15,47,3,1,1,0,0,1,0,0,0,0,0,0,2043
4261,697854,CLE,PHI,RUSH,5,40,2,10,7,0,10,3,3,1,9,91,5,0,0,0,0,1,0,0,0,0,0,0,2043
4261,697855,CLE,PHI,PASS,6,4,2,9,27,0,10,3,3,2,8,92,5,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697856,CLE,PHI,NOPL,6,8,2,9,23,0,10,3,3,3,8,92,5,0,0,0,0,0,0,1,0,0,0,0,2043
4261,697857,CLE,PHI,RUSH,7,4,2,9,15,0,10,3,3,1,2,98,5,1,0,0,7,0,0,0,0,0,0,0,2043
4261,697858,CLE,PHI,FGXP,7,3,2,9,11,7,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697859,PHI,CLE,KOFF,0,6,2,9,11,10,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697860,PHI,CLE,PASS,1,35,2,9,6,10,7,3,3,1,10,23,2,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697861,PHI,CLE,RUSH,2,42,2,8,31,10,7,3,3,2,6,27,2,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697862,PHI,CLE,PASS,3,6,2,7,49,10,7,3,3,3,5,28,2,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697863,CLE,PHI,PUNT,0,8,2,7,43,7,10,3,3,4,5,28,2,0,0,0,0,0,0,0,0,0,0,0,0
4261,697864,CLE,PHI,PASS,1,42,2,7,35,7,10,3,3,1,10,20,1,1,0,0,0,1,0,0,0,0,0,0,2043
4261,697865,CLE,PHI,RUSH,2,44,2,6,53,7,10,3,3,1,10,33,2,0,1,0,0,1,0,0,0,0,0,0,2043
4261,697866,CLE,PHI,RUSH,3,40,2,6,9,7,10,3,3,2,4,39,2,0,0,0,0,1,0,0,0,0,0,0,2043
4261,697867,CLE,PHI,PASS,4,31,2,5,29,7,10,3,3,3,8,35,2,1,1,0,0,1,0,0,0,0,0,0,2043
4261,697868,CLE,PHI,RUSH,5,25,2,4,58,7,10,3,3,1,10,47,3,1,1,1,0,0,0,0,0,0,0,0,2043
4261,697869,CLE,PHI,RUSH,6,41,2,4,33,7,10,3,3,1,10,67,4,0,0,1,0,1,0,0,0,0,0,0,2043
4261,697870,CLE,PHI,PASS,7,9,2,3,52,7,10,3,3,2,5,72,4,0,1,0,0,0,0,0,1,0,0,0,2043
4261,697871,PHI,CLE,RUSH,1,43,2,3,43,10,7,3,3,1,10,21,2,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697872,PHI,CLE,RUSH,2,37,2,3,0,10,7,3,3,2,7,24,2,1,1,0,0,0,0,0,0,0,0,0,2042
4261,697873,PHI,CLE,RUSH,3,23,2,2,23,10,7,3,3,1,10,41,3,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697874,PHI,CLE,PASS,4,22,2,2,0,10,7,3,3,2,9,42,3,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697875,PHI,CLE,PASS,5,20,2,1,38,10,7,3,3,3,4,47,3,1,1,1,0,1,0,0,0,0,0,0,2042
4261,697876,PHI,CLE,PASS,6,7,2,1,18,10,7,3,3,1,10,55,3,1,1,1,0,1,0,0,0,0,0,0,2042
4261,697877,PHI,CLE,PASS,7,29,2,1,11,10,7,2,3,1,10,66,4,1,1,0,0,1,0,0,0,0,0,0,2042
4261,697878,PHI,CLE,PASS,8,2,2,0,42,10,7,2,3,1,10,81,5,0,1,1,0,0,0,0,0,0,0,0,2042
4261,697879,PHI,CLE,PASS,9,5,2,0,40,10,7,2,3,2,10,81,5,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697880,PHI,CLE,PASS,10,7,2,0,35,10,7,2,3,3,10,81,5,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697881,PHI,CLE,FGXP,11,1,2,0,28,10,7,2,2,4,10,81,5,0,0,0,3,0,0,0,0,0,0,0,0
4261,697882,CLE,PHI,KOFF,0,6,2,0,27,7,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697883,CLE,PHI,RUSH,1,25,2,0,27,7,13,2,2,1,10,25,2,1,0,0,0,0,0,0,0,0,0,0,2043
4261,697884,CLE,PHI,RUSH,2,7,2,0,21,7,13,2,2,1,10,42,3,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697885,CLE,PHI,PASS,3,5,2,0,14,7,13,2,2,2,8,44,3,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697886,CLE,PHI,PASS,4,20,2,0,9,7,13,2,2,3,8,44,3,0,1,0,0,1,0,0,0,0,0,0,2043
4261,697887,CLE,PHI,KOFF,0,6,3,15,0,7,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697888,CLE,PHI,PASS,1,30,3,15,0,7,13,3,3,1,10,25,2,1,0,0,0,1,0,0,0,0,0,0,2043
4261,697889,CLE,PHI,RUSH,2,35,3,14,48,7,13,3,3,1,10,83,5,0,1,1,0,1,0,0,0,0,0,0,2043
4261,697890,CLE,PHI,PASS,3,6,3,14,13,7,13,3,3,2,10,83,5,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697891,CLE,PHI,PASS,4,6,3,14,7,7,13,2,3,3,10,83,5,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697892,CLE,PHI,FGXP,5,4,3,14,1,7,13,2,3,4,10,83,5,0,0,0,3,0,0,0,0,0,0,0,0
4261,697893,PHI,CLE,KOFF,0,6,3,13,57,13,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697894,PHI,CLE,RUSH,1,35,3,13,57,13,10,3,2,1,10,25,2,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697895,PHI,CLE,PASS,2,3,3,13,18,13,10,3,2,2,9,26,2,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697896,PHI,CLE,PASS,3,27,3,13,15,13,10,3,2,3,9,26,2,1,1,0,0,1,0,1,0,0,0,0,2042
4261,697897,PHI,CLE,RUSH,4,38,3,12,48,13,10,3,2,1,10,48,3,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697898,PHI,CLE,NOPL,4,27,3,12,10,13,10,3,2,2,6,52,3,0,0,0,0,0,0,1,0,0,0,0,2042
4261,697899,PHI,CLE,PASS,5,5,3,11,43,13,10,3,2,2,16,42,3,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697900,PHI,CLE,PASS,6,36,3,11,38,13,10,3,2,3,16,42,3,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697901,CLE,PHI,PUNT,0,8,3,11,2,10,13,2,3,4,10,48,3,0,0,0,0,0,0,0,0,0,0,0,0
4261,697902,CLE,PHI,RUSH,1,5,3,10,54,10,13,2,3,1,10,15,1,0,1,0,-2,0,0,0,0,1,0,0,2043
4261,697903,PHI,CLE,KOFF,0,7,3,10,49,15,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697904,PHI,CLE,PASS,1,6,3,10,42,15,10,3,2,1,10,27,2,0,0,0,0,0,0,0,0,0,0,0,2042
4261,697905,PHI,CLE,PASS,2,33,3,10,36,15,10,3,2,2,10,27,2,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697906,PHI,CLE,RUSH,3,41,3,10,3,15,10,3,2,3,1,36,2,1,0,0,0,1,0,0,0,0,0,0,2042
4261,697907,PHI,CLE,PASS,4,44,3,9,22,15,10,3,2,1,10,42,3,1,0,0,0,1,0,0,0,0,0,0,2042
4261,697908,PHI,CLE,RUSH,5,45,3,8,38,15,10,3,2,1,10,54,3,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697909,PHI,CLE,PASS,6,45,3,7,53,15,10,3,2,2,9,55,3,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697910,PHI,CLE,PASS,7,4,3,7,8,15,10,3,2,3,4,60,4,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697911,PHI,CLE,PASS,8,41,3,7,4,15,10,3,2,4,4,60,4,1,1,0,0,1,0,0,0,0,0,0,2042
4261,697912,PHI,CLE,PASS,9,6,3,6,23,15,10,3,2,1,10,65,4,1,1,0,7,0,0,0,0,0,0,0,2042
4261,697913,PHI,CLE,FGXP,9,3,3,6,17,22,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697914,CLE,PHI,KOFF,0,6,3,6,17,10,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697915,CLE,PHI,RUSH,1,35,3,6,17,10,22,2,3,1,10,25,2,1,1,0,0,1,0,0,0,0,0,0,2043
4261,697916,CLE,PHI,PASS,2,50,3,5,34,10,22,2,3,1,10,35,2,0,1,0,0,0,1,0,0,0,0,0,2043
4261,697917,CLE,PHI,NOPL,2,23,3,4,44,10,22,2,3,2,18,27,2,0,0,0,0,0,0,1,0,0,0,0,2043
4261,697918,CLE,PHI,PASS,3,8,3,4,21,10,22,2,3,2,13,32,2,0,0,0,0,0,0,0,0,0,0,0,2043
4261,697919,CLE,PHI,PASS,4,39,3,4,13,10,22,2,3,3,13,32,2,0,1,0,0,1,0,0,0,0,0,0,2043
4261,697920,PHI,CLE,PUNT,0,10,3,3,34,22,10,3,2,4,2,43,3,0,0,0,0,0,0,0,0,0,0,0,0
4261,697921,PHI,CLE,PASS,1,36,3,3,24,22,10,3,2,1,10,21,2,1,0,0,0,1,0,0,0,0,0,0,2042
4261,697922,PHI,CLE,RUSH,2,36,3,2,48,22,10,3,2,1,10,36,2,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697923,PHI,CLE,RUSH,3,44,3,2,12,22,10,3,2,2,4,42,3,1,1,0,0,1,0,0,0,0,0,0,2042
4261,697924,PHI,CLE,RUSH,4,38,3,1,28,22,10,3,2,1,10,61,4,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697925,PHI,CLE,RUSH,5,45,3,0,50,22,10,3,2,2,4,67,4,0,0,0,0,1,0,0,0,1,0,0,2042
4261,697926,PHI,CLE,PASS,6,30,3,0,5,22,10,3,2,3,10,61,4,0,1,0,0,0,1,0,0,0,0,0,2042
4261,697927,CLE,PHI,PUNT,0,9,4,15,0,10,22,2,3,4,14,57,3,0,0,0,0,0,0,0,0,0,0,0,0
4261,697928,CLE,PHI,PASS,1,45,4,14,51,10,22,2,3,1,10,1,1,0,0,0,0,1,0,0,0,0,0,0,2043
4261,697929,CLE,PHI,PASS,2,5,4,14,6,10,22,2,3,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,2043
4261,697930,CLE,PHI,PASS,3,5,4,14,1,10,22,2,3,3,7,4,1,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697931,PHI,CLE,PUNT,0,7,4,13,56,22,10,3,2,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
4261,697932,PHI,CLE,NOPL,0,25,4,13,49,22,10,3,2,1,10,53,3,0,0,0,0,0,0,1,0,0,0,0,2042
4261,697933,PHI,CLE,RUSH,1,41,4,13,24,22,10,3,2,1,20,43,3,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697934,PHI,CLE,RUSH,2,36,4,12,43,22,10,3,2,2,18,45,3,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697935,PHI,CLE,PASS,3,26,4,12,7,22,10,3,2,3,17,46,3,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697936,CLE,PHI,PUNT,0,8,4,11,41,10,22,2,3,4,8,55,3,0,0,0,0,0,0,0,0,0,0,0,0
4261,697937,CLE,PHI,PASS,1,3,4,11,33,10,22,2,3,1,10,20,1,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697938,CLE,PHI,PASS,2,42,4,11,30,10,22,2,3,2,10,20,1,0,0,0,0,0,1,0,0,0,0,0,2043
4261,697939,CLE,PHI,RUSH,3,40,4,10,48,10,22,2,3,3,20,10,1,0,1,0,0,1,0,0,0,0,0,0,2043
4261,697940,PHI,CLE,PUNT,0,11,4,10,8,22,10,3,2,4,9,21,2,0,0,0,0,0,0,0,0,0,0,0,0
4261,697941,PHI,CLE,PASS,1,44,4,9,57,22,10,3,2,1,10,29,2,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697942,PHI,CLE,RUSH,2,45,4,9,13,22,10,3,2,2,1,38,2,1,0,0,0,1,0,0,0,0,0,0,2042
4261,697943,PHI,CLE,RUSH,3,46,4,8,28,22,10,3,2,1,10,45,3,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697944,PHI,CLE,PASS,4,6,4,7,42,22,10,3,2,2,5,50,3,0,1,0,0,0,0,0,0,1,0,0,2042
4261,697945,PHI,CLE,PASS,5,45,4,7,36,22,10,3,2,3,5,50,3,1,1,0,0,1,0,0,0,0,0,0,2042
4261,697946,PHI,CLE,RUSH,6,43,4,6,51,22,10,3,2,1,10,66,4,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697947,PHI,CLE,PASS,7,43,4,6,8,22,10,2,2,2,13,63,4,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697948,PHI,CLE,NOPL,7,21,4,5,25,22,10,2,2,3,6,70,4,0,0,0,0,0,0,1,0,0,0,0,2042
4261,697949,PHI,CLE,NOPL,7,24,4,5,4,22,10,2,2,3,11,65,4,0,0,0,0,0,0,1,0,0,0,0,2042
4261,697950,PHI,CLE,PASS,8,5,4,4,40,22,10,2,2,3,16,60,4,0,1,0,0,0,0,0,0,0,0,0,2042
4261,697951,CLE,PHI,PUNT,0,9,4,4,35,10,22,2,2,4,16,60,4,0,0,0,0,0,0,0,0,0,0,0,0
4261,697952,CLE,PHI,PASS,1,33,4,4,26,10,22,2,2,1,10,8,1,0,1,0,0,0,1,0,0,1,0,0,2043
4261,697953,CLE,PHI,PASS,2,4,4,3,53,10,22,2,2,2,14,4,1,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697954,CLE,PHI,RUSH,3,8,4,3,49,10,22,2,2,3,14,4,1,0,1,0,0,1,0,0,0,0,0,0,2043
4261,697955,CLE,PHI,PASS,4,5,4,3,41,10,22,2,2,4,3,15,1,0,1,0,0,0,0,0,0,0,0,0,2043
4261,697956,PHI,CLE,RUSH,1,42,4,3,36,22,10,2,2,1,10,85,5,0,1,0,0,1,0,0,0,0,0,0,2042
4261,697957,PHI,CLE,RUSH,2,43,4,2,54,22,10,2,2,2,4,91,5,1,0,0,0,1,0,0,0,0,0,0,2042
4261,697958,PHI,CLE,RUSH,3,11,4,2,11,22,10,2,2,1,3,97,5,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697959,PHI,CLE,RUSH,4,41,4,2,0,22,10,2,2,2,2,98,5,0,0,0,0,1,0,0,0,0,0,0,2042
4261,697960,PHI,CLE,NOPL,4,3,4,1,19,22,10,2,2,3,1,99,5,0,0,0,0,0,0,1,0,0,0,0,2042
4261,697961,PHI,CLE,RUSH,5,4,4,1,16,22,10,2,2,3,1,99,5,1,0,0,7,0,0,0,0,0,0,0,2042
4261,697962,PHI,CLE,FGXP,5,3,4,1,12,29,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697963,CLE,PHI,KOFF,0,6,4,1,12,10,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,697964,CLE,PHI,RUSH,1,25,4,1,12,10,29,2,2,1,10,25,2,1,1,0,0,1,0,0,0,0,0,0,2043
4261,697965,CLE,PHI,RUSH,2,30,4,0,37,10,29,2,2,1,10,41,3,1,1,0,0,1,0,0,0,0,0,0,2043
4261,697966,CLE,PHI,RUSH,3,25,4,0,7,10,29,2,2,1,10,61,4,0,1,0,0,1,0,0,0,0,0,0,2043
4262,697967,JAC,GB,KOFF,0,4,1,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,697968,JAC,GB,RUSH,1,40,1,14,56,0,0,3,3,1,10,18,1,0,0,0,0,1,0,0,0,0,0,0,2044
4262,697969,JAC,GB,RUSH,2,39,1,14,16,0,0,3,3,2,4,24,2,1,1,0,0,1,0,0,0,0,0,0,2044
4262,697970,JAC,GB,PASS,3,7,1,13,37,0,0,3,3,1,10,29,2,0,1,0,0,0,0,0,0,0,0,0,2044
4262,697971,JAC,GB,RUSH,4,37,1,13,30,0,0,3,3,2,10,29,2,0,0,0,0,1,0,0,0,0,0,0,2044
4262,697972,JAC,GB,PASS,5,12,1,12,53,0,0,3,3,3,8,31,2,0,1,0,0,0,0,0,1,1,0,0,2044
4262,697973,GB,JAC,RUSH,1,34,1,12,41,0,0,3,3,1,10,71,4,0,0,0,0,1,0,0,0,0,0,0,2045
4262,697974,GB,JAC,PASS,2,38,1,12,7,0,0,3,3,2,12,69,4,0,0,0,0,1,0,0,0,0,0,0,2045
4262,697975,GB,JAC,PASS,3,38,1,11,29,0,0,3,3,3,7,74,4,0,1,0,0,1,0,0,0,0,0,0,2045
4262,697976,GB,JAC,RUSH,4,18,1,10,51,0,0,3,3,4,1,80,5,1,0,0,0,1,0,0,0,0,0,0,2045
4262,697977,GB,JAC,NOPL,4,4,1,10,33,0,0,3,3,1,10,89,5,0,0,0,0,0,0,1,0,0,0,0,2045
4262,697978,GB,JAC,RUSH,5,44,1,10,29,0,0,3,3,1,5,94,5,0,1,0,0,1,0,0,0,0,0,0,2045
4262,697979,GB,JAC,RUSH,6,9,1,9,45,0,0,3,3,2,5,94,5,1,1,0,7,0,0,0,0,0,0,0,2045
4262,697980,GB,JAC,FGXP,6,3,1,9,36,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,697981,JAC,GB,KOFF,0,6,1,9,36,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,697982,JAC,GB,RUSH,1,35,1,9,36,0,7,3,3,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,2044
4262,697983,JAC,GB,PASS,2,5,1,9,0,0,7,3,3,2,12,23,2,0,0,0,0,0,0,0,0,0,0,0,2044
4262,697984,JAC,GB,NOPL,2,6,1,8,55,0,7,3,3,3,12,23,2,0,0,0,0,0,0,1,0,0,0,0,2044
4262,697985,JAC,GB,NOPL,2,28,1,8,49,0,7,3,3,1,10,27,2,0,0,0,0,0,0,1,0,0,0,0,2044
4262,697986,JAC,GB,PASS,3,29,1,8,21,0,7,3,3,1,5,32,2,1,0,0,0,1,0,0,0,0,0,0,2044
4262,697987,JAC,GB,RUSH,4,40,1,7,52,0,7,3,3,1,10,41,3,0,0,0,0,1,0,0,0,0,0,0,2044
4262,697988,JAC,GB,PASS,5,29,1,7,12,0,7,3,3,2,12,39,2,0,1,0,0,1,0,0,0,0,0,0,2044
4262,697989,JAC,GB,PASS,6,37,1,6,43,0,7,3,3,3,2,49,3,0,1,0,0,0,1,0,0,0,0,0,2044
4262,697990,GB,JAC,PUNT,0,10,1,6,6,7,0,3,3,4,12,39,2,0,0,0,0,0,0,0,0,0,0,0,0
4262,697991,GB,JAC,RUSH,1,29,1,5,56,7,0,3,3,1,10,3,1,0,1,0,0,1,0,0,0,0,0,0,2045
4262,697992,GB,JAC,PASS,2,6,1,5,27,7,0,3,3,2,7,6,1,0,1,1,0,0,0,0,0,0,0,0,2045
4262,697993,GB,JAC,PASS,3,5,1,5,21,7,0,3,3,3,7,6,1,0,1,0,0,0,0,0,0,0,0,0,2045
4262,697994,JAC,GB,PUNT,0,12,1,5,16,0,7,3,3,4,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0
4262,697995,JAC,GB,PASS,1,42,1,5,4,0,7,3,3,1,10,52,3,1,0,0,0,1,0,0,0,0,0,0,2044
4262,697996,JAC,GB,RUSH,2,39,1,4,22,0,7,2,3,1,10,89,5,0,1,0,0,1,0,0,0,0,0,0,2044
4262,697997,JAC,GB,RUSH,3,3,1,3,43,0,7,2,3,2,4,95,5,1,1,0,7,0,0,0,0,0,0,0,2044
4262,697998,JAC,GB,FGXP,3,3,1,3,40,7,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,697999,GB,JAC,KOFF,0,6,1,3,40,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,698000,GB,JAC,RUSH,1,35,1,3,40,7,7,3,2,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,2045
4262,698001,GB,JAC,RUSH,2,38,1,3,5,7,7,3,2,2,8,27,2,0,0,0,0,1,0,0,0,0,0,0,2045
4262,698002,GB,JAC,PASS,3,10,1,2,27,7,7,3,2,3,4,31,2,0,1,0,0,0,0,0,0,0,0,0,2045
4262,698003,JAC,GB,PUNT,0,7,1,2,17,7,7,2,3,4,4,31,2,0,0,0,0,0,0,0,0,0,0,0,0
4262,698004,JAC,GB,RUSH,1,42,1,2,10,7,7,2,3,1,10,21,2,0,1,0,0,1,0,0,0,0,0,0,2044
4262,698005,JAC,GB,RUSH,2,42,1,1,28,7,7,2,3,2,3,28,2,0,0,0,0,1,0,0,0,0,0,0,2044
4262,698006,JAC,GB,PASS,3,37,1,0,46,7,7,2,3,3,10,21,2,0,1,0,0,1,0,0,0,0,0,0,2044
4262,698007,GB,JAC,PUNT,0,10,1,0,9,7,7,3,2,4,1,30,2,0,0,0,0,0,0,0,0,0,0,0,0
4262,698008,GB,JAC,PASS,1,4,2,15,0,7,7,3,2,1,10,3,1,0,0,0,0,0,0,0,0,0,0,0,2045
4262,698009,GB,JAC,RUSH,2,35,2,14,56,7,7,3,2,2,10,3,1,0,0,0,0,1,0,0,0,0,0,0,2045
4262,698010,GB,JAC,NOPL,2,25,2,14,21,7,7,3,2,3,11,2,1,0,0,0,0,0,0,1,0,0,0,0,2045
4262,698011,GB,JAC,PASS,3,5,2,13,56,7,7,3,2,3,6,7,1,0,1,0,0,0,0,0,0,0,0,0,2045
4262,698012,JAC,GB,PUNT,0,11,2,13,51,7,7,2,3,4,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0
4262,698013,JAC,GB,NOPL,0,20,2,13,40,7,7,2,3,1,10,47,3,0,0,0,0,0,0,1,0,0,0,0,2044
4262,698014,JAC,GB,RUSH,1,35,2,13,40,7,7,2,3,1,15,42,3,0,1,0,0,1,0,0,0,0,0,0,2044
4262,698015,JAC,GB,PASS,2,6,2,13,1,7,7,2,3,2,17,40,2,0,1,0,0,0,0,0,0,0,0,0,2044
4262,698016,JAC,GB,PASS,3,43,2,12,55,7,7,2,3,3,17,40,2,0,1,0,0,1,0,0,0,0,0,0,2044
4262,698017,JAC,GB,PASS,4,25,2,12,12,7,7,2,3,4,5,52,3,1,1,0,0,1,0,0,0,0,0,0,2044
4262,698018,JAC,GB,PASS,5,38,2,11,47,7,7,2,3,1,10,60,4,1,0,0,0,1,0,0,0,0,0,0,2044
4262,698019,JAC,GB,RUSH,6,36,2,11,9,7,7,2,3,1,10,74,4,0,0,1,0,1,0,0,0,0,0,0,2044
4262,698020,JAC,GB,PASS,7,28,2,10,33,7,7,2,3,2,9,75,4,0,0,0,0,1,0,0,0,0,0,0,2044
4262,698021,JAC,GB,RUSH,8,41,2,10,5,7,7,2,3,3,1,83,5,1,1,0,0,1,0,0,0,0,0,0,2044
4262,698022,JAC,GB,RUSH,9,46,2,9,24,7,7,2,3,1,10,86,5,0,0,1,0,1,0,0,0,0,0,0,2044
4262,698023,JAC,GB,PASS,10,5,2,8,38,7,7,2,3,2,11,85,5,0,1,0,0,0,0,0,0,0,0,0,2044
4262,698024,JAC,GB,PASS,11,41,2,8,33,7,7,1,3,3,11,85,5,0,1,0,0,1,0,0,0,0,0,0,2044
4262,698025,JAC,GB,FGXP,12,4,2,7,52,7,7,1,3,4,4,92,5,0,0,0,3,0,0,0,0,0,0,0,0
4262,698026,GB,JAC,KOFF,0,6,2,7,48,7,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,698027,GB,JAC,RUSH,1,35,2,7,48,7,10,3,1,1,10,25,2,0,1,0,0,1,0,0,0,0,0,0,2045
4262,698028,GB,JAC,RUSH,2,27,2,7,16,7,10,3,1,2,5,30,2,1,1,1,0,1,0,0,0,0,0,0,2045
4262,698029,GB,JAC,RUSH,3,37,2,6,49,7,10,3,1,1,10,36,2,0,1,1,0,1,0,0,0,0,0,0,2045
4262,698030,GB,JAC,PASS,4,38,2,6,12,7,10,3,1,2,4,42,3,1,1,1,0,0,0,0,0,0,0,0,2045
4262,698031,GB,JAC,PASS,5,34,2,5,34,7,10,2,1,1,10,58,3,0,1,0,0,1,0,0,0,0,0,0,2045
4262,698032,GB,JAC,PASS,6,33,2,5,0,7,10,2,1,2,5,63,4,1,1,1,0,1,0,0,0,0,0,0,2045
4262,698033,GB,JAC,PASS,7,41,2,4,27,7,10,2,1,1,10,71,4,1,1,1,0,1,0,0,0,0,0,0,2045
4262,698034,GB,JAC,PASS,8,32,2,3,46,7,10,2,1,1,10,88,5,0,1,1,0,1,0,0,0,0,0,0,2045
4262,698035,GB,JAC,PASS,9,9,2,3,14,7,10,2,1,2,4,94,5,1,1,1,7,0,0,0,0,0,0,0,2045
4262,698036,GB,JAC,FGXP,9,3,2,3,5,14,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
