gid,pid,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,fd,sg,nh,pts,tck,sk,pen,ints,fum,saf,blk,olid
4276,700422,DAL,WAS,RUSH,6,40,3,7,54,13,17,3,3,1,10,79,4,0,1,0,0,1,0,0,0,0,0,0,2058
4276,700423,DAL,WAS,PASS,7,41,3,7,14,13,17,3,3,2,6,83,5,0,1,0,0,0,1,0,0,0,0,0,2058
4276,700424,DAL,WAS,PASS,8,41,3,6,33,13,17,3,3,3,11,78,4,1,1,0,0,1,0,0,0,0,0,0,2058
4276,700425,DAL,WAS,PASS,9,5,3,5,52,13,17,3,3,1,6,94,5,0,0,0,0,0,0,0,0,0,0,0,2058
4276,700426,DAL,WAS,RUSH,10,6,3,5,47,13,17,3,3,2,6,94,5,1,1,0,7,0,0,0,0,0,0,0,2058
4276,700427,DAL,WAS,FGXP,10,3,3,5,41,20,17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,700428,WAS,DAL,ONSD,0,3,3,5,41,17,20,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4276,700429,WAS,DAL,PASS,1,37,3,5,40,17,20,3,3,1,10,62,4,0,0,0,0,1,0,0,0,0,0,0,2062
4276,700430,WAS,DAL,RUSH,2,38,3,5,3,17,20,3,3,2,4,68,4,1,0,0,0,1,0,0,0,0,0,0,2062
4276,700431,WAS,DAL,RUSH,3,40,3,4,25,17,20,3,3,1,10,75,4,1,0,0,0,1,0,0,0,0,0,0,2062
4276,700432,WAS,DAL,RUSH,4,41,3,3,45,17,20,3,3,1,10,85,5,0,0,0,0,1,0,0,0,0,0,0,2062
4276,700433,WAS,DAL,PASS,5,44,3,3,4,17,20,3,3,2,5,90,5,0,0,0,0,1,0,0,0,0,0,0,2062
4276,700434,WAS,DAL,PASS,6,10,3,2,20,17,20,3,3,3,6,89,5,0,1,0,0,0,0,0,0,0,0,0,2062
4276,700435,WAS,DAL,FGXP,7,4,3,2,10,17,20,3,3,4,6,89,5,0,0,0,3,0,0,0,0,0,0,0,0
4276,700436,DAL,WAS,KOFF,0,6,3,2,6,20,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,700437,DAL,WAS,PASS,1,30,3,2,6,20,20,3,3,1,10,25,2,0,1,0,0,1,0,0,0,0,0,0,2058
4276,700438,DAL,WAS,RUSH,2,7,3,1,46,20,20,3,3,2,1,34,2,1,0,0,0,1,0,0,0,1,0,0,2058
4276,700439,WAS,DAL,PASS,1,33,3,1,39,20,20,3,3,1,10,66,4,1,0,0,0,1,0,1,0,0,0,0,2062
4276,700440,WAS,DAL,RUSH,2,39,3,1,6,20,20,3,3,1,9,91,5,0,0,0,0,1,0,0,0,0,0,0,2062
4276,700441,WAS,DAL,NOPL,2,11,3,0,27,20,20,3,3,2,9,91,5,0,0,0,0,0,0,1,0,0,0,0,2062
4276,700442,WAS,DAL,PASS,3,4,3,0,16,20,20,3,3,2,4,96,5,0,0,0,0,0,0,0,0,0,0,0,2062
4276,700443,WAS,DAL,PASS,4,5,3,0,12,20,20,3,3,3,4,96,5,0,1,0,0,0,0,0,0,0,0,0,2062
4276,700444,WAS,DAL,FGXP,5,3,3,0,7,20,20,3,3,4,4,96,5,0,0,0,3,0,0,0,0,0,0,0,0
4276,700445,DAL,WAS,KOFF,0,6,3,0,4,20,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,700446,DAL,WAS,PASS,1,40,4,15,0,20,23,3,3,1,10,30,2,0,0,0,0,0,1,0,0,0,0,0,2058
4276,700447,DAL,WAS,RUSH,2,44,4,14,20,20,23,3,3,2,15,25,2,0,1,0,0,1,0,0,0,0,0,0,2058
4276,700448,DAL,WAS,PASS,3,36,4,13,36,20,23,3,3,3,16,24,2,0,1,1,0,1,0,0,0,0,0,0,2058
4276,700449,WAS,DAL,PUNT,0,14,4,13,0,23,20,3,3,4,6,34,2,0,0,0,0,0,0,0,0,0,0,0,0
4276,700450,WAS,DAL,PASS,1,32,4,12,46,23,20,3,3,1,10,21,2,1,0,0,0,1,0,0,0,0,0,0,2062
4276,700451,WAS,DAL,RUSH,2,38,4,12,14,23,20,3,3,1,10,78,4,0,0,0,0,1,0,0,0,0,0,0,2062
4276,700452,WAS,DAL,PASS,3,43,4,11,36,23,20,3,3,2,7,81,5,1,1,0,0,1,0,0,0,0,0,0,2062
4276,700453,WAS,DAL,PASS,4,5,4,10,53,23,20,3,3,1,6,94,5,0,0,0,0,0,0,0,0,0,0,0,2062
4276,700454,WAS,DAL,PASS,5,5,4,10,48,23,20,3,3,2,6,94,5,0,1,0,0,0,0,0,0,0,0,0,2062
4276,700455,WAS,DAL,PASS,6,8,4,10,43,23,20,3,3,3,6,94,5,0,1,0,0,0,0,0,1,0,0,0,2062
4276,700456,DAL,WAS,RUSH,1,39,4,10,35,20,23,3,3,1,10,20,1,0,0,0,0,1,0,0,0,0,0,0,2058
4276,700457,DAL,WAS,PASS,2,28,4,9,56,20,23,3,3,2,14,16,1,1,1,0,0,1,0,0,0,0,0,0,2058
4276,700458,DAL,WAS,PASS,3,36,4,9,28,20,23,3,3,1,10,37,2,1,0,0,0,1,0,0,0,0,0,0,2058
4276,700459,DAL,WAS,RUSH,4,37,4,8,52,20,23,3,3,1,10,51,3,0,0,0,0,1,0,0,0,0,0,0,2058
4276,700460,DAL,WAS,PASS,5,23,4,8,15,20,23,3,3,2,6,55,3,1,0,0,0,1,0,1,0,0,0,0,2058
4276,700461,DAL,WAS,RUSH,6,40,4,7,52,20,23,3,3,1,10,71,4,0,0,0,0,1,0,0,0,0,0,0,2058
4276,700462,DAL,WAS,NOPL,6,16,4,7,12,20,23,3,3,2,9,72,4,0,0,0,0,0,0,1,0,0,0,0,2058
4276,700463,DAL,WAS,RUSH,7,46,4,6,56,20,23,3,3,1,10,77,4,0,0,0,0,1,0,0,0,1,0,0,2058
4276,700464,DAL,WAS,PASS,8,6,4,6,10,20,23,3,3,2,11,76,4,0,1,0,0,0,0,0,0,0,0,0,2058
4276,700465,DAL,WAS,PASS,9,40,4,6,4,20,23,3,3,3,11,76,4,1,1,0,0,1,0,0,0,0,0,0,2058
4276,700466,DAL,WAS,PASS,10,35,4,5,24,20,23,3,3,1,10,88,5,0,1,0,0,1,0,0,0,0,0,0,2058
4276,700467,DAL,WAS,RUSH,11,4,4,4,49,20,23,3,3,2,2,96,5,1,0,0,7,0,0,0,0,0,0,0,2058
4276,700468,DAL,WAS,FGXP,11,3,4,4,45,27,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,700469,WAS,DAL,KOFF,0,6,4,4,45,23,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,700470,WAS,DAL,RUSH,1,35,4,4,45,23,27,3,3,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,2062
4276,700471,WAS,DAL,PASS,2,34,4,4,12,23,27,3,3,2,7,28,2,0,1,0,0,1,0,0,0,0,0,0,2062
4276,700472,WAS,DAL,PASS,3,29,4,3,38,23,27,3,3,3,2,33,2,1,1,0,0,1,0,0,0,0,0,0,2062
4276,700473,WAS,DAL,PASS,4,2,4,3,9,23,27,3,3,1,10,35,2,0,1,1,0,0,0,0,0,0,0,0,2062
4276,700474,WAS,DAL,PASS,5,29,4,3,7,23,27,3,3,2,10,35,2,0,1,0,0,1,0,0,0,0,0,0,2062
4276,700475,WAS,DAL,RUSH,6,38,4,2,38,23,27,3,3,3,1,44,3,0,0,0,0,1,0,0,0,0,0,0,2062
4276,700476,WAS,DAL,PASS,7,4,4,2,0,23,27,3,3,4,1,44,3,0,1,0,0,0,0,0,0,0,0,0,2062
4276,700477,DAL,WAS,RUSH,1,5,4,1,56,27,23,3,3,1,10,57,3,0,0,0,0,1,0,0,0,0,0,0,2058
4276,700478,DAL,WAS,RUSH,2,5,4,1,51,27,23,3,2,2,5,62,4,0,0,0,0,1,0,0,0,0,0,0,2058
4276,700479,DAL,WAS,PASS,3,6,4,1,46,27,23,3,1,3,7,60,4,0,0,0,0,0,1,0,0,0,0,0,2058
4276,700480,WAS,DAL,PUNT,0,10,4,1,40,23,27,0,3,4,9,58,3,0,0,0,0,0,0,0,0,0,0,0,0
4276,700481,WAS,DAL,PASS,1,5,4,1,30,23,27,0,3,1,10,10,1,0,1,0,0,1,0,0,0,0,0,0,2062
4276,700482,WAS,DAL,PASS,2,20,4,1,25,23,27,0,3,2,2,18,1,0,1,0,0,0,1,0,0,0,0,0,2062
4276,700483,WAS,DAL,PASS,3,22,4,1,5,23,27,0,3,3,10,10,1,1,1,0,0,1,0,0,0,0,0,0,2062
4276,700484,WAS,DAL,PASS,4,3,4,0,43,23,27,0,3,1,10,48,3,0,0,1,0,0,0,0,0,0,0,0,2062
4276,700485,WAS,DAL,PASS,5,3,4,0,40,23,27,0,3,2,10,48,3,0,0,0,0,1,0,0,0,0,0,0,2062
4276,700486,WAS,DAL,PASS,6,20,4,0,37,23,27,0,3,3,4,54,3,1,1,0,0,1,0,0,0,0,0,0,2062
4276,700487,WAS,DAL,NOPL,6,20,4,0,37,23,27,0,3,1,10,64,4,0,0,0,0,0,0,1,0,0,0,0,2062
4276,700488,WAS,DAL,PASS,7,10,4,0,4,23,27,0,3,1,15,59,3,0,1,0,0,0,0,0,0,0,0,0,2062
4277,700489,HOU,KC,KOFF,0,5,1,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700490,HOU,KC,PASS,1,27,1,14,55,0,0,3,3,1,10,16,1,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700491,HOU,KC,RUSH,2,40,1,14,28,0,0,3,3,2,9,17,1,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700492,HOU,KC,PASS,3,36,1,13,48,0,0,3,3,3,7,19,1,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700493,HOU,KC,RUSH,4,42,1,13,12,0,0,3,3,1,10,36,2,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700494,HOU,KC,PASS,5,50,1,12,30,0,0,3,3,2,2,44,3,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700495,HOU,KC,PASS,6,4,1,11,40,0,0,3,3,1,3,97,5,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700496,HOU,KC,RUSH,7,41,1,11,36,0,0,3,3,2,3,97,5,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700497,HOU,KC,PASS,8,11,1,10,55,0,0,3,3,3,2,98,5,0,1,0,0,0,0,0,1,0,0,0,2038
4277,700498,KC,HOU,PASS,1,30,1,10,44,0,0,3,3,1,10,19,1,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700499,KC,HOU,PASS,2,34,1,10,14,0,0,3,3,2,5,24,2,1,1,0,0,1,0,0,0,0,0,0,2068
4277,700500,KC,HOU,PASS,3,39,1,9,40,0,0,3,3,1,10,29,2,1,1,0,0,1,0,0,0,0,0,0,2068
4277,700501,KC,HOU,PASS,4,4,1,9,1,0,0,3,3,1,10,40,2,0,1,0,0,0,0,0,0,0,0,0,2068
4277,700502,KC,HOU,RUSH,5,42,1,8,57,0,0,3,3,2,10,40,2,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700503,KC,HOU,RUSH,6,7,1,8,15,0,0,3,3,3,6,44,3,1,1,0,0,0,0,0,0,1,0,0,2068
4277,700504,HOU,KC,PASS,1,7,1,8,8,0,0,3,3,1,10,73,4,1,1,0,7,0,0,1,0,0,0,0,2038
4277,700505,HOU,KC,FGXP,1,3,1,8,1,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700506,KC,HOU,KOFF,0,6,1,8,1,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700507,KC,HOU,RUSH,1,40,1,7,55,0,7,3,3,1,10,29,2,0,0,0,0,1,0,0,0,0,0,0,2068
4277,700508,KC,HOU,RUSH,2,40,1,7,15,0,7,3,3,2,8,31,2,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700509,KC,HOU,NOPL,2,9,1,6,35,0,7,3,3,3,7,32,2,0,0,0,0,0,0,1,0,0,0,0,2068
4277,700510,KC,HOU,PASS,3,5,1,6,26,0,7,3,3,3,2,37,2,0,1,0,0,0,0,0,0,0,0,0,2068
4277,700511,HOU,KC,PUNT,0,9,1,6,21,7,0,3,3,4,2,37,2,0,0,0,0,0,0,0,0,0,0,0,0
4277,700512,HOU,KC,NOPL,0,23,1,6,12,7,0,3,3,1,10,15,1,0,0,0,0,0,0,1,0,0,0,0,2038
4277,700513,HOU,KC,PASS,1,37,1,5,49,7,0,3,3,1,17,8,1,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700514,HOU,KC,PASS,2,7,1,5,12,7,0,3,3,2,11,14,1,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700515,HOU,KC,RUSH,3,32,1,5,5,7,0,3,3,3,11,14,1,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700516,KC,HOU,PUNT,0,17,1,4,33,0,7,3,3,4,7,18,1,0,0,0,0,0,0,0,0,0,0,0,0
4277,700517,KC,HOU,RUSH,1,39,1,4,16,0,7,3,3,1,10,36,2,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700518,KC,HOU,PASS,2,6,1,3,37,0,7,3,3,2,11,35,2,0,0,0,0,0,0,0,0,0,0,0,2068
4277,700519,KC,HOU,PASS,3,5,1,3,31,0,7,3,3,3,11,35,2,0,1,0,0,0,0,0,0,0,0,0,2068
4277,700520,HOU,KC,PUNT,0,12,1,3,26,7,0,3,3,4,11,35,2,0,0,0,0,0,0,0,0,0,0,0,0
4277,700521,HOU,KC,RUSH,1,33,1,3,14,7,0,3,3,1,10,23,2,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700522,HOU,KC,PASS,2,40,1,2,41,7,0,3,3,2,10,23,2,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700523,HOU,KC,PASS,3,34,1,2,1,7,0,3,3,3,7,26,2,0,1,0,0,0,1,0,0,0,0,0,2038
4277,700524,KC,HOU,PUNT,0,15,1,1,27,0,7,3,3,4,15,18,1,0,0,0,0,0,0,0,0,0,0,0,0
4277,700525,KC,HOU,PASS,1,7,1,1,12,0,7,3,3,1,10,66,4,0,0,0,0,0,0,0,0,0,0,0,2068
4277,700526,KC,HOU,PASS,2,44,1,1,5,0,7,3,3,2,10,66,4,0,0,0,0,1,0,0,0,0,0,0,2068
4277,700527,KC,HOU,PASS,3,30,1,0,21,0,7,3,3,3,8,68,4,0,1,0,0,0,1,0,0,0,0,0,2068
4277,700528,KC,HOU,FGXP,4,5,2,15,0,0,7,3,3,4,12,64,4,0,0,0,3,0,0,0,0,0,0,0,0
4277,700529,HOU,KC,KOFF,0,5,2,14,55,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700530,HOU,KC,PASS,1,5,2,14,50,7,3,3,3,1,10,15,1,0,0,0,0,0,0,0,0,0,0,0,2038
4277,700531,HOU,KC,RUSH,2,39,2,14,45,7,3,3,3,2,10,15,1,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700532,HOU,KC,PASS,3,6,2,14,6,7,3,3,3,3,5,20,1,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700533,KC,HOU,PUNT,0,8,2,14,0,3,7,3,3,4,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0
4277,700534,KC,HOU,PASS,1,3,2,13,52,3,7,3,3,1,10,31,2,0,0,0,0,0,0,0,0,0,0,0,2068
4277,700535,KC,HOU,RUSH,2,36,2,13,49,3,7,3,3,2,10,31,2,1,0,0,0,1,0,0,0,0,0,0,2068
4277,700536,KC,HOU,PASS,3,34,2,13,13,3,7,3,3,1,10,56,3,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700537,KC,HOU,RUSH,4,35,2,12,39,3,7,3,3,2,5,61,4,0,1,0,0,1,0,1,0,0,0,0,2068
4277,700538,KC,HOU,NOPL,4,20,2,12,39,3,7,3,3,2,14,52,3,0,0,0,0,0,0,1,0,0,0,0,2068
4277,700539,KC,HOU,PASS,5,6,2,11,53,3,7,3,3,2,19,47,3,0,1,0,0,0,0,0,0,0,0,0,2068
4277,700540,KC,HOU,PASS,6,39,2,11,47,3,7,3,3,3,19,47,3,0,1,0,0,0,1,0,0,0,0,0,2068
4277,700541,HOU,KC,PUNT,0,9,2,11,8,7,3,3,3,4,21,45,3,0,0,0,0,0,0,0,0,0,0,0,0
4277,700542,HOU,KC,RUSH,1,36,2,10,59,7,3,3,3,1,10,17,1,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700543,HOU,KC,PASS,2,27,2,10,23,7,3,3,3,2,8,19,1,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700544,HOU,KC,RUSH,3,31,2,9,56,7,3,3,3,1,10,33,2,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700545,HOU,KC,PASS,4,36,2,9,25,7,3,3,3,2,6,37,2,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700546,HOU,KC,PASS,5,26,2,8,49,7,3,3,3,1,10,45,3,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700547,HOU,KC,RUSH,6,36,2,8,23,7,3,3,3,2,3,52,3,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700548,HOU,KC,RUSH,7,38,2,7,47,7,3,3,3,3,1,54,3,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700549,HOU,KC,PASS,8,41,2,7,9,7,3,3,3,4,1,54,3,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700550,HOU,KC,PASS,9,39,2,6,28,7,3,3,3,1,10,63,4,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700551,HOU,KC,PASS,10,6,2,5,49,7,3,3,3,2,5,68,4,1,1,0,0,0,0,1,0,0,0,0,2038
4277,700552,HOU,KC,RUSH,11,38,2,5,43,7,3,3,3,1,10,83,5,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700553,HOU,KC,PASS,12,40,2,5,5,7,3,3,3,2,12,81,5,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700554,HOU,KC,PASS,13,6,2,4,25,7,3,3,3,3,7,86,5,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700555,HOU,KC,FGXP,14,3,2,4,19,7,3,2,3,4,7,86,5,0,0,0,3,0,0,0,0,0,0,0,0
4277,700556,KC,HOU,KOFF,0,7,2,4,16,3,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700557,KC,HOU,RUSH,1,36,2,4,9,3,10,3,2,1,10,23,2,0,0,0,0,1,0,0,0,0,0,0,2068
4277,700558,KC,HOU,RUSH,2,36,2,3,33,3,10,3,2,2,8,25,2,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700559,KC,HOU,PASS,3,41,2,2,57,3,10,3,1,3,3,30,2,1,1,0,0,1,0,0,0,0,0,0,2068
4277,700560,KC,HOU,PASS,4,16,2,2,16,3,10,3,1,1,10,38,2,1,1,0,0,1,0,0,0,0,0,0,2068
4277,700561,KC,HOU,RUSH,5,20,2,2,0,3,10,3,1,1,10,51,3,1,1,0,0,1,0,0,0,1,0,0,2068
4277,700562,HOU,KC,RUSH,1,5,2,1,40,10,3,1,3,1,10,86,5,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700563,HOU,KC,RUSH,2,6,2,1,35,10,3,1,2,2,8,88,5,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700564,HOU,KC,PASS,3,5,2,1,29,10,3,1,1,3,2,94,5,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700565,HOU,KC,FGXP,4,3,2,1,24,10,3,1,1,4,2,94,5,0,0,0,3,0,0,0,0,0,0,0,0
4277,700566,KC,HOU,KOFF,0,6,2,1,21,3,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700567,KC,HOU,RUSH,1,20,2,1,15,3,13,1,1,1,10,18,1,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700568,KC,HOU,NOPL,1,8,2,0,55,3,13,1,1,2,6,22,2,0,0,0,0,0,0,1,0,0,0,0,2068
4277,700569,KC,HOU,PASS,2,7,2,0,47,3,13,1,1,2,16,12,1,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700570,KC,HOU,RUSH,3,11,2,0,40,3,13,1,0,3,12,16,1,1,1,0,0,1,0,0,0,0,0,0,2068
4277,700571,KC,HOU,PASS,4,6,2,0,29,3,13,0,0,1,10,44,3,0,1,0,0,0,0,0,0,0,0,0,2068
4277,700572,KC,HOU,PASS,5,10,2,0,23,3,13,0,0,2,10,44,3,1,1,0,0,0,1,0,0,1,0,0,2068
4277,700573,HOU,KC,PASS,1,5,2,0,13,13,3,0,0,1,10,61,4,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700574,HOU,KC,PASS,2,5,2,0,8,13,3,0,0,2,10,61,4,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700575,HOU,KC,FGXP,3,3,2,0,3,13,3,0,0,3,10,61,4,0,0,0,0,0,0,0,0,0,0,0,0
4277,700576,KC,HOU,KOFF,0,5,3,15,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700577,KC,HOU,RUSH,1,34,3,14,55,3,13,3,3,1,10,28,2,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700578,KC,HOU,RUSH,2,40,3,14,21,3,13,3,3,2,3,35,2,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700579,KC,HOU,RUSH,3,45,3,13,41,3,13,3,3,3,2,36,2,0,0,0,0,1,0,0,0,0,0,0,2068
4277,700580,HOU,KC,PUNT,0,11,3,12,56,13,3,3,3,4,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0
4277,700581,HOU,KC,RUSH,1,35,3,12,45,13,3,3,3,1,10,6,1,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700582,HOU,KC,RUSH,2,37,3,12,10,13,3,3,3,2,9,7,1,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700583,HOU,KC,PASS,3,43,3,11,33,13,3,3,3,3,5,11,1,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700584,HOU,KC,NOPL,3,28,3,10,50,13,3,3,3,1,10,31,2,0,0,0,0,0,0,1,0,0,0,0,2038
4277,700585,HOU,KC,RUSH,4,42,3,10,22,13,3,3,3,1,20,21,2,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700586,HOU,KC,PASS,5,6,3,9,40,13,3,3,3,2,17,24,2,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700587,HOU,KC,RUSH,6,38,3,9,34,13,3,3,3,3,17,24,2,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700588,KC,HOU,PUNT,0,11,3,8,56,3,13,3,3,4,9,32,2,0,0,0,0,0,0,1,0,0,0,0,0
4277,700589,KC,HOU,PASS,1,13,3,8,45,3,13,3,3,1,10,27,2,0,1,0,0,0,0,0,0,0,0,0,2068
4277,700590,KC,HOU,PASS,2,45,3,8,32,3,13,3,3,2,10,27,2,0,1,0,0,0,1,0,0,0,0,0,2068
4277,700591,KC,HOU,PASS,3,41,3,7,47,3,13,3,3,3,18,19,1,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700592,HOU,KC,PUNT,0,12,3,7,6,13,3,3,3,4,15,22,2,0,0,0,0,0,0,0,0,0,0,0,0
4277,700593,HOU,KC,RUSH,1,36,3,6,54,13,3,3,3,1,10,46,3,0,0,0,0,1,0,0,0,0,0,0,2038
4277,700594,HOU,KC,PASS,2,6,3,6,18,13,3,3,3,2,8,48,3,0,1,0,0,0,0,0,0,0,0,0,2038
4277,700595,HOU,KC,PASS,3,38,3,6,12,13,3,3,3,3,8,48,3,0,1,0,0,0,1,0,0,0,0,0,2038
4277,700596,KC,HOU,PUNT,0,14,3,5,34,3,13,3,3,4,14,42,3,0,0,0,0,0,0,0,0,0,0,0,0
4277,700597,KC,HOU,NOPL,0,31,3,5,20,3,13,3,3,1,10,14,1,0,0,0,0,0,0,1,0,0,0,0,2068
4277,700598,KC,HOU,PASS,1,6,3,4,49,3,13,3,3,1,17,7,1,0,0,0,0,0,0,0,0,0,0,0,2068
4277,700599,KC,HOU,PASS,2,6,3,4,43,3,13,3,3,2,17,7,1,0,1,0,0,0,0,0,0,0,0,0,2068
4277,700600,KC,HOU,RUSH,3,44,3,4,37,3,13,3,3,3,17,7,1,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700601,HOU,KC,PUNT,0,10,3,3,53,13,3,3,3,4,9,15,1,0,0,0,0,0,0,0,0,0,0,0,0
4277,700602,HOU,KC,PASS,1,47,3,3,43,13,3,3,3,1,10,29,2,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700603,HOU,KC,PASS,2,10,3,2,56,13,3,3,3,1,10,64,4,0,1,0,0,0,0,0,1,0,0,0,2038
4277,700604,KC,HOU,RUSH,1,39,3,2,46,3,13,3,3,1,10,49,3,1,1,0,0,1,0,0,0,0,0,0,2068
4277,700605,KC,HOU,RUSH,2,38,3,2,7,3,13,3,3,1,10,70,4,0,0,0,0,1,0,0,0,0,0,0,2068
4277,700606,KC,HOU,PASS,3,42,3,1,29,3,13,3,3,2,11,69,4,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700607,KC,HOU,PASS,4,30,3,0,47,3,13,3,3,3,12,68,4,0,1,0,0,1,0,0,0,0,0,0,2068
4277,700608,KC,HOU,FGXP,5,4,4,15,0,3,13,3,3,4,5,75,4,0,0,0,3,0,0,0,0,0,0,0,0
4277,700609,HOU,KC,KOFF,0,6,4,14,56,13,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700610,HOU,KC,RUSH,1,35,4,14,56,13,6,3,3,1,10,40,2,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700611,HOU,KC,RUSH,2,34,4,14,22,13,6,3,3,2,5,45,3,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700612,HOU,KC,RUSH,3,37,4,13,48,13,6,3,3,1,10,53,3,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700613,HOU,KC,RUSH,4,36,4,13,11,13,6,3,3,2,6,57,3,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700614,HOU,KC,PASS,5,29,4,12,35,13,6,3,3,3,2,61,4,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700615,HOU,KC,RUSH,6,37,4,12,6,13,6,3,3,1,10,67,4,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700616,HOU,KC,PASS,7,39,4,11,29,13,6,3,3,2,9,68,4,1,1,0,0,1,0,0,0,0,0,0,2038
4277,700617,HOU,KC,RUSH,8,31,4,10,50,13,6,3,3,1,10,82,5,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700618,HOU,KC,RUSH,9,37,4,10,19,13,6,3,3,2,4,88,5,0,1,0,0,1,0,0,0,0,0,0,2038
4277,700619,HOU,KC,PASS,10,5,4,9,42,13,6,3,3,3,5,87,5,0,1,0,0,0,0,1,0,0,0,0,2038
4277,700620,HOU,KC,FGXP,11,3,4,9,37,13,6,3,3,4,5,87,5,0,0,0,3,0,0,0,0,0,0,0,0
4277,700621,KC,HOU,KOFF,0,7,4,9,34,6,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,700622,KC,HOU,PASS,1,33,4,9,27,6,16,3,3,1,10,31,2,1,1,0,0,1,0,0,0,0,0,0,2068
4277,700623,KC,HOU,PASS,2,3,4,8,54,6,16,3,3,1,10,65,4,0,1,0,0,0,0,0,0,0,0,0,2068
