uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
88754,4265,DW-4300,0,0,0,0,0,16,10,89,0,7,5,31,1,0,0,0,0,0,0,50,18,20.5,23,1,9,2016,SD,RB,39,2
88755,4265,TW-2875,0,0,0,0,0,0,0,0,0,5,2,71,0,0,0,0,0,0,0,44,7.1,8.1,9.1,1,2,2016,SD,LWR,16,2
88756,4265,CC-3950,0,0,0,0,0,0,0,0,0,7,4,43,0,0,0,0,0,0,0,61,4.3,6.3,8.3,1,2,2016,KC,RWR,17,1
88757,4265,AW-1650,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,49,0.1,1.6,3.1,1,3,2016,KC,RWR,12,2
88758,4265,RT-1550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1,2,2016,KC,TE,88,3
88759,4265,TB-1060,0,0,0,0,0,0,0,0,0,8,7,32,0,2,8,0,0,0,0,55,3.2,6.7,10.2,1,5,2016,SD,LWR,12,1
88760,4265,AG-0500,0,0,0,0,0,0,0,0,0,4,3,20,0,0,0,0,0,0,0,48,2,3.5,5,1,14,2016,SD,TE,85,1
88761,4265,HH-0225,0,0,0,0,0,0,0,0,0,2,1,20,0,0,0,0,0,0,0,30,2,2.5,3,1,1,2016,SD,TE,86,3
88762,4265,TH-1750,0,0,0,0,0,0,0,0,0,1,1,9,1,3,46,0,0,5,0,10,6.9,7.4,7.9,1,1,2016,KC,LWR,81,2
88763,4265,DW-1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,1,1,2016,SD,FB,34,1
88764,4265,CW-1450,0,0,0,0,0,3,1,-1,0,6,6,24,0,0,0,0,0,0,0,34,2.3,5.3,8.3,1,3,2016,KC,RB,35,2
88765,4265,TK-0150,0,0,0,0,0,0,0,0,0,7,6,74,0,0,0,0,0,0,0,62,7.4,10.4,13.4,1,4,2016,KC,TE,87,1
88766,4265,DI-0075,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,58,0.6,1.1,1.6,1,6,2016,SD,RWR,15,2
88767,4265,JO-0150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2,2016,KC,TE,80,4
88768,4265,DH-1450,0,0,0,0,0,0,0,0,0,3,2,20,0,0,0,0,0,0,0,28,2,3,4,1,4,2016,KC,TE,84,2
88769,4266,EW-0500,0,0,0,0,0,0,0,0,0,0,0,0,0,8,107,0,0,0,0,0,0,0,0,1,10,2016,ATL,LWR,14,3
88770,4266,DF-1875,0,0,0,0,0,11,4,20,0,4,4,20,0,0,0,0,0,0,0,36,4,6,8,1,3,2016,ATL,RB,24,1
88771,4266,MR-2500,39,27,334,0,2,3,1,10,0,0,0,0,0,0,0,0,0,0,1,65,24.36,24.36,27.36,1,9,2016,ATL,QB,2,1
88772,4266,PD-0700,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,13,0.8,1.3,1.8,1,6,2016,ATL,FB,42,1
88773,4266,DM-0450,0,0,0,0,0,18,6,62,0,5,5,34,0,0,0,0,0,0,0,44,9.6,12.1,14.6,1,5,2016,TB,RB,22,1
88774,4266,JW-5650,33,23,281,1,4,4,0,3,0,0,0,0,0,0,0,0,0,3,0,64,25.54,26.54,25.54,1,2,2016,TB,QB,3,1
88775,4266,AH-3862,0,0,0,0,0,1,1,7,0,5,3,34,0,5,12,0,0,0,0,49,4.1,5.6,7.1,1,2,2016,TB,LWR,11,2
88776,4266,ME-0600,0,0,0,0,0,0,0,0,0,7,5,99,1,0,0,0,0,0,0,55,15.9,18.4,20.9,1,3,2016,TB,RWR,13,1
88777,4266,MS-0150,0,0,0,0,0,0,0,0,0,8,5,80,1,0,0,0,0,0,1,56,16,18.5,21,1,5,2016,ATL,RWR,12,1
88778,4266,JH-1350,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,37,0,0.5,1,1,2,2016,ATL,LWR,16,2
88779,4266,VJ-0100,0,0,0,0,0,0,0,0,0,7,2,18,0,0,0,0,0,0,0,51,1.8,2.8,3.8,1,12,2016,TB,LWR,83,1
88780,4266,TC-2050,0,0,0,0,0,8,1,22,0,6,5,95,0,0,0,0,0,0,0,32,11.7,14.2,16.7,1,2,2016,ATL,RB,26,2
88781,4266,CS-1950,0,0,0,0,0,4,1,9,0,3,3,32,1,0,0,0,0,0,0,20,10.1,11.6,13.1,1,3,2016,TB,RB,34,2
88782,4266,JT-0300,0,0,0,0,0,0,0,0,0,8,6,51,0,0,0,0,0,5,0,50,5.1,8.1,11.1,1,9,2016,ATL,TE,83,1
88783,4266,AH-3650,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,4,0,9,1.4,1.9,2.4,1,1,2016,ATL,TE,81,2
88784,4266,BM-3800,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,13,6.4,6.9,7.4,1,8,2016,TB,TE,82,2
88785,4266,JJ-4700,0,0,0,0,0,0,0,0,0,8,4,66,1,0,0,0,0,0,0,55,12.6,14.6,16.6,1,6,2016,ATL,LWR,11,1
88786,4266,CB-2775,0,0,0,0,0,0,0,0,0,4,3,30,0,0,0,0,0,0,0,25,3,4.5,6,1,3,2016,TB,TE,84,1
88787,4266,AS-0550,0,0,0,0,0,0,0,0,0,1,1,30,1,0,0,0,0,0,0,18,9,9.5,10,1,3,2016,TB,TE,87,2
88788,4266,RS-0975,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,6,0.9,0.9,0.9,1,4,2016,TB,RWR,89,2
88789,4267,RW-3850,43,27,258,1,1,4,2,16,0,0,0,0,0,0,0,0,1,0,0,82,11.92,12.92,12.92,1,5,2016,SEA,QB,3,1
88790,4267,DB-0500,0,0,0,0,0,0,0,0,0,11,9,92,1,0,0,0,0,0,0,71,15.2,19.7,24.2,1,6,2016,SEA,LWR,89,1
88791,4267,TL-1025,0,0,0,0,0,0,0,0,0,8,3,17,0,6,55,0,0,0,0,62,1.7,3.2,4.7,1,2,2016,SEA,LWR,16,2
88792,4267,JL-0215,0,0,0,0,0,0,0,0,0,10,7,59,0,3,16,0,0,0,0,51,5.9,9.4,12.9,1,3,2016,MIA,SWR,14,1
88793,4267,RT-0150,29,16,186,0,0,5,3,17,1,0,0,0,0,0,0,0,0,0,0,53,15.14,15.14,15.14,1,5,2016,MIA,QB,17,1
88794,4267,AF-0900,0,0,0,0,0,13,3,38,0,5,3,62,0,0,0,0,0,0,0,46,10,11.5,13,1,8,2016,MIA,RB,34,1
88795,4267,CM-2280,0,0,0,0,0,15,8,66,0,4,2,5,0,0,0,0,0,0,0,52,7.1,8.1,9.1,1,4,2016,SEA,RB,32,1
88796,4267,CP-2550,0,0,0,0,0,1,0,-2,0,1,1,13,0,0,0,0,0,0,0,9,1.1,1.6,2.1,1,1,2016,SEA,RB,22,3
88797,4267,JK-0250,0,0,0,0,0,0,0,0,0,7,5,57,0,0,0,0,0,0,0,70,5.7,8.2,10.7,1,5,2016,SEA,RWR,15,1
88798,4267,LW-1450,0,0,0,0,0,0,0,0,0,4,2,26,0,0,0,0,0,0,0,64,2.6,3.6,4.6,1,4,2016,SEA,TE,82,1
88799,4267,TR-0112,0,0,0,0,0,12,6,32,0,3,3,26,0,0,0,0,0,0,0,22,5.8,7.3,8.8,1,2,2016,SEA,RB,34,2
88800,4267,DW-3125,0,0,0,0,0,2,1,9,0,2,1,29,0,1,17,0,0,10,0,6,3.8,4.3,4.8,1,3,2016,MIA,RB,26,3
88801,4267,LC-0150,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,0,0,0,0,47,1.4,2.4,3.4,1,1,2016,MIA,LWR,88,2
88802,4267,JC-0400,0,0,0,0,0,0,0,0,0,3,2,6,0,0,0,0,0,0,0,51,0.6,1.6,2.6,1,6,2016,MIA,TE,84,1
88803,4267,JG-2950,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,0,0,0,0,1,1,2016,MIA,SWR,19,2
88804,4267,KS-2350,0,0,0,0,0,0,0,0,0,5,1,16,0,0,0,0,0,0,0,53,1.6,2.1,2.6,1,4,2016,MIA,RWR,10,1
88805,4267,BW-2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,1,4,2016,SEA,TE,86,2
88806,4267,PR-0150,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,17,1.1,1.6,2.1,1,3,2016,SEA,RWR,10,2
88807,4267,JG-2900,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,17,1.1,1.6,2.1,1,7,2016,SEA,TE,88,1
88808,4268,AL-1100,47,31,385,0,4,3,3,21,0,0,0,0,0,0,0,0,0,0,1,70,35.5,35.5,38.5,1,5,2016,IND,QB,12,1
88809,4268,FG-0200,0,0,0,0,0,14,10,59,0,6,4,19,0,0,0,0,0,0,0,47,7.8,9.8,11.8,1,12,2016,IND,RB,23,1
88810,4268,TH-1850,0,0,0,0,0,0,0,0,0,12,6,79,0,0,0,0,0,0,0,67,7.9,10.9,13.9,1,5,2016,IND,RWR,13,1
88811,4268,RT-1950,0,0,0,0,0,1,1,4,0,2,2,15,0,0,0,0,0,0,0,12,1.9,2.9,3.9,1,5,2016,IND,RB,33,2
88812,4268,MS-4100,39,31,340,0,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,65,26.1,26.1,29.1,1,8,2016,DET,QB,9,1
88813,4268,GT-0100,0,0,0,0,0,1,0,2,0,7,7,41,0,0,0,0,0,10,0,55,4.3,7.8,11.3,1,7,2016,DET,LWR,15,1
88814,4268,AA-0025,0,0,0,0,0,12,8,63,0,5,5,57,1,0,0,0,0,0,0,40,18,20.5,23,1,2,2016,DET,RB,21,1
88815,4268,AB-2000,0,0,0,0,0,0,0,0,0,3,3,35,0,0,0,0,0,0,0,54,3.5,5,6.5,1,14,2016,DET,SWR,80,1
88816,4268,MJ-2250,0,0,0,0,0,0,0,0,0,10,4,85,0,0,0,0,0,0,0,61,8.5,10.5,12.5,1,5,2016,DET,RWR,11,1
88817,4268,TR-0370,0,0,0,0,0,7,4,45,1,5,5,63,1,0,0,0,0,0,0,24,22.8,25.3,27.8,1,4,2016,DET,RB,25,2
88818,4268,DM-2775,0,0,0,0,0,0,0,0,0,7,6,64,1,0,0,0,0,0,0,68,12.4,15.4,18.4,1,3,2016,IND,LWR,10,1
88819,4268,AR-1100,0,0,0,0,0,0,0,0,0,1,1,8,0,2,21,0,0,0,0,2,0.8,1.3,1.8,1,7,2016,DET,RWR,19,2
88820,4268,QB-0250,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,0,0,1,2,2016,IND,LWR,11,2
88821,4268,DA-0850,0,0,0,0,0,0,0,0,0,6,4,53,1,0,0,0,0,0,1,49,13.3,15.3,17.3,1,5,2016,IND,TE,83,1
88822,4268,EE-0050,0,0,0,0,0,0,0,0,0,5,5,46,1,0,0,0,0,0,0,61,10.6,13.1,15.6,1,3,2016,DET,TE,85,1
88823,4268,DW-1550,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6.1,6.1,6.1,1,1,2016,DET,RB,36,4
88824,4268,JF-1250,0,0,0,0,0,1,0,-2,0,2,2,26,0,0,0,0,0,0,0,12,2.4,3.4,4.4,1,1,2016,IND,RB,34,4
88825,4268,PD-0800,0,0,0,0,0,0,0,0,0,6,4,94,0,0,0,0,0,0,0,51,9.4,11.4,13.4,1,2,2016,IND,RWR,15,2
88826,4268,JD-2550,0,0,0,0,0,0,0,0,0,4,3,35,2,0,0,0,0,0,0,39,15.5,17,18.5,1,4,2016,IND,TE,84,1
88827,4268,CW-1975,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,14,0.5,1,1.5,1,1,2016,DET,TE,89,2
88828,4269,EE-0250,0,0,0,0,0,20,8,51,1,2,1,1,0,0,0,0,0,0,0,48,11.2,11.7,12.2,1,1,2016,DAL,RB,21,1
88829,4269,DP-2037,45,25,227,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,78,10.28,10.28,10.28,1,1,2016,DAL,QB,4,1
88830,4269,DB-5300,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0,0,0,75,0.8,1.3,1.8,1,7,2016,DAL,LWR,88,1
88831,4269,JW-6000,0,0,0,0,0,0,0,0,0,14,9,66,0,0,0,0,0,10,0,78,6.6,11.1,15.6,1,14,2016,DAL,TE,82,1
88832,4269,CB-1130,0,0,0,0,0,0,0,0,0,12,8,65,0,0,0,0,0,0,0,49,6.5,10.5,14.5,1,5,2016,DAL,RWR,11,2
88833,4269,RJ-0800,0,0,0,0,0,18,8,75,0,2,1,3,0,0,0,0,0,0,0,29,7.8,8.3,8.8,1,8,2016,NYG,RB,23,1
88834,4269,EM-0200,28,19,207,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18.28,19.28,18.28,1,13,2016,NYG,QB,10,1
88835,4269,SV-0200,0,0,0,0,0,6,4,38,0,5,3,23,0,0,0,0,0,0,0,24,6.1,7.6,9.1,1,6,2016,NYG,RB,34,2
88836,4269,OB-0075,0,0,0,0,0,0,0,0,0,8,4,73,0,0,0,0,0,0,0,56,7.3,9.3,11.3,1,3,2016,NYG,LWR,13,1
88837,4269,BB-4100,0,0,0,0,0,0,0,0,0,2,1,16,0,0,0,0,0,0,0,24,1.6,2.1,2.6,1,4,2016,DAL,LWR,19,2
88838,4269,AM-2850,0,0,0,0,0,7,5,35,0,1,0,0,0,0,0,0,0,0,0,14,3.5,3.5,3.5,1,5,2016,DAL,RB,46,2
88839,4269,LD-0850,0,0,0,0,0,0,0,0,0,2,1,16,0,0,0,0,0,0,0,17,1.6,2.1,2.6,1,5,2016,DAL,RB,25,3
88840,4269,SS-1250,0,0,0,0,0,0,0,0,0,4,3,43,1,0,0,0,0,0,0,53,10.3,11.8,13.3,1,1,2016,NYG,RWR,87,1
88841,4269,LD-0650,0,0,0,0,0,0,0,0,0,2,1,15,1,0,0,0,0,5,0,31,7.5,8,8.5,1,5,2016,NYG,TE,84,1
88842,4269,GS-1400,0,0,0,0,0,0,0,0,0,1,1,21,0,0,0,0,0,0,0,16,2.1,2.6,3.1,1,2,2016,DAL,TE,87,2
88843,4269,VC-0300,0,0,0,0,0,0,0,0,0,4,4,34,1,0,0,0,0,0,0,50,9.4,11.4,13.4,1,7,2016,NYG,WR,80,1
88844,4269,WT-0600,0,0,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,25,1.6,3.1,4.6,1,2,2016,NYG,TE,45,2
88845,4269,LW-1150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,7,0,0,0,1,2,2016,DAL,RWR,13,3
88846,4269,DH-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0,1,0,0,0,1,6,2016,NYG,RWR,17,2
88847,4269,TW-2270,0,0,0,0,0,0,0,0,0,4,3,34,0,0,0,0,0,0,0,54,3.4,4.9,6.4,1,4,2016,DAL,RWR,83,1
88848,4269,KS-1450,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0.3,0.3,0.3,1,3,2016,DAL,FB,41,2
88849,4270,DJ-1325,0,0,0,0,0,16,9,89,1,6,4,43,0,0,0,0,0,0,0,58,19.2,21.2,23.2,1,2,2016,ARI,RB,31,1
88850,4270,CP-0500,37,24,271,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,61,18.94,18.94,18.94,1,14,2016,ARI,QB,3,1
88851,4270,JG-3700,0,0,0,0,0,0,0,0,0,4,4,41,0,0,0,0,0,0,0,22,4.1,6.1,8.1,1,7,2016,ARI,TE,84,1
88852,4270,MF-0950,0,0,0,0,0,0,0,0,0,7,3,61,0,0,0,0,0,0,0,58,6.1,7.6,9.1,1,5,2016,ARI,RWR,15,1
88853,4270,LF-0200,0,0,0,0,0,0,0,0,0,10,8,81,2,0,0,0,0,0,0,59,20.1,24.1,28.1,1,13,2016,ARI,LWR,11,1
88854,4270,DA-0900,0,0,0,0,0,0,0,0,0,4,3,48,0,3,8,0,0,0,0,21,4.8,6.3,7.8,1,9,2016,NE,LWR,80,1
88855,4270,JG-0650,33,24,264,0,1,4,1,12,0,1,1,3,0,0,0,0,1,5,0,71,14.06,14.56,16.06,1,3,2016,NE,QB,10,1
88856,4270,CH-3350,0,0,0,0,0,0,0,0,0,4,3,60,1,0,0,0,0,0,0,55,12,13.5,15,1,6,2016,NE,LWR,15,2
88857,4270,JE-0100,0,0,0,0,0,3,2,16,0,7,7,66,0,0,0,0,0,0,0,61,8.2,11.7,15.2,1,8,2016,NE,RWR,11,1
88858,4270,LB-0500,0,0,0,0,0,22,5,70,1,0,0,0,0,0,0,0,1,0,0,39,11,11,12,1,7,2016,NE,RB,29,1
88859,4270,AE-0750,0,0,0,0,0,0,0,0,0,2,2,8,0,4,62,0,0,0,0,9,0.8,1.8,2.8,1,4,2016,ARI,RB,38,3
88860,4270,JN-0625,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,2,1.1,1.6,2.1,1,2,2016,ARI,RWR,14,3
88861,4270,JW-2550,0,0,0,0,0,1,1,4,0,7,5,40,0,0,0,0,0,0,0,26,4.4,6.9,9.4,1,3,2016,NE,RB,28,1
88862,4270,MM-3450,0,0,0,0,0,0,0,0,0,5,2,33,0,0,0,0,0,0,0,39,3.3,4.3,5.3,1,1,2016,NE,RWR,19,2
88863,4270,AD-1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,1,2,2016,NE,TE,86,2
88864,4270,MB-1800,0,0,0,0,0,0,0,0,0,5,3,14,0,0,0,0,0,10,0,69,1.4,2.9,4.4,1,9,2016,NE,TE,88,1
88865,4270,CJ-1700,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.2,0.2,1,9,2016,ARI,RB,23,2
88866,4270,BB-2250,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.4,0.4,1,5,2016,NE,RB,38,2
88867,4270,JB-6950,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,0,0,0,0,35,0.8,1.3,1.8,1,3,2016,ARI,RWR,12,2
88868,4270,JB-6750,0,0,0,0,0,0,0,0,0,2,1,18,0,0,0,0,0,0,0,35,1.8,2.3,2.8,1,4,2016,ARI,LWR,13,2
88869,4271,KC-2350,43,30,329,2,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,58,9.96,11.96,12.96,1,5,2016,WAS,QB,8,1
88870,4271,JR-1150,0,0,0,0,0,0,0,0,0,11,7,64,0,0,0,0,0,0,0,50,6.4,9.9,13.4,1,4,2016,WAS,TE,86,1
88871,4271,MJ-2275,0,0,0,0,0,7,4,24,0,1,1,9,0,0,0,0,0,5,0,19,3.3,3.8,4.3,1,2,2016,WAS,RB,31,1
88872,4271,RG-1650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,3,2016,WAS,SWR,14,2
88873,4271,ER-0462,0,0,0,0,0,0,0,0,0,7,6,59,1,1,0,0,0,0,0,47,11.9,14.9,17.9,1,2,2016,PIT,LWR,17,3
88874,4271,DW-3600,0,0,0,0,0,26,20,143,2,9,6,28,0,0,0,0,0,0,0,56,29.1,32.1,38.1,1,11,2016,PIT,RB,34,1
88875,4271,BR-1100,37,27,300,1,3,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,68,21.8,22.8,24.8,1,13,2016,PIT,QB,7,1
88876,4271,JC-5680,0,0,0,0,0,0,0,0,0,10,6,58,0,2,17,0,0,0,0,47,5.8,8.8,11.8,1,2,2016,WAS,SWR,80,1
88877,4271,DJ-0200,0,0,0,0,0,0,0,0,0,10,6,102,0,0,0,0,0,0,0,48,10.2,13.2,19.2,1,9,2016,WAS,RWR,11,1
88878,4271,AB-3500,0,0,0,0,0,0,0,0,0,11,8,126,2,0,0,0,0,15,0,66,24.6,28.6,35.6,1,7,2016,PIT,LWR,84,1
88879,4271,SC-0775,0,0,0,0,0,0,0,0,0,3,2,56,0,0,0,0,0,0,0,44,5.6,6.6,7.6,1,2,2016,PIT,LWR,14,2
88880,4271,PG-0100,0,0,0,0,0,0,0,0,0,6,6,51,0,0,0,0,0,0,0,40,5.1,8.1,11.1,1,9,2016,WAS,LWR,88,1
88881,4271,JJ-0725,0,0,0,0,0,0,0,0,0,7,5,31,0,0,0,0,0,10,0,68,3.1,5.6,8.1,1,2,2016,PIT,TE,81,1
88882,4271,FT-0300,0,0,0,0,0,3,1,6,0,0,0,0,0,1,18,0,0,0,0,8,0.6,0.6,0.6,1,3,2016,PIT,RB,33,2
88883,4271,VD-0100,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,10,0,19,2,2.5,3,1,11,2016,WAS,TE,85,2
88884,4271,CT-1220,0,0,0,0,0,4,3,23,1,2,2,16,0,0,0,0,0,0,0,39,9.9,10.9,11.9,1,4,2016,WAS,RB,25,2
88885,4271,JD-2350,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,12,0.9,1.4,1.9,1,1,2016,WAS,RWR,18,2
88886,4272,TG-1950,0,0,0,0,0,17,7,47,0,3,1,-5,0,0,0,0,0,15,0,37,4.2,4.7,5.2,1,2,2016,LA,RB,30,1
88887,4272,CK-0250,35,17,130,2,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,61,2.2,4.2,2.2,1,5,2016,LA,QB,17,1
88888,4272,TH-1550,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,21,0.2,0.7,1.2,1,1,2016,LA,TE,89,2
88889,4272,KB-1900,0,0,0,0,0,0,0,0,0,6,4,67,0,0,0,0,0,0,0,59,6.7,8.7,10.7,1,8,2016,LA,LWR,18,1
88890,4272,LK-0200,0,0,0,0,0,0,0,0,0,3,2,15,0,0,0,0,0,0,0,58,1.5,2.5,3.5,1,6,2016,LA,TE,88,1
88891,4272,TA-1050,0,0,0,0,0,1,0,2,0,12,4,13,0,7,46,0,0,0,0,58,1.5,3.5,5.5,1,4,2016,LA,RWR,11,1
88892,4272,JK-1000,0,0,0,0,0,0,0,0,0,11,7,61,0,9,11,0,0,0,0,54,6.1,9.6,13.1,1,6,2016,SF,SWR,14,1
88893,4272,CH-5000,0,0,0,0,0,23,9,88,2,3,2,5,0,0,0,0,0,0,0,57,21.3,22.3,23.3,1,3,2016,SF,RB,28,1
88894,4272,BG-0100,35,22,170,0,1,9,4,43,0,1,1,-16,0,0,0,0,0,0,0,78,13.5,14,14.5,1,6,2016,SF,QB,2,1
88895,4272,TS-2300,0,0,0,0,0,0,0,0,0,6,2,13,0,0,0,0,0,0,0,78,1.3,2.3,3.3,1,6,2016,SF,LWR,82,1
88896,4272,QP-0050,0,0,0,0,0,0,0,0,0,5,5,60,0,0,0,0,0,0,0,71,6,8.5,11,1,4,2016,SF,RWR,11,1
88897,4272,GC-0350,0,0,0,0,0,0,0,0,0,4,1,15,0,0,0,0,0,0,0,46,1.5,2,2.5,1,5,2016,SF,TE,88,2
88898,4272,SD-0800,0,0,0,0,0,7,3,18,1,2,2,18,0,0,0,0,1,0,0,21,7.6,8.6,10.6,1,6,2016,SF,RB,24,2
88899,4272,BC-3070,0,0,0,0,0,1,0,1,0,1,1,7,0,2,59,0,0,0,0,11,0.8,1.3,1.8,1,4,2016,LA,RB,23,2
88900,4272,BQ-0050,0,0,0,0,0,0,0,0,0,5,3,23,0,0,0,0,0,0,0,31,2.3,3.8,5.3,1,5,2016,LA,RWR,83,2
88901,4272,VM-0250,0,0,0,0,0,0,0,0,0,3,2,14,1,0,0,0,0,0,0,51,7.4,8.4,9.4,1,4,2016,SF,TE,89,1
88902,4272,MB-3862,0,0,0,0,0,1,1,5,0,1,1,8,0,0,0,0,0,0,0,11,1.3,1.8,2.3,1,2,2016,LA,RB,39,3
88903,4272,MD-0150,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.1,0.1,0.1,1,2,2016,SF,RB,22,3
88904,4273,RF-0500,34,24,374,0,1,5,3,21,0,0,0,0,0,0,0,0,0,0,0,74,21.06,21.06,24.06,2,12,2016,NYJ,QB,14,1
88905,4273,BB-2450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,1,5,2016,NYJ,TE,82,2
88906,4273,MF-1300,0,0,0,0,0,30,13,100,3,3,2,9,0,0,0,0,0,0,0,60,28.9,29.9,33.9,2,9,2016,NYJ,RB,22,1
88907,4273,QE-0100,0,0,0,0,0,0,0,0,0,6,6,92,0,0,0,0,0,0,0,46,9.2,12.2,15.2,2,3,2016,NYJ,RWR,81,2
88908,4273,KD-0400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,0,1,9,2016,NYJ,TE,47,1
88909,4273,BP-1200,0,0,0,0,0,1,1,2,0,2,1,1,0,0,0,0,0,0,0,17,0.3,0.8,1.3,2,6,2016,NYJ,RB,29,2
88910,4273,BT-0300,0,0,0,0,0,0,0,0,0,0,0,0,0,7,133,0,0,0,0,0,0,0,0,2,8,2016,BUF,RWR,15,3
88911,4273,LM-1000,0,0,0,0,0,15,6,59,0,5,4,31,0,0,0,0,0,0,0,49,9,11,13,2,8,2016,BUF,RB,25,1
88912,4273,TT-0500,30,18,279,1,3,2,2,25,0,0,0,0,0,0,0,0,0,0,0,51,23.66,24.66,23.66,2,6,2016,BUF,QB,5,1
88913,4273,CC-2100,0,0,0,0,0,0,0,0,0,7,5,27,0,0,0,0,0,0,0,48,2.7,5.2,7.7,2,6,2016,BUF,TE,85,1
88914,4273,MG-1050,0,0,0,0,0,0,0,0,0,5,2,94,1,0,0,0,0,0,0,28,15.4,16.4,17.4,1,4,2016,BUF,LWR,88,2
88915,4273,JM-0887,0,0,0,0,0,0,0,0,0,4,3,45,0,4,39,0,1,0,0,26,2.5,4,6.5,2,1,2016,NYJ,LWR,89,2
88916,4273,ED-0200,0,0,0,0,0,0,0,0,0,8,6,126,1,0,0,0,0,0,0,72,18.6,21.6,27.6,2,7,2016,NYJ,RWR,87,1
88917,4273,RW-4050,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,47,1,1.5,2,2,4,2016,BUF,RWR,10,1
88918,4273,BM-0300,0,0,0,0,0,0,0,0,0,9,6,101,0,0,0,0,0,0,0,68,10.1,13.1,19.1,2,11,2016,NYJ,LWR,15,1
88919,4273,NO-0150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,2,2,2016,BUF,TE,84,3
88920,4273,SW-0450,0,0,0,0,0,0,0,0,0,5,2,20,0,0,0,0,0,0,0,40,2,3,4,2,3,2016,BUF,LWR,14,1
88921,4273,EM-0250,1,1,10,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0.6,0.6,0.6,1,4,2016,BUF,QB,3,2
88922,4273,GS-0100,0,0,0,0,0,0,0,0,0,5,4,89,1,0,0,0,0,0,0,15,14.9,16.9,18.9,2,6,2016,BUF,RWR,11,2
88923,4273,JH-5650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,2,0,0,0,1,2,2016,NYJ,FB,43,1
88924,4273,MG-0650,0,0,0,0,0,0,0,0,0,1,1,18,1,0,0,0,0,0,0,4,7.8,8.3,8.8,2,4,2016,BUF,RB,35,2
