uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
89096,4281,MC-0700,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-0.1,-0.1,-0.1,1,12,2016,TEN,QB,16,2
89097,4282,CK-0250,30,18,239,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,62,10.06,10.06,10.06,2,5,2016,LA,QB,17,1
89098,4282,LK-0200,0,0,0,0,0,0,0,0,0,6,4,61,0,0,0,0,0,0,0,59,6.1,8.1,10.1,2,6,2016,LA,TE,88,1
89099,4282,KB-1900,0,0,0,0,0,0,0,0,0,10,6,94,0,0,0,0,0,0,0,52,9.4,12.4,15.4,2,8,2016,LA,LWR,18,1
89100,4282,TA-1050,0,0,0,0,0,2,1,6,0,9,5,50,0,4,15,0,0,0,0,45,5.6,8.1,10.6,2,4,2016,LA,RWR,11,1
89101,4282,TG-1950,0,0,0,0,0,19,7,51,0,1,1,19,0,0,0,0,0,0,0,44,7,7.5,8,2,2,2016,LA,RB,30,1
89102,4282,TR-0112,0,0,0,0,0,7,1,-7,0,3,3,15,0,0,0,0,0,0,0,15,0.8,2.3,3.8,2,2,2016,SEA,RB,34,1
89103,4282,RW-3850,35,22,254,0,0,5,0,14,0,0,0,0,0,0,0,0,1,0,0,67,9.56,9.56,10.56,2,5,2016,SEA,QB,3,1
89104,4282,CM-2280,0,0,0,0,0,10,7,60,0,4,3,26,0,0,0,0,1,0,0,48,6.6,8.1,10.6,2,4,2016,SEA,RB,32,2
89105,4282,BC-3070,0,0,0,0,0,1,0,2,0,2,1,7,0,0,0,0,0,0,0,13,0.9,1.4,1.9,2,4,2016,LA,RB,23,2
89106,4282,TL-1025,0,0,0,0,0,0,0,0,0,4,4,99,0,4,0,0,0,10,0,27,9.9,11.9,13.9,2,2,2016,SEA,LWR,16,2
89107,4282,DB-0500,0,0,0,0,0,0,0,0,0,6,3,20,0,0,0,0,0,0,0,58,2,3.5,5,2,6,2016,SEA,LWR,89,1
89108,4282,JK-0250,0,0,0,0,0,0,0,0,0,6,2,11,0,0,0,0,0,20,0,56,1.1,2.1,3.1,2,5,2016,SEA,RWR,15,1
89109,4282,WT-0400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,7,2016,SEA,FB,46,1
89110,4282,PR-0150,0,0,0,0,0,0,0,0,0,6,3,35,0,1,20,0,0,0,0,45,3.5,5,6.5,2,3,2016,SEA,RWR,10,2
89111,4282,JG-2900,0,0,0,0,0,0,0,0,0,4,3,42,0,0,0,0,0,5,0,55,4.2,5.7,7.2,2,7,2016,SEA,TE,88,1
89112,4282,LW-1450,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,16,0.6,1.1,1.6,2,4,2016,SEA,TE,82,1
89113,4282,AC-2150,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,2016,SEA,RB,36,4
89114,4282,BQ-0050,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,38,0.8,1.3,1.8,2,5,2016,LA,RWR,83,2
89115,4282,CH-1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,1,5,2016,LA,TE,46,1
89116,4283,CP-0500,31,18,308,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,24.32,24.32,27.32,2,14,2016,ARI,QB,3,1
89117,4283,LF-0200,0,0,0,0,0,0,0,0,0,11,6,81,1,0,0,0,0,0,0,58,14.1,17.1,20.1,2,13,2016,ARI,LWR,11,1
89118,4283,MF-0950,0,0,0,0,0,0,0,0,0,6,2,8,1,0,0,0,0,0,0,53,6.8,7.8,8.8,2,5,2016,ARI,RWR,15,1
89119,4283,DJ-1325,0,0,0,0,0,12,4,45,0,5,3,98,0,0,0,0,0,0,0,41,14.3,15.8,17.3,2,2,2016,ARI,RB,31,1
89120,4283,AH-3862,0,0,0,0,0,0,0,0,0,8,6,67,0,6,47,0,0,0,0,58,6.7,9.7,12.7,2,2,2016,TB,LWR,11,2
89121,4283,JW-5650,53,27,240,4,1,3,1,9,0,0,0,0,0,0,0,0,1,5,0,79,4.5,8.5,5.5,2,2,2016,TB,QB,3,1
89122,4283,ME-0600,0,0,0,0,0,0,0,0,0,17,6,70,1,0,0,0,0,10,0,69,13,16,19,2,3,2016,TB,RWR,13,1
89123,4283,DM-0450,0,0,0,0,0,7,3,23,0,0,0,0,0,0,0,0,0,0,0,16,2.3,2.3,2.3,2,5,2016,TB,RB,22,1
89124,4283,JB-6950,0,0,0,0,0,0,0,0,0,3,1,14,0,4,7,0,0,0,0,29,1.4,1.9,2.4,2,3,2016,ARI,RWR,12,2
89125,4283,DF-0550,0,0,0,0,0,0,0,0,0,5,4,31,0,0,0,0,0,0,0,42,3.1,5.1,7.1,1,4,2016,ARI,TE,85,1
89126,4283,VJ-0100,0,0,0,0,0,0,0,0,0,9,4,44,0,0,0,0,0,0,0,68,4.4,6.4,8.4,2,12,2016,TB,LWR,83,1
89127,4283,AE-0750,0,0,0,0,0,1,0,2,0,1,1,9,0,0,0,0,0,0,0,6,1.1,1.6,2.1,2,4,2016,ARI,RB,38,3
89128,4283,CJ-1700,0,0,0,0,0,16,8,54,1,0,0,0,0,0,0,0,0,0,0,21,11.4,11.4,11.4,2,9,2016,ARI,RB,23,2
89129,4283,JG-3700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,2,7,2016,ARI,TE,84,1
89130,4283,CS-1950,0,0,0,0,0,9,3,24,0,5,3,4,0,0,0,0,0,0,0,50,2.8,4.3,5.8,2,3,2016,TB,RB,34,2
89131,4283,AS-0550,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,0,0,0,0,34,1.4,2.4,3.4,2,3,2016,TB,TE,87,2
89132,4283,CB-2775,0,0,0,0,0,0,0,0,0,4,3,16,0,0,0,0,0,0,0,33,1.6,3.1,4.6,2,3,2016,TB,TE,84,1
89133,4283,JB-6750,0,0,0,0,0,0,0,0,0,2,2,78,1,0,0,0,0,0,0,29,13.8,14.8,15.8,2,4,2016,ARI,LWR,13,2
89134,4283,CS-1500,0,0,0,0,0,0,0,0,0,2,1,12,0,1,19,0,0,0,0,9,1.2,1.7,2.2,1,6,2016,TB,RWR,10,3
89135,4283,RS-0975,0,0,0,0,0,0,0,0,0,2,2,16,0,0,0,0,0,0,0,14,1.6,2.6,3.6,2,4,2016,TB,RWR,89,2
89136,4283,JR-2800,0,0,0,0,0,2,2,29,0,1,0,0,0,0,0,0,0,0,0,17,2.9,2.9,2.9,1,6,2016,TB,RB,32,4
89137,4283,DS-3800,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.44,0.44,0.44,1,10,2016,ARI,QB,5,2
89138,4283,TN-0550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,1,3,2016,ARI,TE,87,2
89139,4284,MR-2500,34,26,396,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,27.84,28.84,30.84,2,9,2016,ATL,QB,2,1
89140,4284,JJ-4700,0,0,0,0,0,0,0,0,0,5,5,106,1,0,0,0,0,5,0,49,16.6,19.1,24.6,2,6,2016,ATL,LWR,11,1
89141,4284,DF-1875,0,0,0,0,0,17,10,93,0,0,0,0,0,0,0,0,0,0,0,34,9.3,9.3,9.3,2,3,2016,ATL,RB,24,1
89142,4284,JT-0300,0,0,0,0,0,0,0,0,0,8,5,75,1,0,0,0,0,0,0,44,13.5,16,18.5,2,9,2016,ATL,TE,83,1
89143,4284,TC-2050,0,0,0,0,0,12,5,46,1,2,2,25,0,0,0,0,0,0,0,29,13.1,14.1,15.1,2,2,2016,ATL,RB,26,2
89144,4284,JH-1350,0,0,0,0,0,0,0,0,0,3,1,8,1,0,0,0,0,0,0,13,6.8,7.3,7.8,2,2,2016,ATL,LWR,16,2
89145,4284,DC-0725,45,34,300,0,3,2,2,10,0,0,0,0,0,0,0,0,0,0,0,75,25,25,28,2,3,2016,OAK,QB,4,1
89146,4284,LS-1550,0,0,0,0,0,0,0,0,0,4,4,24,0,0,0,0,0,10,0,40,2.4,4.4,6.4,2,6,2016,OAK,TE,86,1
89147,4284,LM-1850,0,0,0,0,0,8,6,57,1,6,6,44,0,0,0,0,0,0,0,36,16.1,19.1,22.1,2,4,2016,OAK,RB,28,1
89148,4284,JR-2075,0,0,0,0,0,7,2,17,0,1,1,10,0,2,24,0,0,0,0,16,2.7,3.2,3.7,2,1,2016,OAK,RB,30,4
89149,4284,CW-0225,0,0,0,0,0,0,0,0,0,7,6,50,1,0,0,0,0,14,0,47,11,14,17,2,2,2016,OAK,TE,88,2
89150,4284,EW-0500,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,0,0,0,0,0,0,0,0,2,10,2016,ATL,LWR,14,3
89151,4284,AR-1200,0,0,0,0,0,0,0,0,0,3,2,30,0,1,11,0,0,0,0,16,3,4,5,1,6,2016,ATL,RWR,19,2
89152,4284,TG-0025,0,0,0,0,0,0,0,0,0,3,3,28,0,0,0,0,0,0,0,9,2.8,4.3,5.8,1,3,2016,ATL,RWR,18,3
89153,4284,AC-2350,0,0,0,0,0,0,0,0,0,9,5,72,0,0,0,0,0,0,0,69,7.2,9.7,12.2,2,2,2016,OAK,RWR,89,1
89154,4284,DW-1350,0,0,0,0,0,6,3,46,0,1,1,6,0,0,0,0,0,0,0,15,5.2,5.7,6.2,2,1,2016,OAK,RB,33,3
89155,4284,AH-3650,0,0,0,0,0,0,0,0,0,3,3,84,0,0,0,0,0,0,0,20,8.4,9.9,11.4,2,1,2016,ATL,TE,81,2
89156,4284,LT-0550,0,0,0,0,0,0,0,0,0,2,2,21,0,0,0,0,0,0,0,36,2.1,3.1,4.1,1,4,2016,ATL,TE,80,3
89157,4284,MS-0150,0,0,0,0,0,0,0,0,0,5,3,19,0,0,0,0,0,0,0,47,1.9,3.4,4.9,2,5,2016,ATL,RWR,12,1
89158,4284,TJ-2400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,1,0,0,0,2,6,2016,OAK,RB,22,2
89159,4284,MC-2900,0,0,0,0,0,0,0,0,0,5,4,31,1,0,0,0,0,0,0,57,9.1,11.1,13.1,2,8,2016,OAK,LWR,15,1
89160,4284,SR-0750,0,0,0,0,0,0,0,0,0,6,3,25,0,0,0,0,0,0,0,51,2.5,4,5.5,2,3,2016,OAK,LWR,10,2
89161,4284,JH-5125,0,0,0,0,0,1,1,14,0,1,1,4,0,0,0,0,0,0,0,4,1.8,2.3,2.8,1,1,2016,OAK,RWR,16,3
89162,4284,JO-0550,0,0,0,0,0,1,1,11,0,2,2,28,0,0,0,0,0,0,0,26,3.9,4.9,5.9,2,5,2016,OAK,FB,49,1
89163,4284,AH-3600,0,0,0,0,0,0,0,0,0,3,1,6,1,0,0,0,0,0,0,14,6.6,7.1,7.6,2,6,2016,OAK,RWR,18,2
89164,4285,TS-1450,33,22,266,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,71,11.34,12.34,11.34,2,2,2016,DEN,QB,13,1
89165,4285,ES-0200,0,0,0,0,0,0,0,0,0,8,3,39,0,0,0,0,0,0,0,60,3.9,5.4,6.9,2,7,2016,DEN,RWR,10,1
89166,4285,AJ-0375,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,34,1.1,1.6,2.1,2,1,2016,DEN,FB,32,1
89167,4285,CA-0750,0,0,0,0,0,20,10,74,1,5,3,19,0,0,0,0,0,0,0,47,15.3,16.8,18.3,2,4,2016,DEN,RB,22,1
89168,4285,AL-1100,40,21,197,1,1,3,2,22,0,0,0,0,0,0,0,0,1,5,0,73,10.08,11.08,11.08,2,5,2016,IND,QB,12,1
89169,4285,JD-2550,0,0,0,0,0,0,0,0,0,5,4,37,0,0,0,0,0,10,0,46,3.7,5.7,7.7,2,4,2016,IND,TE,84,1
89170,4285,TH-1850,0,0,0,0,0,0,0,0,0,11,4,41,0,0,0,0,0,0,0,64,4.1,6.1,8.1,2,5,2016,IND,RWR,13,1
89171,4285,DM-2775,0,0,0,0,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,9,0.9,1.4,1.9,2,3,2016,IND,LWR,10,1
89172,4285,FG-0200,0,0,0,0,0,13,6,44,0,3,3,19,1,0,0,0,0,0,0,34,12.3,13.8,15.3,2,12,2016,IND,RB,23,1
89173,4285,DT-0900,0,0,0,0,0,0,0,0,0,7,5,90,0,0,0,0,0,0,1,56,11,13.5,16,2,7,2016,DEN,LWR,88,1
89174,4285,DB-2950,0,0,0,0,0,9,5,46,0,1,1,5,0,0,0,0,0,0,0,14,5.1,5.6,6.1,2,1,2016,DEN,RB,20,2
89175,4285,QB-0250,0,0,0,0,0,0,0,0,0,1,1,7,0,3,47,0,0,0,0,17,0.7,1.2,1.7,2,2,2016,IND,LWR,11,2
89176,4285,PD-0800,0,0,0,0,0,0,0,0,0,5,1,30,0,0,0,0,0,0,0,61,3,3.5,4,2,2,2016,IND,RWR,15,2
89177,4285,JN-1900,0,0,0,0,0,0,0,0,0,4,3,24,0,2,26,0,0,0,0,40,2.4,3.9,5.4,2,8,2016,DEN,RWR,11,3
89178,4285,JT-1050,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,10,2,2.5,3,1,2,2016,DEN,LWR,87,3
89179,4285,VG-0300,0,0,0,0,0,0,0,0,0,3,3,46,0,0,0,0,0,0,0,41,4.6,6.1,7.6,2,6,2016,DEN,TE,85,1
89180,4285,DA-0850,0,0,0,0,0,0,0,0,0,4,2,25,0,0,0,0,0,0,0,62,2.5,3.5,4.5,2,5,2016,IND,TE,83,1
89181,4285,KB-1050,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,8,0.7,0.7,0.7,2,3,2016,DEN,RB,35,3
89182,4285,CL-0275,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,0,0,18,1.2,2.2,3.2,1,3,2016,DEN,RWR,14,2
89183,4285,RT-1950,0,0,0,0,0,3,2,10,1,1,0,0,0,0,0,0,0,0,0,12,7,7,7,2,5,2016,IND,RB,33,2
89184,4285,JF-1250,0,0,0,0,0,2,1,7,0,5,5,29,0,0,0,0,0,0,0,27,3.6,6.1,8.6,2,1,2016,IND,RB,34,4
89185,4285,CR-1525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,1,1,2016,IND,LWR,3,3
89186,4286,MG-1150,0,0,0,0,0,24,13,102,1,3,3,18,0,0,0,0,0,0,0,50,18,19.5,24,2,2,2016,SD,RB,28,1
89187,4286,PR-0300,24,17,220,0,4,1,1,10,0,0,0,0,0,0,0,0,1,0,0,63,23.8,23.8,24.8,2,13,2016,SD,QB,17,1
89188,4286,AG-0500,0,0,0,0,0,0,0,0,0,5,3,15,1,0,0,0,0,0,0,36,7.5,9,10.5,2,14,2016,SD,TE,85,1
89189,4286,TB-1060,0,0,0,0,0,1,0,-1,0,6,6,115,2,2,21,0,0,0,0,42,23.4,26.4,32.4,2,5,2016,SD,LWR,12,1
89190,4286,DW-4300,0,0,0,0,0,3,2,27,0,1,1,4,0,0,0,0,0,0,0,5,3.1,3.6,4.1,2,9,2016,SD,RB,39,2
89191,4286,CG-1950,0,0,0,0,0,0,0,0,0,1,1,15,1,3,67,0,0,0,0,7,7.5,8,8.5,2,2,2016,JAC,RB,33,4
89192,4286,JT-2000,0,0,0,0,0,0,0,0,0,7,4,71,0,0,0,0,0,5,0,61,7.1,9.1,11.1,2,6,2016,JAC,TE,80,1
89193,4286,TY-0150,0,0,0,0,0,7,3,28,0,9,8,10,0,0,0,0,0,0,0,44,3.8,7.8,11.8,2,2,2016,JAC,RB,24,1
89194,4286,BB-2425,50,31,329,2,2,3,3,34,0,0,0,0,0,0,0,0,1,0,0,66,18.56,20.56,22.56,2,3,2016,JAC,QB,5,1
89195,4286,ML-1500,0,0,0,0,0,0,0,0,0,3,2,17,1,0,0,0,0,0,0,22,7.7,8.7,9.7,2,11,2016,JAC,TE,89,1
89196,4286,DI-0075,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,59,0.7,1.2,1.7,2,6,2016,SD,RWR,15,1
89197,4286,RG-1812,0,0,0,0,0,0,0,0,0,3,1,7,0,3,9,0,0,0,0,17,0.7,1.2,1.7,2,2,2016,JAC,LWR,13,2
89198,4286,ML-0650,0,0,0,0,0,0,0,0,0,7,5,75,0,0,0,0,0,0,0,42,7.5,10,12.5,2,3,2016,JAC,RWR,11,2
89199,4286,TW-2875,0,0,0,0,0,0,0,0,0,6,3,61,1,0,0,0,0,0,0,50,12.1,13.6,15.1,2,2,2016,SD,LWR,16,2
89200,4286,AH-3900,0,0,0,0,0,0,0,0,0,10,5,64,0,0,0,0,0,0,0,58,6.4,8.9,11.4,2,3,2016,JAC,RWR,88,1
89201,4286,AR-1250,0,0,0,0,0,0,0,0,0,5,3,54,0,0,0,0,0,0,0,57,5.4,6.9,8.4,2,3,2016,JAC,LWR,15,1
89202,4286,SM-1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,1,5,2016,SD,TE,84,2
89203,4286,KF-0150,0,0,0,0,0,4,3,13,0,1,0,0,0,0,0,0,0,0,0,13,1.3,1.3,1.3,1,1,2016,SD,RB,27,3
89204,4286,DR-2250,0,0,0,0,0,1,1,7,0,2,1,7,0,0,0,0,0,0,0,12,1.4,1.9,2.4,2,4,2016,JAC,RB,16,3
89205,4286,KC-1400,1,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,5,0,5,-0.1,-0.1,-0.1,1,11,2016,SD,QB,10,2
89206,4286,AB-1200,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,6,0.9,1.4,1.9,1,7,2016,JAC,LWR,17,3
89207,4287,SB-1100,31,22,286,0,2,1,0,-3,0,0,0,0,0,0,0,0,0,10,0,58,19.14,19.14,19.14,1,7,2016,MIN,QB,8,1
89208,4287,AP-0700,0,0,0,0,0,12,6,19,0,3,2,7,0,0,0,0,0,0,0,34,2.6,3.6,4.6,2,10,2016,MIN,RB,28,1
89209,4287,AT-0350,0,0,0,0,0,0,0,0,0,5,4,41,0,0,0,0,0,0,0,38,4.1,6.1,8.1,2,4,2016,MIN,LWR,19,2
89210,4287,KR-1200,0,0,0,0,0,0,0,0,0,8,3,31,1,0,0,0,0,0,0,56,9.1,10.6,12.1,2,6,2016,MIN,TE,82,1
89211,4287,AR-1300,36,20,213,1,1,3,3,29,1,0,0,0,0,0,0,0,1,0,0,71,17.42,18.42,18.42,2,12,2016,GB,QB,12,1
89212,4287,DA-0212,0,0,0,0,0,0,0,0,0,7,3,26,0,0,0,0,1,10,0,54,0.6,2.1,4.6,2,3,2016,GB,LWR,17,2
89213,4287,EL-0010,0,0,0,0,0,12,6,50,0,1,0,0,0,0,0,0,0,0,0,35,5,5,5,2,4,2016,GB,RB,27,1
89214,4287,JC-4300,0,0,0,0,0,0,0,0,0,6,4,31,0,0,0,0,0,0,0,46,3.1,5.1,7.1,2,8,2016,GB,TE,89,2
89215,4287,JN-0900,0,0,0,0,0,0,0,0,0,11,5,73,1,0,0,0,0,0,0,68,13.3,15.8,18.3,2,9,2016,GB,LWR,87,1
89216,4287,JM-3450,0,0,0,0,0,2,0,2,0,1,1,-1,0,0,0,0,0,0,0,12,0.1,0.6,1.1,2,3,2016,MIN,RB,21,2
89217,4287,SD-0537,0,0,0,0,0,0,0,0,0,11,9,182,1,0,0,0,0,15,0,51,24.2,28.7,36.2,2,2,2016,MIN,LWR,14,1
89218,4287,RC-1500,0,0,0,0,0,1,0,1,0,7,5,42,0,0,0,0,0,0,0,70,4.3,6.8,9.3,2,6,2016,GB,RWR,18,1
89219,4287,CP-0750,0,0,0,0,0,1,0,-2,0,0,0,0,0,2,62,0,0,0,0,3,-0.2,-0.2,-0.2,2,4,2016,MIN,LWR,84,3
89220,4287,MA-1150,0,0,0,0,0,6,2,14,0,1,1,11,0,0,0,0,0,0,0,12,2.5,3,3.5,2,6,2016,MIN,RB,44,3
89221,4287,JS-6200,0,0,0,0,0,7,0,3,0,1,1,16,0,0,0,0,0,0,0,30,1.9,2.4,2.9,2,7,2016,GB,RB,44,2
89222,4287,TD-0737,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,1,1,2016,GB,RWR,11,4
89223,4287,CJ-1450,0,0,0,0,0,0,0,0,0,2,2,15,0,0,0,0,0,0,0,37,1.5,2.5,3.5,2,4,2016,MIN,RWR,12,1
89224,4287,TM-3150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,2,2,2016,GB,RWR,88,3
89225,4287,RR-1050,0,0,0,0,0,0,0,0,0,2,2,25,0,0,0,0,0,10,0,36,2.5,3.5,4.5,2,3,2016,GB,TE,82,1
89226,4288,KC-0250,0,0,0,0,0,2,0,3,0,1,1,3,0,1,16,0,0,0,0,10,0.6,1.1,1.6,2,3,2016,CHI,RB,25,2
89227,4288,JL-0280,0,0,0,0,0,11,6,28,1,2,1,6,0,0,0,0,1,0,0,31,7.4,7.9,9.4,2,2,2016,CHI,RB,33,1
89228,4288,JC-6200,17,12,157,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,2.28,3.28,3.28,2,11,2016,CHI,QB,6,1
89229,4288,DS-3300,0,0,0,0,0,12,3,40,0,2,2,8,0,3,0,0,0,0,0,41,4.8,5.8,6.8,2,12,2016,PHI,RB,43,2
89230,4288,CW-1425,34,21,190,0,1,6,2,10,0,0,0,0,0,0,0,0,0,0,0,72,12.6,12.6,12.6,2,1,2016,PHI,QB,11,1
89231,4288,NA-0050,0,0,0,0,0,0,0,0,0,7,4,42,0,0,0,0,0,0,0,57,4.2,6.2,8.2,2,2,2016,PHI,RWR,17,1
89232,4288,DG-2650,0,0,0,0,0,0,0,0,0,4,2,18,0,0,0,0,0,0,0,33,1.8,2.8,3.8,2,2,2016,PHI,LWR,18,2
89233,4288,JM-1550,0,0,0,0,0,0,0,0,0,9,6,71,0,0,0,0,0,0,0,71,7.1,10.1,13.1,2,3,2016,PHI,SWR,81,1
89234,4288,BC-0700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,53,0,0,0,2,10,2016,PHI,TE,87,2
89235,4288,RM-1200,0,0,0,0,0,9,3,32,2,1,1,3,0,0,0,0,0,0,0,21,15.5,16,16.5,2,7,2016,PHI,RB,24,1
89236,4288,ER-0500,0,0,0,0,0,0,0,0,0,6,4,52,0,4,65,1,0,0,0,40,11.2,13.2,15.2,2,9,2016,CHI,RWR,19,2
89237,4288,AJ-0430,0,0,0,0,0,0,0,0,0,7,5,96,0,0,0,0,0,0,0,50,9.6,12.1,14.6,2,5,2016,CHI,LWR,17,1
89238,4288,ZM-0250,0,0,0,0,0,0,0,0,0,5,4,33,0,0,0,0,0,0,0,42,3.3,5.3,7.3,2,8,2016,CHI,TE,86,1
89239,4288,PL-0050,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,7,0.2,0.2,0.2,1,2,2016,CHI,FB,47,1
89240,4288,WS-0650,0,0,0,0,0,2,2,16,0,1,0,0,0,1,30,0,0,0,0,5,1.6,1.6,1.6,2,1,2016,PHI,RB,28,4
89241,4288,KW-0887,0,0,0,0,0,1,1,9,0,6,4,36,0,0,0,0,0,0,0,43,4.5,6.5,8.5,2,2,2016,CHI,RWR,13,1
89242,4288,JH-5750,0,0,0,0,0,1,0,0,0,1,1,-1,0,1,27,0,0,0,0,14,-0.1,0.4,0.9,2,3,2016,PHI,LWR,13,1
89243,4288,TB-3950,0,0,0,0,0,0,0,0,0,7,5,49,1,0,0,0,0,0,0,31,10.9,13.4,15.9,1,3,2016,PHI,TE,47,3
89244,4288,KB-0350,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0.2,0.2,0.2,2,4,2016,PHI,RB,34,3
89245,4288,DT-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,4,0,0,0,2,5,2016,CHI,LWR,14,2
89246,4288,JH-5575,0,0,0,0,0,3,3,22,0,2,2,9,0,0,0,0,0,0,0,11,3.1,4.1,5.1,1,1,2016,CHI,RB,24,3
89247,4288,BH-1900,12,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.12,3.12,3.12,1,8,2016,CHI,QB,2,2
89248,4288,JB-2950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,0,0,1,5,2016,CHI,RWR,11,3
89249,4289,LM-1150,0,0,0,0,0,21,9,80,0,5,4,27,0,0,0,0,0,0,0,0,10.7,12.7,14.7,3,5,2016,HOU,RB,26,1
89250,4289,BO-0650,41,24,196,1,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,7.14,8.14,7.14,3,5,2016,HOU,QB,17,1
89251,4289,DH-3950,0,0,0,0,0,0,0,0,0,8,4,56,0,0,0,0,0,0,0,0,5.6,7.6,9.6,3,4,2016,HOU,LWR,10,1
89252,4289,SA-0850,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2016,HOU,TE,89,3
89253,4289,LB-0500,0,0,0,0,0,24,12,105,2,0,0,0,0,0,0,0,0,0,0,0,22.5,22.5,25.5,3,7,2016,NE,RB,29,1
89254,4289,JB-5725,19,11,103,0,0,8,3,48,1,0,0,0,0,0,0,0,0,0,0,0,14.92,14.92,14.92,2,1,2016,NE,QB,7,2
89255,4289,JE-0100,0,0,0,0,0,3,2,14,0,6,4,38,0,0,0,0,0,0,0,0,5.2,7.2,9.2,3,8,2016,NE,RWR,11,1
89256,4289,CH-3350,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0.3,0.8,1.3,3,6,2016,NE,LWR,15,2
89257,4289,TE-0350,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,0,1,0,0,0,-2,-2,-1,3,1,2016,HOU,RB,34,4
89258,4289,WF-0300,0,0,0,0,0,0,0,0,0,7,3,31,0,0,0,0,0,0,0,0,3.1,4.6,6.1,3,1,2016,HOU,RWR,15,1
89259,4289,MB-1800,0,0,0,0,0,1,1,6,0,3,2,10,0,0,0,0,0,0,0,0,1.6,2.6,3.6,3,9,2016,NE,TE,88,1
89260,4289,MM-3450,0,0,0,0,0,0,0,0,0,2,1,27,0,0,0,0,0,0,0,0,2.7,3.2,3.7,3,1,2016,NE,RWR,19,2
89261,4289,RG-2200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2016,NE,TE,87,1
89262,4289,CF-0375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,2016,HOU,TE,87,1
89263,4289,JG-3850,0,0,0,0,0,3,0,4,0,4,4,15,0,0,0,0,0,0,0,0,1.9,3.9,5.9,2,5,2016,HOU,RB,41,3
89264,4289,RG-1870,0,0,0,0,0,0,0,0,0,10,8,52,0,0,0,0,0,0,0,0,5.2,9.2,13.2,3,4,2016,HOU,TE,84,2
89265,4289,JW-2550,0,0,0,0,0,3,2,12,0,2,1,2,0,0,0,0,0,0,0,0,1.4,1.9,2.4,3,3,2016,NE,RB,28,1
89266,4289,DA-0900,0,0,0,0,0,0,0,0,0,2,2,23,0,1,10,0,0,0,0,0,2.3,3.3,4.3,3,9,2016,NE,LWR,80,1
