gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,pdo1,ptm2,pen2,desc2,cat2,pey2,pdo2,ptm3,pen3,desc3,cat3,pey3,pdo3,ints,iry,fum,frcv,fry,forc,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,lt,lg,c,rg,rt
4270,699331,(9:30) (Shotgun) L.Blount up the middle to NE 49 for 2 yards (C.Campbell).,NE,ARI,RUSH,5,43,1,9,30,0,0,3,3,1,10,47,3,2,,,Y,,,LB-0500,,MD,CC-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699332,(8:47) (Shotgun) J.Garoppolo pass short left to J.Edelman pushed ob at ARI 43 for 8 yards (T.Jefferson).,NE,ARI,PASS,6,24,1,8,47,0,0,3,3,2,8,49,3,8,Y,Y,Y,,,,,,,,JG-0650,Y,,SL,JE-0100,,TJ-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699333,(8:23) L.Blount right tackle to ARI 37 for 6 yards (K.Minter).,NE,ARI,RUSH,7,41,1,8,23,0,0,3,3,1,10,57,3,6,Y,,,,,LB-0500,,RT,KM-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699334,"(7:42) J.Garoppolo pass deep left to C.Hogan for 37 yards, TOUCHDOWN.",NE,ARI,PASS,8,8,1,7,42,0,0,3,3,2,4,63,4,37,Y,Y,,,7,,,,,,JG-0650,Y,,DL,CH-3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699335,"S.Gostkowski extra point is GOOD, Center-J.Cardona, Holder-R.Allen.",NE,ARI,FGXP,8,3,1,7,34,7,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,SG-0800,33,Y,,,,,,,,,,,,,,,,,,
4270,699336,S.Gostkowski kicks 65 yards from NE 35 to ARI 0. A.Ellington to ARI 11 for 11 yards (J.Jones).,ARI,NE,KOFF,0,6,1,7,34,0,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG-0800,65,54,,AE-0750,11,,,,,
4270,699337,(7:29) C.Palmer pass deep left to M.Floyd ran ob at 50 for 39 yards [T.Flowers].,ARI,NE,PASS,1,27,1,7,29,0,7,3,3,1,10,11,1,39,Y,Y,,,,,,,,,CP-0500,Y,,DL,MF-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699338,(7:02) (Shotgun) D.Johnson up the middle to NE 47 for 3 yards (M.Brown).,ARI,NE,RUSH,2,36,1,7,2,0,7,3,3,1,10,50,3,3,,,Y,,,DJ-1325,,MD,MB-3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699339,(6:26) (Shotgun) C.Palmer pass incomplete short right to D.Johnson.,ARI,NE,PASS,3,4,1,6,26,0,7,3,3,2,7,53,3,,,,Y,,,,,,,,CP-0500,,,SR,DJ-1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699340,(6:22) (Shotgun) C.Palmer pass incomplete deep left to J.Nelson.,ARI,NE,PASS,4,4,1,6,22,0,7,3,3,3,7,53,3,,,,Y,,,,,,,,CP-0500,,,DL,JN-0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699341,"(6:18) D.Butler punts 39 yards to NE 8, Center-K.Canaday, fair catch by D.Amendola.",NE,ARI,PUNT,0,6,1,6,18,7,0,3,3,4,7,53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-6350,39,39,,DA-0900,,Y,,,,,,,,,,,
4270,699342,(6:12) (Shotgun) J.Garoppolo pass short left to J.White to NE 29 for 21 yards (K.Minter).,NE,ARI,PASS,1,32,1,6,12,7,0,3,3,1,10,8,1,21,Y,Y,Y,,,,,,,,JG-0650,Y,,SL,JW-2550,,KM-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699343,(5:40) L.Blount right tackle to NE 30 for 1 yard (D.Bucannon).,NE,ARI,RUSH,2,37,1,5,40,7,0,3,3,1,10,29,2,1,,,,,,LB-0500,,RT,DB-5450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699344,(5:03) (Shotgun) J.Garoppolo pass incomplete short right to J.White [C.Peters].,NE,ARI,PASS,3,6,1,5,3,7,0,3,3,2,9,30,2,,,,Y,,,,,,,,JG-0650,,,SR,JW-2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699345,"(4:57) (Shotgun) PENALTY on ARI-R.Nkemdiche, Neutral Zone Infraction, 5 yards, enforced at NE 30 - No Play.",NE,ARI,NOPL,3,20,1,4,57,7,0,3,3,3,9,30,2,,,,,,,,,,,,,,,,,,,,,,ARI,RN-1275,Neutral Zone,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699346,(4:57) J.White up the middle to NE 39 for 4 yards (K.Minter).,NE,ARI,RUSH,4,35,1,4,57,7,0,3,3,3,4,35,2,4,Y,Y,,,,JW-2550,,MD,KM-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699347,(4:27) L.Blount up the middle to ARI 48 for 13 yards (T.Branch).,NE,ARI,RUSH,5,37,1,4,27,7,0,3,3,1,10,39,2,13,Y,Y,,,,LB-0500,,MD,TB-2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699348,"(3:50) (Shotgun) J.Garoppolo pass short right to J.Edelman to ARI 45 for 3 yards (T.Mathieu, F.Rucker).",NE,ARI,PASS,6,32,1,3,50,7,0,3,3,1,10,52,3,3,,,Y,,,,,,,,JG-0650,Y,,SR,JE-0100,,FR-0200,TM-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699349,(3:18) L.Blount right tackle to ARI 43 for 2 yards (T.Jefferson).,NE,ARI,RUSH,7,38,1,3,18,7,0,3,3,2,7,55,3,2,,,,,,LB-0500,,RT,TJ-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699350,(2:40) (Shotgun) J.Garoppolo pass short right to J.White to ARI 36 for 7 yards (T.Mathieu).,NE,ARI,PASS,8,38,1,2,40,7,0,3,3,3,5,57,3,7,Y,Y,Y,,,,,,,,JG-0650,Y,,SR,JW-2550,,TM-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699351,(2:02) J.Garoppolo pass incomplete deep middle to M.Mitchell.,NE,ARI,PASS,9,6,1,2,2,7,0,3,3,1,10,64,4,,,,,,,,,,,,JG-0650,,,DM,MM-3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699352,(1:56) J.Edelman left end to ARI 29 for 7 yards (T.Jefferson).,NE,ARI,RUSH,10,46,1,1,56,7,0,3,3,2,10,64,4,7,Y,,,,,JE-0100,,LE,TJ-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699353,(1:10) (Shotgun) J.Garoppolo pass incomplete short left to D.Amendola (T.Branch).,NE,ARI,PASS,11,5,1,1,10,7,0,3,3,3,3,71,4,,,,Y,,,,,,,,JG-0650,,,SL,DA-0900,TB-2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699354,"(1:05) S.Gostkowski 47 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",NE,ARI,FGXP,12,5,1,1,5,7,0,3,3,4,3,71,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,SG-0800,47,Y,,,,,,,,,,,,,,,,,,
4270,699355,S.Gostkowski kicks 67 yards from NE 35 to ARI -2. A.Ellington pushed ob at ARI 19 for 21 yards (D.McCourty).,ARI,NE,KOFF,0,8,1,1,0,0,10,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG-0800,67,46,,AE-0750,21,,,,,
4270,699356,(:52) C.Palmer pass short left to D.Johnson to ARI 45 for 26 yards (S.McClellin).,ARI,NE,PASS,1,44,1,0,52,0,10,3,3,1,10,19,1,26,Y,Y,,,,,,,,,CP-0500,Y,,SL,DJ-1325,,SM-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699357,(:08) (Shotgun) C.Palmer sacked at ARI 42 for -3 yards (V.Valentine).,ARI,NE,PASS,2,30,1,0,8,0,10,3,3,1,10,45,3,-3,,,Y,,,,,,,,CP-0500,,,,,,,,VV-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699358,(15:00) (Shotgun) C.Palmer pass short left to D.Johnson to 50 for 8 yards (P.Chung; T.Flowers).,ARI,NE,PASS,3,38,2,15,0,0,10,3,3,2,13,42,3,8,Y,,Y,,,,,,,,CP-0500,Y,,SL,DJ-1325,,TF-0750,PC-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699359,"(14:22) (Shotgun) C.Palmer pass short left to J.Nelson to NE 39 for 11 yards (M.Butler). Penalty on NE-P.Chung, Defensive Holding, declined.",ARI,NE,PASS,4,24,2,14,22,0,10,3,3,3,5,50,3,11,Y,Y,Y,,,,,,,,CP-0500,Y,,SL,JN-0625,,MB-5250,,,,NE,PC-0300,Defensive Holding,5,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699360,(13:58) D.Johnson up the middle to NE 38 for 1 yard (A.Johnson).,ARI,NE,RUSH,5,39,2,13,58,0,10,3,3,1,10,61,4,1,,,,,,DJ-1325,,MD,AJ-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699361,(13:19) D.Johnson right tackle to NE 31 for 7 yards (D.McCourty; P.Chung).,ARI,NE,RUSH,6,39,2,13,19,0,10,3,3,2,9,62,4,7,Y,,,,,DJ-1325,,RT,PC-0300,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699362,"(12:40) (Shotgun) C.Palmer sacked at NE 39 for -8 yards (C.Long). Penalty on ARI-D.Humphries, Face Mask (15 Yards), declined.",ARI,NE,PASS,7,10,2,12,40,0,10,3,3,3,2,69,4,-8,,,Y,,,,,,,,CP-0500,,,,,,,,CL-1400,,ARI,DH-4550,Face Mask,6,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699363,"(12:30) D.Butler punts 23 yards to NE 16, Center-K.Canaday, fair catch by D.Amendola.",NE,ARI,PUNT,0,8,2,12,30,10,0,3,3,4,10,61,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-6350,23,23,,DA-0900,,Y,,,,,,,,,,,
4270,699364,"(12:22) PENALTY on NE-A.Derby, False Start, 5 yards, enforced at NE 16 - No Play.",NE,ARI,NOPL,0,20,2,12,22,10,0,3,3,1,10,16,1,,,,,,,,,,,,,,,,,,,,,,NE,AD-1175,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699365,(12:22) (Shotgun) J.Garoppolo pass short right to J.Edelman pushed ob at NE 21 for 10 yards (T.Branch).,NE,ARI,PASS,1,30,2,12,22,10,0,3,3,1,15,11,1,10,Y,,Y,,,,,,,,JG-0650,Y,,SR,JE-0100,,TB-2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699366,(11:53) J.Garoppolo pass incomplete short middle to M.Bennett [T.Jefferson].,NE,ARI,PASS,2,5,2,11,53,10,0,3,3,2,5,21,2,,,,,,,,,,,,JG-0650,,,SM,MB-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699367,(11:48) (Shotgun) J.Garoppolo pass short left to C.Hogan pushed ob at NE 40 for 19 yards (T.Mathieu).,NE,ARI,PASS,3,34,2,11,48,10,0,3,3,3,5,21,2,19,Y,Y,Y,,,,,,,,JG-0650,Y,,SL,CH-3350,,TM-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699368,(11:14) J.Garoppolo pass incomplete short left to M.Mitchell.,NE,ARI,PASS,4,4,2,11,14,10,0,3,3,1,10,40,2,,,,,,,,,,,,JG-0650,,,SL,MM-3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699369,(11:10) (Shotgun) L.Blount up the middle to NE 41 for 1 yard (C.Jones).,NE,ARI,RUSH,5,38,2,11,10,10,0,3,3,2,10,40,2,1,,,Y,,,LB-0500,,MD,CJ-2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699370,"(10:32) (Shotgun) J.Garoppolo sacked at NE 36 for -5 yards (M.Golden). FUMBLES (M.Golden), RECOVERED by ARI-C.Jones at NE 39. C.Jones to NE 39 for no gain (J.Garoppolo). PENALTY on ARI, Unsportsmanlike Conduct, 15 yards, enforced at NE 39.",NE,ARI,PASS,6,6,2,10,32,10,0,3,3,3,9,41,3,0,,Y,Y,,,,,,,,JG-0650,,,,,,,,MG-0925,,ARI,,Unsportsmanlike Conduct,6,15,,,,,,,,,,,,,,,,JG-0650,CJ-2050,0,MG-0925,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699371,(10:26) D.Johnson up the middle to NE 48 for 6 yards (L.Ryan).,ARI,NE,RUSH,1,39,2,10,26,0,10,3,3,1,10,46,3,6,Y,,,,,DJ-1325,,MD,LR-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699372,(9:47) (Shotgun) C.Palmer pass short right to M.Floyd to NE 37 for 11 yards (J.Collins; M.Butler).,ARI,NE,PASS,2,26,2,9,47,0,10,3,3,2,4,52,3,11,Y,Y,Y,,,,,,,,CP-0500,Y,,SR,MF-0950,,JC-3550,MB-5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699373,(9:21) D.Johnson up the middle to NE 29 for 8 yards (J.Collins).,ARI,NE,RUSH,3,38,2,9,21,0,10,3,3,1,10,63,4,8,Y,,,,,DJ-1325,,MD,JC-3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699374,(8:43) D.Johnson right end to NE 26 for 3 yards (C.Long).,ARI,NE,RUSH,4,36,2,8,43,0,10,3,3,2,2,71,4,3,Y,Y,,,,DJ-1325,,RE,CL-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699375,(8:07) D.Johnson up the middle to NE 23 for 3 yards (V.Valentine).,ARI,NE,RUSH,5,46,2,8,7,0,10,3,3,1,10,74,4,3,,,,,,DJ-1325,,MD,VV-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699376,(7:21) C.Palmer pass short right to L.Fitzgerald to NE 17 for 6 yards (P.Chung).,ARI,NE,PASS,6,34,2,7,21,0,10,3,3,2,7,77,4,6,Y,,,,,,,,,,CP-0500,Y,,SR,LF-0200,,PC-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699377,(6:47) C.Johnson up the middle to NE 15 for 2 yards (V.Valentine).,ARI,NE,RUSH,7,32,2,6,47,0,10,3,3,3,1,83,5,2,Y,Y,,,,CJ-1700,,MD,VV-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699378,(6:15) (Shotgun) C.Palmer pass short middle to J.Gresham to NE 6 for 9 yards (S.McClellin).,ARI,NE,PASS,8,39,2,6,15,0,10,3,3,1,10,85,5,9,Y,,Y,,,,,,,,CP-0500,Y,,SM,JG-3700,,SM-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699379,(5:36) D.Johnson up the middle to NE 6 for no gain (L.Ryan; A.Branch).,ARI,NE,RUSH,9,41,2,5,36,0,10,3,3,2,1,94,5,0,,,,,,DJ-1325,,MD,AB-2700,LR-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699380,(4:55) D.Johnson up the middle to NE 3 for 3 yards (D.McCourty).,ARI,NE,RUSH,10,45,2,4,55,0,10,3,3,3,1,94,5,3,Y,Y,,,,DJ-1325,,MD,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699381,"(4:10) (Shotgun) C.Palmer pass short left to L.Fitzgerald for 3 yards, TOUCHDOWN.",ARI,NE,PASS,11,4,2,4,10,0,10,3,3,1,3,97,5,3,Y,Y,Y,,7,,,,,,CP-0500,Y,,SL,LF-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699382,"C.Catanzaro extra point is GOOD, Center-K.Canaday, Holder-D.Butler.",ARI,NE,FGXP,11,3,2,4,6,7,10,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,CC-1150,33,Y,,,,,,,,,,,,,,,,,,
4270,699383,C.Catanzaro kicks 65 yards from ARI 35 to NE 0. C.Jones to NE 26 for 26 yards (T.Niklas).,NE,ARI,KOFF,0,6,2,4,6,10,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-1150,65,39,,CJ-2350,26,,,,,
4270,699384,(4:00) B.Bolden up the middle to NE 30 for 4 yards (T.Branch).,NE,ARI,RUSH,1,34,2,4,0,10,7,3,3,1,10,26,2,4,Y,,,,,BB-2250,,MD,TB-2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699385,"(3:26) J.Garoppolo FUMBLES (Aborted) at NE 25, recovered by NE-B.Bolden at NE 28. B.Bolden to NE 28 for no gain (K.Minter).",NE,ARI,RUSH,2,42,2,3,26,10,7,3,3,2,6,30,2,0,,,,,,JG-0650,,MD,KM-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JG-0650,BB-2250,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699386,(2:44) (Shotgun) J.Garoppolo pass short left to J.White to NE 26 for -2 yards (T.Mathieu).,NE,ARI,PASS,3,44,2,2,44,10,7,3,3,3,8,28,2,-2,,,Y,,,,,,,,JG-0650,Y,,SL,JW-2550,,TM-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699387,"(2:00) R.Allen punts 44 yards to ARI 30, Center-J.Cardona. P.Peterson ran ob at ARI 38 for 8 yards (B.Bolden).",ARI,NE,PUNT,0,10,2,2,0,7,10,3,3,4,10,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA-0850,44,36,,PP-0400,8,,,,,,,,,,,,
4270,699388,(1:50) (Shotgun) C.Palmer pass incomplete deep left to J.Brown12.,ARI,NE,PASS,1,5,2,1,50,7,10,3,3,1,10,38,2,,,,Y,,,,,,,,CP-0500,,,DL,JB-6950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699389,(1:45) (Shotgun) C.Palmer pass incomplete deep right to L.Fitzgerald.,ARI,NE,PASS,2,6,2,1,45,7,10,3,3,2,10,38,2,,,,Y,,,,,,,,CP-0500,,,DR,LF-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699390,(1:39) (Shotgun) C.Palmer pass incomplete deep right to J.Brown12 (J.Coleman).,ARI,NE,PASS,3,5,2,1,39,7,10,3,3,3,10,38,2,,,,Y,,,,,,,,CP-0500,,,DR,JB-6950,JC-3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
4270,699391,"(1:34) D.Butler punts 41 yards to NE 21, Center-K.Canaday. C.Jones to NE 31 for 10 yards (J.Brown13).",NE,ARI,PUNT,0,10,2,1,34,10,7,3,3,4,10,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB-6350,41,31,,CJ-2350,10,,,,,,,,,,,,
4270,699392,(1:24) L.Blount up the middle to NE 32 for 1 yard (T.Jefferson).,NE,ARI,RUSH,1,37,2,1,24,10,7,3,3,1,10,31,2,1,,,,,,LB-0500,,MD,TJ-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699393,"(:47) L.Blount right end to NE 40 for 8 yards (P.Peterson). PENALTY on NE-D.Andrews, Tripping, 10 yards, enforced at NE 35.",NE,ARI,RUSH,2,8,2,0,47,10,7,3,3,2,9,32,2,3,,,,,,LB-0500,,RE,PP-0400,,,,,,,,,,,,NE,DA-1425,Tripping,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699394,"(:39) (Shotgun) L.Blount up the middle to NE 33 for 8 yards (P.Peterson; T.Jefferson). PENALTY on NE-S.Mason, Offensive Holding, 10 yards, enforced at NE 25 - No Play.",NE,ARI,NOPL,2,6,2,0,39,10,7,3,3,2,16,25,2,,,,,,,,,,,,,,,,,,,,,,NE,SM-0850,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699395,(:33) (Shotgun) L.Blount up the middle to NE 19 for 4 yards (C.Jones; K.Minter).,NE,ARI,RUSH,3,6,2,0,33,10,7,3,3,2,26,15,1,4,,,Y,,,LB-0500,,MD,CJ-2050,KM-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699396,(:27) L.Blount right tackle to NE 23 for 4 yards (C.Jones).,NE,ARI,RUSH,4,5,2,0,27,10,7,3,2,3,22,19,1,4,,,,,,LB-0500,,RT,CJ-2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF-0675,NS-0500,LW-0050,JT-2825,SM-0850
4270,699397,"(:22) R.Allen punts 45 yards to ARI 32, Center-J.Cardona, fair catch by P.Peterson.",ARI,NE,PUNT,0,7,2,0,22,7,10,1,3,4,18,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA-0850,45,45,,PP-0400,,Y,,,,,,,,,,,
4270,699398,(:15) (Shotgun) C.Palmer sacked at ARI 24 for -8 yards (J.Collins).,ARI,NE,PASS,1,20,2,0,15,7,10,1,3,1,10,32,2,-8,,,Y,,,,,,,,CP-0500,,,,,,,,JC-3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JV-0300,EW-0350,MI-0200,AS-0920,EB-1275
