pid,rb,te,drp,mbt,yac
698578,1,1,0,0,9
698579,1,1,0,0,0
698580,1,3,0,0,0
698581,1,2,0,0,3
698582,0,1,0,0,7
698583,0,2,0,0,9
698586,1,1,0,0,1
698587,1,1,0,0,0
698588,1,1,0,0,0
698589,1,2,0,0,0
698590,1,1,0,0,26
698592,1,2,0,0,0
698593,1,1,0,0,0
698594,1,1,0,0,0
698597,1,1,0,0,0
698598,1,1,0,0,0
698599,1,2,0,0,0
698600,1,1,0,0,0
698601,1,1,0,0,0
698603,1,1,0,0,6
698604,1,1,0,0,0
698605,1,1,0,0,0
698606,1,1,0,0,8
698607,1,1,0,0,7
698608,1,1,0,0,0
698609,1,1,0,0,1
698613,1,2,0,0,16
698614,1,1,0,0,0
698615,1,1,0,0,0
698616,1,1,0,0,0
698618,1,1,0,0,4
698619,1,1,0,0,0
698620,1,1,0,0,0
698621,1,1,0,0,0
698622,1,1,0,0,0
698623,1,1,0,0,1
698624,1,1,0,0,4
698625,1,1,0,0,7
698626,1,1,0,0,0
698627,1,1,0,0,0
698628,1,1,0,0,2
698631,1,2,0,0,0
698632,1,1,0,0,0
698633,1,1,0,1,1
698635,1,1,0,0,0
698636,1,1,0,0,7
698637,1,1,0,0,1
698638,1,1,0,0,0
698641,1,1,0,0,0
698642,1,1,0,0,14
698643,1,1,0,0,0
698644,1,1,0,0,0
698645,1,1,0,0,0
698648,1,3,0,0,2
698649,1,3,0,0,0
698650,1,1,0,0,0
698651,1,1,0,0,0
698652,1,1,0,0,1
698653,1,1,0,0,0
698654,1,2,0,0,1
698655,1,3,0,0,0
698656,1,2,0,0,0
698657,1,1,0,0,0
698659,1,1,0,0,0
698660,1,1,0,0,0
698661,1,1,0,0,5
698663,1,1,0,0,0
698664,1,1,0,0,0
698666,1,1,0,1,0
698667,1,1,0,0,0
698668,1,0,0,0,0
698669,1,0,0,0,0
698672,1,1,0,0,34
698673,1,1,0,0,7
698674,1,1,0,0,0
698675,1,1,0,0,0
698678,1,2,0,0,0
698679,1,1,1,0,0
698680,1,1,0,0,0
698682,2,1,1,0,0
698683,2,1,0,0,0
698684,1,1,0,0,0
698686,1,2,0,1,0
698689,1,1,0,0,0
698691,2,1,0,0,13
698692,1,3,0,0,0
698693,1,1,0,0,0
698695,1,1,0,0,0
698698,1,1,0,0,0
698699,1,1,0,0,0
698701,1,2,0,0,12
698702,1,1,0,0,5
698703,1,1,0,0,0
698704,1,1,0,0,0
698705,1,1,0,0,28
698706,1,1,0,1,0
698707,2,1,0,0,1
698710,2,1,0,1,0
698711,2,1,0,0,8
698712,2,1,0,0,21
698713,2,1,0,0,0
698714,2,1,0,0,0
698715,1,1,0,0,0
698717,1,3,0,0,0
698718,1,3,0,0,0
698719,1,1,0,0,2
698721,2,1,0,0,0
698722,2,1,0,0,0
698723,1,1,0,0,43
698724,1,1,0,1,0
698725,1,1,0,0,0
698727,1,1,0,0,0
698730,1,1,1,0,0
698731,1,1,0,0,6
698732,1,1,0,0,2
698733,1,1,0,0,4
698734,1,1,0,0,0
698735,1,1,0,0,0
698736,1,1,0,0,0
698737,1,1,0,0,0
698738,1,1,0,0,0
698739,1,1,0,3,20
698742,2,1,0,0,0
698744,2,1,0,0,2
698745,2,2,0,1,0
698746,1,0,0,0,5
698747,1,1,0,0,0
698750,1,1,0,0,7
698751,1,1,0,1,0
698752,1,2,0,1,7
698753,1,2,0,0,0
698754,1,2,0,0,0
698755,1,1,0,0,0
698756,1,1,0,0,4
698758,1,3,0,0,0
698759,1,3,0,0,0
698760,1,0,0,0,0
698761,1,1,0,0,0
698762,1,1,0,1,0
698763,1,1,0,3,0
698764,1,1,0,0,0
698765,1,1,0,0,1
698768,1,3,0,0,1
698769,1,2,0,0,0
698770,1,1,0,0,3
698771,1,1,1,0,0
698772,1,1,0,0,0
698773,1,1,0,0,0
698774,1,1,0,0,0
698775,1,1,0,1,0
698776,1,1,0,0,22
698779,1,2,0,0,0
698780,1,3,0,0,0
698781,1,2,0,1,0
698783,2,0,0,0,9
698784,1,3,0,0,4
698785,1,3,0,0,0
698786,1,3,1,0,0
698787,1,1,0,0,0
698788,1,1,0,0,0
698790,1,3,0,0,0
698791,1,1,0,1,0
698792,1,1,0,0,0
698794,1,2,0,1,0
698795,2,1,0,1,17
698796,1,2,0,0,0
698797,2,1,0,1,19
698798,2,1,0,0,0
698799,1,1,0,0,0
698800,1,1,0,1,7
698801,1,1,0,0,0
698802,2,1,0,0,0
698803,1,1,0,0,0
698806,1,1,0,2,0
698807,1,1,0,1,0
698808,1,1,0,0,0
698809,1,1,0,0,0
698810,1,1,0,0,5
698811,1,2,0,0,0
698812,1,2,0,1,0
698813,1,1,0,0,0
698815,1,1,0,0,2
698816,1,1,0,0,0
698817,1,1,0,0,0
698818,1,1,0,0,0
698819,1,1,0,0,0
698820,1,3,0,0,0
698821,1,3,0,0,0
698823,1,1,0,0,2
698824,1,0,0,0,7
698825,1,1,0,0,9
698826,1,1,0,0,0
698827,1,1,1,0,0
698829,1,1,0,0,1
698830,1,1,0,1,0
698831,0,1,0,0,1
698834,1,1,0,0,0
698835,1,1,0,0,2
698836,1,0,0,0,13
698837,2,0,0,0,0
698838,1,1,0,0,8
698839,0,1,0,0,3
698840,1,1,0,0,13
698841,1,1,0,0,0
698842,1,2,0,0,0
698843,1,1,1,0,0
698844,1,1,0,0,0
698847,1,1,0,0,0
698848,1,1,0,0,0
698849,1,1,0,1,52
698850,1,1,0,0,0
698851,1,1,0,0,0
698852,1,1,0,0,0
698853,1,1,0,0,0
698854,1,0,0,0,0
698855,1,1,0,0,0
698856,1,1,0,0,0
698858,1,1,1,0,0
698859,1,1,0,0,0
698860,1,1,0,1,9
698862,1,1,0,0,0
698863,1,2,0,0,0
698864,1,1,0,0,0
698865,1,1,0,0,0
698866,1,1,0,0,0
698867,1,1,0,0,0
698868,1,1,0,0,0
698869,1,1,0,0,0
698872,1,0,0,0,0
698873,1,1,0,0,0
698874,2,0,0,0,0
698875,1,1,0,0,0
698877,1,1,0,0,3
698878,1,1,1,0,0
698880,1,1,0,1,0
698881,1,1,0,0,0
698882,1,1,0,0,0
698883,1,1,0,0,0
698885,1,2,0,0,0
698886,1,1,0,0,0
698887,1,1,0,0,0
698888,1,1,0,0,0
698890,1,1,0,0,0
698891,1,1,0,0,0
698893,1,1,0,0,2
698895,1,0,0,0,0
698897,1,1,0,0,0
698898,1,1,0,0,4
698899,1,1,0,0,0
698900,0,1,0,0,3
698901,0,1,0,0,2
698902,1,1,0,0,0
698903,1,1,0,0,14
698904,1,1,0,0,0
698907,1,1,0,0,0
698908,1,1,0,0,0
698909,1,1,0,0,6
698911,1,2,0,0,3
698912,1,2,0,0,0
698913,2,1,0,0,0
698914,1,2,0,0,0
698915,1,0,0,0,0
698916,1,1,0,0,0
698918,1,1,0,0,0
698919,1,1,0,0,0
698920,1,1,0,0,0
698922,1,1,0,0,15
698923,1,1,0,0,0
698924,1,1,0,0,0
698925,2,1,0,0,0
698926,1,1,1,0,0
698927,1,1,0,1,0
698928,1,1,0,0,0
698929,1,1,0,0,0
698930,1,1,0,0,0
698932,2,1,0,0,0
698933,2,1,0,0,2
698934,1,1,0,0,0
698935,1,1,0,0,0
698937,2,0,0,0,0
698939,2,0,0,0,0
698940,1,2,0,0,0
698941,1,1,0,0,0
698942,1,1,0,1,7
698943,1,2,0,0,0
698944,1,2,0,0,0
698945,0,1,0,0,0
698946,1,1,0,0,0
698947,1,1,0,0,0
698948,1,1,0,0,0
698950,1,1,0,0,5
698951,1,2,0,0,0
698952,1,1,0,0,0
698953,1,1,0,1,0
698954,2,0,0,0,0
698955,1,1,1,0,0
698957,1,2,0,0,0
698958,1,2,0,0,0
698959,1,2,0,0,0
698960,1,1,0,0,21
698961,1,1,0,0,25
698962,1,1,0,0,0
698963,1,1,0,0,0
698966,1,1,1,0,0
698967,1,1,0,1,0
698968,1,1,0,0,0
698969,1,1,0,0,0
698970,0,1,0,0,2
698971,1,1,0,0,0
698972,1,1,0,0,0
698973,1,1,0,0,9
698974,0,1,0,0,0
698975,1,1,0,0,4
698976,1,1,0,0,1
698977,1,1,0,1,4
698978,1,1,0,0,0
698979,1,1,0,0,0
698982,0,1,0,0,0
698983,1,1,0,0,0
698985,1,2,0,0,4
698986,1,2,0,0,0
698987,1,1,0,0,0
698988,1,1,0,0,0
698989,1,1,0,0,0
698990,1,1,0,0,2
698991,1,1,0,0,0
698992,1,2,0,0,1
698993,1,1,0,0,4
698995,1,1,0,1,5
698996,1,1,0,0,0
698997,1,1,0,1,15
698998,1,1,0,0,0
698999,1,1,0,0,0
699000,1,1,0,0,0
699001,1,1,0,1,0
699002,1,1,0,1,11
699003,1,1,0,0,0
699006,1,2,0,0,2
699007,1,1,0,0,0
699008,1,1,0,0,0
699010,1,1,0,0,0
699011,1,1,0,0,0
699012,1,1,0,0,6
699014,1,1,0,0,0
699015,1,1,0,0,0
699016,1,1,0,0,0
699018,2,1,0,0,0
699019,1,1,0,0,7
699020,1,1,0,0,0
699021,2,1,0,0,0
699022,2,1,0,0,14
699023,1,1,0,0,0
699024,1,1,0,0,3
699025,1,1,0,0,0
699026,1,1,0,0,0
699027,1,1,0,0,0
699028,1,1,0,0,2
699029,1,1,0,1,0
699030,1,1,0,0,8
699031,2,3,0,0,0
699032,2,3,0,0,0
699035,1,2,0,0,0
699036,1,2,0,0,0
699037,1,2,0,0,7
699038,1,1,0,0,3
699039,1,2,0,0,0
699040,1,1,0,0,0
699041,1,1,0,0,0
699044,2,1,0,0,0
699045,1,1,0,2,0
699046,1,1,0,0,0
699047,1,2,0,0,1
699048,1,1,0,0,0
699049,1,1,0,0,0
699050,1,1,0,0,0
699051,1,1,0,0,0
699054,1,1,0,1,11
699055,1,1,0,0,12
699056,1,1,0,0,6
699057,1,1,0,0,0
699058,1,1,0,0,0
699059,1,1,0,0,0
699060,1,1,0,0,0
699061,1,1,0,0,0
699065,3,2,0,0,0
699067,1,1,0,0,5
699069,1,0,0,0,6
699070,1,1,0,1,3
699072,1,2,0,0,0
699073,1,2,0,0,0
699074,2,2,0,0,0
699076,1,1,0,0,0
699077,1,1,0,0,2
699078,1,1,0,0,0
699079,1,1,0,0,0
699080,1,1,0,0,8
699081,1,1,0,0,0
699085,1,1,0,0,0
699086,1,1,0,0,0
699087,1,1,0,0,0
699089,1,2,0,0,0
699090,1,2,0,0,0
699091,1,1,0,0,0
699093,1,1,0,0,0
699094,1,1,0,1,19
699095,1,1,0,0,0
699096,1,1,0,1,2
699097,1,1,0,0,6
699098,1,1,0,0,7
699099,1,1,0,0,8
699102,1,1,0,0,0
699103,1,1,0,0,0
699104,1,1,0,0,0
699105,1,1,0,0,8
699106,1,2,0,0,0
699107,1,3,0,0,0
699108,1,2,0,0,0
699109,1,2,0,0,9
699110,1,1,0,0,0
699113,1,2,0,0,0
699114,1,1,0,0,3
699115,1,1,0,0,0
699117,1,2,0,0,0
699118,1,1,0,1,0
699119,1,1,0,0,9
699120,1,1,0,0,0
699121,1,1,0,0,0
699122,1,2,0,0,9
699123,1,1,0,0,0
699124,1,1,0,0,0
699125,1,1,0,0,0
699128,1,2,0,0,0
699129,1,1,0,0,4
699130,1,1,0,1,17
699131,1,1,0,2,0
699132,2,1,0,1,0
699134,1,1,0,1,14
699135,1,1,0,0,12
699136,1,1,0,0,16
699139,1,1,0,0,1
699140,1,1,0,0,0
699141,1,1,0,0,0
699142,1,1,0,0,2
699143,1,1,0,0,0
699144,1,1,0,0,0
699145,1,1,0,0,1
699146,1,1,0,0,0
699149,1,1,0,0,15
699150,1,1,0,0,0
699151,1,1,0,0,8
699152,1,1,0,0,0
699156,1,2,0,0,0
699157,1,1,0,0,0
699158,1,3,0,0,0
699159,1,2,0,0,5
699160,1,1,0,0,0
699161,2,1,0,0,0
699162,1,1,0,0,0
699163,0,1,0,0,5
699164,1,1,0,0,0
699165,1,1,0,0,2
699166,1,1,0,0,0
699167,1,1,1,0,0
699168,1,1,0,0,0
699169,1,1,0,0,0
699172,1,1,0,0,0
699173,1,1,0,0,6
699174,1,1,0,1,8
699175,1,1,0,0,0
699176,1,1,1,0,0
699177,1,1,0,0,0
699179,1,2,0,0,0
699180,2,1,0,0,0
699181,1,1,0,0,5
699182,1,1,0,0,0
699183,1,1,0,0,0
699184,1,1,0,0,0
699185,1,1,0,0,5
699186,1,2,0,0,0
699187,2,1,0,0,9
699188,0,1,0,0,3
699189,1,1,0,0,0
699190,1,1,0,0,0
699191,2,1,0,0,0
699192,1,1,1,0,0
699196,1,1,0,0,0
699197,1,1,0,0,6
699198,1,1,0,0,17
699199,1,1,0,0,0
699202,1,2,0,0,2
699203,1,1,0,0,0
699204,1,1,0,0,0
699206,1,1,0,0,3
699207,1,3,0,0,0
699208,0,1,0,0,0
699209,1,1,0,0,0
699210,1,2,0,0,0
699211,1,1,0,0,0
699212,1,1,0,0,0
699215,1,1,0,0,0
699216,1,1,0,0,0
699217,1,1,1,0,0
699218,1,1,0,0,0
699219,1,1,0,0,0
699220,1,1,0,0,2
699221,1,1,0,0,2
699223,1,1,0,1,5
699224,1,1,0,0,3
699225,1,1,0,0,1
699226,1,1,0,0,0
699227,1,1,0,0,0
699231,1,1,0,0,0
699232,1,1,0,0,0
699233,1,1,0,0,0
699234,1,1,0,0,-1
699235,1,1,0,0,0
699236,1,1,0,0,0
699237,1,1,0,0,0
699238,1,1,0,1,8
699239,1,1,0,1,0
699242,1,1,0,0,0
699244,1,1,0,0,0
699245,1,1,0,0,0
699246,1,1,0,0,0
699248,1,2,0,0,0
699249,1,1,0,0,0
699250,1,1,0,0,0
699252,1,1,0,0,0
699253,1,1,0,0,0
699254,1,1,0,0,0
699255,1,1,0,0,0
699256,1,1,0,0,0
699257,1,1,0,0,0
699259,1,1,0,2,0
699260,2,1,0,1,0
699261,1,2,0,0,-4
699262,1,2,0,0,0
699263,2,2,0,0,0
699264,1,1,0,0,0
699265,1,2,0,1,0
699266,1,1,0,0,0
699267,1,2,0,0,0
699268,1,1,0,0,0
699271,1,1,0,0,2
699272,1,1,0,0,2
699273,1,1,0,0,0
699274,1,1,0,0,0
699277,1,2,0,0,0
699278,1,2,1,0,0
699279,1,1,0,0,7
699282,1,1,0,0,11
699283,1,1,0,0,1
699284,1,1,0,0,2
699285,1,1,0,1,0
699286,1,1,0,0,0
699287,1,1,0,0,0
699288,1,1,0,0,0
699289,1,1,0,0,0
699290,1,1,0,0,0
699293,1,2,0,0,0
699294,1,1,0,0,0
699295,1,1,0,0,0
699297,1,1,0,0,0
699298,1,1,0,0,0
699299,1,1,0,0,4
699301,1,1,0,0,0
699302,1,1,0,0,0
699303,1,1,0,0,0
699304,1,1,0,0,0
699305,1,1,0,0,0
699306,1,1,0,0,0
699307,1,1,0,0,0
699309,1,1,0,0,0
699310,1,1,0,1,13
699311,1,1,0,0,0
699313,1,1,0,0,0
699314,1,1,0,0,0
699315,1,1,0,0,0
699316,1,1,0,0,0
699317,1,1,0,0,7
699319,1,2,0,0,0
699320,1,2,0,0,0
699321,1,1,0,0,0
699322,1,2,0,0,0
699323,1,1,0,0,5
699326,1,1,0,0,0
699327,1,1,0,0,0
699328,1,1,0,1,5
699330,1,1,0,1,8
699331,2,2,0,0,0
699332,1,1,0,0,2
699333,2,2,0,1,0
699334,2,1,0,0,13
699337,1,2,0,0,6
699338,2,0,0,1,0
699339,1,1,0,0,0
699340,1,0,0,0,0
699342,1,1,0,0,25
699343,2,2,0,0,0
699344,1,1,0,0,0
699346,2,2,0,0,0
699347,1,1,0,1,0
699348,1,1,0,0,4
699349,1,1,0,0,0
699350,1,1,0,0,0
699351,1,1,0,0,0
699352,1,1,0,1,0
699353,1,1,0,0,0
699356,1,2,0,2,25
699357,2,0,0,0,0
699358,2,0,0,0,4
699359,1,0,0,0,0
699360,1,2,0,0,0
699361,1,1,0,1,0
699362,1,1,0,0,0
699365,1,1,0,0,0
699366,2,2,0,0,0
699367,1,1,0,0,18
699368,2,2,0,0,0
699369,1,2,0,0,0
699370,1,1,0,0,0
699371,1,1,0,1,0
699372,2,1,0,0,5
699373,1,1,0,0,0
699374,1,2,0,0,0
699375,1,1,0,0,0
699376,1,1,0,0,0
699377,1,2,0,0,0
699378,1,1,0,0,3
699379,1,2,0,0,0
699380,1,2,0,1,0
699381,1,1,0,0,2
699384,2,1,0,1,0
699385,2,2,0,0,0
699386,1,1,0,0,0
699388,1,1,0,0,0
699389,1,0,0,0,0
699390,1,1,0,0,0
699392,1,1,0,0,0
699393,1,1,0,1,0
699395,1,1,0,0,0
699396,2,2,0,0,0
699398,1,0,0,0,0
699400,1,1,0,0,0
699401,2,2,0,1,0
699402,1,1,0,0,0
699403,2,0,0,0,0
699404,1,1,0,0,0
699405,2,1,0,0,0
699406,2,1,0,0,0
699407,1,1,0,2,25
699408,1,1,0,3,0
699411,1,2,0,0,2
699412,1,2,0,0,0
699413,1,2,0,0,0
699414,1,2,0,0,0
699415,1,1,0,0,0
699416,1,0,0,0,0
699418,1,1,0,0,0
699419,2,2,0,0,0
699420,1,2,0,0,0
699421,1,2,0,0,0
699422,2,0,0,0,0
699423,1,1,0,0,0
699424,1,1,0,0,0
699427,1,1,0,0,0
699428,1,1,0,1,0
699429,1,1,0,0,1
699430,1,1,0,0,0
699431,1,1,0,0,1
699432,2,2,0,0,0
699433,1,1,0,0,2
699435,1,2,0,0,0
699436,1,2,0,1,5
699439,1,1,0,0,0
699442,1,2,0,0,1
699443,2,0,0,0,12
699445,1,2,0,4,0
699446,1,1,0,0,0
699447,1,1,0,0,0
699448,1,0,0,0,2
699449,1,1,0,0,0
699452,1,1,0,0,0
699453,1,1,0,0,0
699454,1,1,0,0,0
699455,1,1,0,0,0
699456,1,1,0,0,0
699457,1,1,0,0,0
699458,1,1,0,0,0
699459,1,1,0,0,0
699460,1,1,0,1,0
699462,1,1,0,2,9
699463,1,1,0,0,3
699464,1,1,0,2,0
699467,1,0,0,0,0
699468,1,0,0,2,17
699469,1,0,0,0,0
699470,1,1,0,0,0
699471,1,1,0,0,0
699472,1,0,0,0,6
699473,1,0,0,0,0
699474,1,1,0,0,0
699476,2,0,0,0,3
699477,1,0,0,0,1
699479,3,2,0,0,0
699481,1,1,0,1,8
699482,1,1,0,0,0
699483,1,1,1,0,0
699484,1,1,0,1,6
699485,1,2,0,0,0
699486,1,1,0,0,0
699487,1,1,0,2,10
699489,1,1,0,0,0
699490,1,1,0,0,4
699491,1,1,0,0,6
699493,1,2,0,0,0
699494,1,2,0,0,27
699495,1,1,0,0,0
699496,1,3,0,0,0
699497,1,3,0,0,0
699498,1,1,0,0,0
699499,1,1,0,0,0
699500,1,1,0,0,0
699503,1,1,0,1,4
699504,1,1,0,0,0
699505,1,1,0,0,15
699506,1,1,1,0,0
699507,1,1,1,0,0
699508,1,1,0,0,6
699509,1,2,0,0,7
699511,1,1,0,0,0
699512,1,1,0,0,0
699515,1,2,0,0,0
699516,1,1,0,0,17
699517,1,1,0,0,0
699518,1,3,0,0,0
699519,1,3,0,0,0
699520,1,2,0,0,0
699521,1,2,0,0,10
699522,1,3,0,0,0
699523,1,2,0,0,0
699524,1,1,0,0,4
699525,1,1,0,0,0
699528,1,2,0,0,0
699531,1,1,0,0,4
699532,1,1,0,0,0
699533,1,1,0,0,0
699534,1,1,0,0,0
699535,1,1,0,1,0
699536,1,1,0,0,0
699537,1,1,0,1,0
699538,1,1,0,0,0
699539,1,1,0,0,0
699540,1,3,0,1,0
699541,1,1,0,0,2
699542,1,1,1,0,0
699543,1,1,0,0,5
699544,1,1,0,1,13
699545,1,1,0,0,2
699546,1,1,0,0,0
699547,1,1,0,0,0
699548,1,1,0,0,0
699551,1,1,0,0,0
699553,1,2,0,1,0
699554,1,2,0,0,0
699555,1,1,0,0,5
699556,1,3,0,0,0
699557,1,1,0,0,0
699558,1,2,0,0,0
699559,1,2,0,0,0
699563,1,1,0,0,0
699564,1,1,0,0,4
699565,1,1,0,0,8
699566,1,2,0,0,0
699567,1,1,0,0,0
699568,1,1,0,0,10
699569,1,2,0,1,5
699570,1,1,1,0,0
699571,1,1,0,0,0
699574,1,1,0,2,0
699575,1,2,0,0,4
699576,1,2,0,0,5
699578,1,1,0,0,6
699579,1,1,0,0,6
699581,1,1,0,0,2
699582,1,1,0,0,3
699583,1,1,0,0,0
699586,1,3,0,0,0
699587,1,3,0,0,0
699588,1,2,1,0,0
699590,1,1,0,0,7
699591,1,1,0,0,0
699592,1,1,0,0,0
699593,1,1,0,0,0
699594,1,1,0,0,0
699595,1,1,0,3,14
699596,1,1,0,0,0
699599,1,1,0,0,2
699600,1,1,0,1,0
699601,1,1,0,0,0
699602,1,1,0,0,2
699603,1,1,0,0,0
699604,1,1,0,1,0
699605,1,1,0,0,0
699606,1,1,0,0,0
699607,1,1,0,0,3
699608,1,1,0,1,0
699609,1,1,0,0,0
699610,1,1,0,0,0
699611,1,1,0,2,0
699614,1,1,0,0,1
699615,1,1,0,0,0
699617,1,1,0,0,0
699618,1,1,0,0,2
699619,1,1,0,0,0
699620,1,3,0,2,0
699621,1,3,0,0,0
699622,1,3,0,0,0
699623,1,1,0,0,0
699624,1,3,0,1,0
699625,1,3,0,1,0
699628,1,1,1,0,0
699629,1,1,0,0,2
699630,1,1,0,0,0
699632,1,1,0,1,3
699633,1,1,0,0,0
699634,1,1,0,0,0
699635,2,3,0,0,0
699637,1,2,0,0,0
699638,1,2,0,0,1
699639,1,1,0,0,6
699640,1,1,0,0,4
699641,1,1,0,0,0
699642,1,2,0,0,0
699643,1,1,1,0,0
699644,1,1,0,0,0
699646,1,1,0,1,0
699647,1,1,0,0,0
699648,1,1,0,0,0
699649,1,1,0,0,0
699650,1,1,0,0,0
699651,1,2,0,0,0
699653,1,2,0,0,0
699654,1,2,0,0,0
699655,1,1,0,0,0
699657,1,1,0,0,1
699658,1,1,0,0,0
699659,1,1,0,0,0
699660,1,1,0,1,10
699661,1,1,0,0,0
699662,1,2,0,0,0
699663,1,2,1,0,0
699664,1,1,0,0,4
699665,1,2,0,0,0
699666,1,2,0,0,0
699669,0,1,0,0,9
699670,1,1,0,0,0
699671,0,2,0,0,0
699673,1,1,0,0,0
699674,1,1,0,0,0
699675,1,1,0,1,0
699676,1,2,0,0,0
699677,1,1,0,0,0
699678,1,1,0,1,0
699679,1,2,0,0,0
699680,1,2,0,0,4
699681,1,2,0,0,0
699682,1,2,0,1,0
699683,1,1,0,1,0
699684,1,3,0,0,0
699685,1,1,0,0,0
699686,1,1,0,1,0
699687,1,1,0,0,0
699688,1,1,1,0,0
699689,1,1,0,0,4
699690,1,1,0,0,1
699691,1,2,0,0,0
699692,1,2,0,1,0
699693,1,2,0,0,0
699694,1,2,0,1,0
699697,1,2,0,0,0
699698,1,2,0,0,11
699699,1,2,0,0,0
699700,1,2,0,0,0
699701,1,1,0,0,0
699703,1,1,0,0,0
699705,1,1,0,0,4
699706,1,2,0,0,0
699707,1,1,0,0,3
699708,1,1,0,1,8
699709,1,2,0,2,0
699710,1,2,0,0,0
699711,1,0,0,0,0
699713,1,1,0,0,0
699714,1,1,0,0,0
699715,1,1,0,0,0
699717,1,0,0,0,0
699718,1,1,0,0,0
699719,1,1,0,0,0
699721,1,2,0,0,0
699723,1,1,0,0,0
699724,1,1,0,0,2
699725,1,1,0,0,-4
699727,1,2,0,0,0
699728,1,2,0,0,0
699729,1,1,0,0,2
699731,1,1,0,0,0
699732,1,2,0,0,0
699733,1,1,0,0,0
699735,1,2,0,0,0
699736,1,1,0,0,4
699737,1,1,0,0,0
699739,1,1,0,0,0
699740,1,1,0,0,0
699741,1,1,0,0,0
699743,1,1,0,1,0
699744,1,1,0,0,0
699745,1,2,0,0,0
699747,1,1,0,0,10
699749,1,2,0,0,0
699750,1,2,0,1,0
699751,1,1,0,0,0
699753,1,3,0,0,0
699754,1,3,0,0,0
699755,1,1,0,0,0
699756,1,1,0,1,0
699757,1,1,0,0,0
699758,1,1,0,0,0
699759,1,1,0,0,0
699760,1,1,0,0,3
699761,1,1,0,0,9
699762,1,2,0,0,0
699765,1,1,0,0,0
699767,1,1,0,1,21
699768,1,2,0,0,0
699769,1,2,1,0,0
699770,1,1,0,0,1
699773,1,0,0,0,0
699774,1,1,0,0,0
699775,1,1,0,0,0
699777,1,1,0,0,3
699778,1,1,0,0,4
699779,1,1,0,0,0
699780,1,1,0,1,0
699781,1,1,0,0,0
699782,1,1,0,0,0
699783,1,1,0,0,0
699784,1,1,0,0,0
699785,1,1,0,0,0
699787,1,2,0,0,0
699788,1,2,0,0,0
699791,1,1,0,0,5
699792,1,1,0,0,0
699793,1,1,0,0,1
699794,1,1,0,0,0
699795,1,1,0,1,12
699796,1,1,0,0,3
699797,1,1,1,0,0
699798,1,1,0,0,0
699799,1,1,1,0,0
699800,1,1,0,0,0
699801,1,2,0,0,0
699802,1,2,0,0,0
699803,1,2,0,0,0
699805,1,3,0,0,0
699807,1,2,1,0,0
699808,1,1,0,1,0
699809,1,1,0,0,4
699810,1,2,0,1,0
699811,1,2,0,0,0
699813,1,1,0,1,0
699814,1,1,1,0,0
699815,1,0,0,1,11
699816,1,2,0,1,0
699817,1,0,0,0,0
699818,1,0,0,0,0
699819,1,2,0,0,0
699820,1,0,0,1,0
699822,1,1,1,0,0
699825,1,1,0,0,0
699826,1,2,0,0,0
699827,1,1,0,0,38
699830,1,2,0,0,0
699831,1,1,0,0,0
699832,1,1,0,0,0
699833,1,2,0,1,0
699835,1,2,0,0,0
699836,1,0,0,0,0
699837,1,1,0,0,0
699838,1,1,0,0,5
699841,1,2,0,0,0
699842,1,2,0,0,0
699843,1,1,0,0,8
699845,1,1,0,0,10
699846,1,1,0,0,0
699847,1,0,0,0,0
699848,1,0,0,0,9
699849,1,2,0,0,0
699850,2,3,0,0,0
699853,1,2,0,0,0
699854,1,1,0,0,0
699855,1,1,0,1,0
699856,1,2,0,0,0
699858,1,1,0,0,0
699860,1,1,0,0,0
699862,1,1,0,0,0
699863,1,1,0,0,0
699864,1,0,0,0,0
699865,1,0,0,0,3
699867,1,0,0,0,0
699868,1,1,0,0,0
699869,1,2,0,0,0
699872,1,2,0,0,0
699873,1,1,0,0,0
699874,1,2,0,0,8
699875,2,1,0,0,0
699876,1,1,0,0,0
699877,1,1,0,0,0
699878,1,1,1,0,0
699879,1,1,0,0,0
699880,1,0,0,0,0
699881,1,1,0,0,3
699882,1,1,0,0,0
699883,1,1,0,0,0
699886,2,3,0,0,0
699888,1,2,0,0,8
699889,1,1,0,0,0
699890,1,1,0,0,31
699893,1,1,0,0,0
699894,1,1,0,1,0
699895,1,1,0,0,0
699896,1,1,0,0,0
699897,1,0,0,0,0
699902,1,1,0,0,4
699903,1,0,0,0,0
699904,1,0,1,0,0
699906,1,1,0,1,0
699907,1,1,0,0,0
699908,1,1,0,0,0
699910,1,2,0,0,0
699911,1,0,0,0,0
699912,1,0,0,0,5
699913,1,1,0,0,1
699914,1,1,1,0,0
699915,1,0,0,1,0
699916,1,0,0,0,0
699917,1,1,0,0,0
699918,1,1,0,0,6
699919,1,0,0,1,12
699920,1,1,0,0,0
699922,1,2,0,0,0
699925,1,2,0,0,0
699927,1,2,0,0,0
699928,1,1,0,0,0
699929,1,1,0,0,0
699930,1,2,0,0,0
699931,1,1,0,0,0
699932,1,1,0,0,8
699933,1,1,0,0,5
699934,1,0,0,0,0
699935,1,0,0,0,3
699936,1,0,0,0,0
699939,1,1,0,0,0
699940,1,1,0,0,0
699941,1,1,0,0,0
699943,1,0,0,0,0
699944,2,2,0,0,0
699945,1,1,0,0,0
699946,1,1,0,0,5
699947,1,1,0,1,0
699948,1,2,0,0,0
699949,1,1,0,0,0
699952,1,1,0,0,6
699953,1,1,1,0,0
699954,1,1,0,0,4
